countries,2022-2023(Apr-Nov),2021-2022,2020-2021,2019-2020,2018-2019,2017-2018,2016-2017,2015-2016,2014-2015,2013-2014,2012-2013,2011-2012,2010-2011,2009-2010,2008-2009,2007-2008,2006-2007,2005-2006,2004-2005,2003-2004,2002-2003,2001-2002,2000-2001,1999-2000,1998-1999,1997-1998
ALBANIA,,,,,,,,,,,,,,,,,0.09,,,,,,,,,
COCOS IS,,,,,,,,,,,,,,,,,0.03,,,,,,,,,
MONGOLIA,,,,,,,,,,,,,0.01,,,,,,,,,,,,,
TURKMENISTAN,,,,,,,,,,,,,,,,,0.1,0.03,,,,,,,,
ICELAND,,,,,,,,,,,,,,,,,,0.03,,,,,,,,
KOREA DP RP,,,,,,,,,,,,,,,,,,0.1,,,,0.55,0.0,,,
GREECE,,,,,,,,,,,,,,,,,,,0.09,,,,,,,
PORTUGAL,,,,,,,,,,,,,,,,,,,0.04,,,,,,,
GUAM,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
TURKS C IS,,,,,,,,,,,,,,,,,,,,,0.02,,,,,
AUSTRIA,,,,,,,,,,,,,,,,,,0.0,,,,,,,,
MARTINIQUE,,,,,,,,,,,,,0.0,,,,,,,,,,,,,
CHILE,,,,,,,,,,,,,0.0,,,,0.51,,,,,,,,,
ARMENIA,,,,,,,,,,,,,0.09,,,,,,,,,,,,,
REUNION,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,
UNSPECIFIED,,,,,,,,0.5,0.0,0.02,,,0.07,0.0,0.2,0.0,0.23,0.01,,,,,,,,
ALGERIA,,,,,,,,,3.41,33.84,17.61,,0.53,1.67,12.53,12.91,4.45,13.18,5.92,0.47,0.27,0.34,,,,
BENIN,,,,,,,,,,0.17,,,,0.16,0.14,0.39,,0.01,,,0.02,,,,,
UGANDA,,,,,,,,,0.0,,,0.0,0.0,,0.01,,,,0.03,0.0,0.02,0.0,0.0,0.0,,0.0
ISRAEL,,,,,,,,,,1.87,0.21,,,,0.01,,,,,,,,,,,
KAZAKHSTAN,,,,,,,,,,0.0,,,,,,,,0.07,,0.04,,,,,,
NAMIBIA,,,,,,,,,,,,,,,,,,,,,,,,,0.01,
POLAND,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
BOTSWANA,,,,,,,,,,,,,,,,,,0.01,0.01,,,,,,,
FIJI IS,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,
IRELAND,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
TRINIDAD,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
BELGIUM,,,,,,,,,,,,0.0,,,0.0,,,,,,,,0.71,0.75,,
BURUNDI,,,,,,,,,,,,0.0,,,,,,,,,,,,,,
COTE D' IVOIRE,,,,,,0.04,,,0.06,0.26,0.05,,0.0,,1.94,,,0.03,0.05,,0.02,0.08,0.11,,,
CYPRUS,,,,,,,,,,,,,,,,,,,,,,0.03,,,,
FR GUIANA,,,,,,,,,,,,,,,,,,,,,,0.03,,,,
ZIMBABWE,,0.01,,0.01,,,,,,,,,,,,0.0,,0.0,,,,,,,,
GHANA,,0.0,0.02,0.01,,,0.02,0.0,0.15,0.21,0.07,0.01,0.0,0.0,0.0,,0.01,,0.0,,0.12,,0.08,,,0.6
GUINEA,0.0,0.01,0.0,0.08,0.21,0.0,,,0.01,0.0,0.0,,0.01,,0.17,0.05,0.0,,,,,,,,,
GUYANA,0.07,0.0,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,
HAITI,,0.04,,,,,,,,,,,,,,,0.29,,,,,,,,,
HONG KONG,0.01,0.0,0.18,0.0,0.01,0.01,0.01,0.03,0.39,0.44,0.11,,0.18,0.08,0.36,0.8,0.01,0.16,0.03,0.01,,0.01,0.06,,,
INDONESIA,,,,,0.0,,,,0.05,1.7,,,,,4.1,0.99,0.04,,0.3,0.02,0.14,0.03,0.1,,,0.0
GERMANY,,,0.0,,0.0,0.0,,0.0,,,0.0,0.0,0.01,0.01,0.0,0.0,0.01,0.0,0.06,0.03,0.0,,0.0,0.01,,0.02
IRAQ,,0.25,0.0,0.0,0.23,,,,,,,,,,9.7,3.44,,,,,,,,,,
JAPAN,,,,,,0.0,,,0.8,9.46,1.14,0.0,0.01,0.0,3.2,0.0,0.76,2.58,0.56,0.08,,0.14,,,,
JORDAN,,0.79,,,0.08,,,,0.44,2.03,0.43,,,,0.79,1.32,0.48,1.35,0.9,0.26,0.26,0.14,0.03,,,
KENYA,,0.0,,,0.01,0.01,,,0.25,0.28,0.07,0.0,0.1,0.09,0.03,,0.16,0.02,0.0,,0.03,,,0.0,,
KIRIBATI REP,0.06,,,,,,,,,,,,,,,,,,,,,,,,,
KUWAIT,0.92,1.1,0.03,,0.27,,,,1.26,4.88,0.0,0.01,0.11,0.01,0.36,0.06,0.14,0.02,0.16,0.11,0.18,0.27,0.11,,,
LEBANON,,1.98,,,1.13,,,,0.76,2.65,1.65,0.0,0.18,,0.34,0.23,0.56,1.06,0.34,0.07,0.37,0.25,,,,
ITALY,0.0,,,,,,,0.0,,,0.0,,0.0,,,,0.01,0.0,0.0,,,0.01,,,0.0,
GAMBIA,,0.0,0.04,0.11,0.14,0.04,,,,,,,,0.0,0.03,,,,,,,,,0.01,,
FRANCE,,,0.0,,,,,,,,0.0,,,,0.06,,0.07,0.2,0.11,0.03,0.03,,,0.12,,
EQUTL GUINEA,0.06,,,,,,,,,,,,,,0.06,,,,,,,,,,,
ANGOLA,0.0,0.02,0.01,,0.05,,,,,,,,,,,,,0.03,,,,0.23,1.08,,,
AUSTRALIA,0.0,,0.0,,0.09,,,0.07,0.26,0.11,0.04,0.07,0.05,0.0,0.0,0.0,0.01,0.0,0.09,0.0,,0.03,,,,
AZERBAIJAN,,0.0,,,,,,,,0.53,,,,,,0.14,,,,,,,,,,
BAHARAIN IS,0.0,0.0,0.0,,0.01,0.08,0.02,0.02,0.41,4.14,1.99,0.09,0.16,0.01,0.51,0.0,0.07,0.66,0.17,0.13,0.08,,0.12,0.03,,
BANGLADESH PR,50.44,87.76,22.32,0.06,36.45,8.64,17.85,14.07,36.36,104.09,47.24,0.0,13.59,17.21,12.15,30.51,10.64,16.68,24.26,3.1,8.7,10.9,7.29,4.49,0.4,1.2
BHUTAN,3.6,5.72,8.08,8.44,7.8,10.05,11.5,4.56,7.31,4.68,2.19,,0.92,0.34,1.12,0.05,0.16,0.81,1.08,1.07,,,,,,
BRUNEI,0.0,0.03,0.03,0.04,0.02,0.0,,,0.03,,,,,0.01,0.12,0.04,0.0,0.0,,,,,,,,
BULGARIA,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
CANADA,,0.01,,0.0,0.08,0.2,0.15,0.06,0.02,0.27,0.06,0.02,0.0,0.01,0.02,0.04,0.11,0.55,0.0,0.04,0.01,0.19,0.0,0.06,,0.0
CHAD,,,,,,,,,,,,,,,,,,0.06,,,,,,,,
TAIWAN,0.03,0.05,0.02,,,,0.0,,,,,,,,0.17,0.09,0.67,0.34,0.2,,,0.67,0.09,,,
CHINA P RP,0.1,0.0,0.08,0.03,0.0,,,,,,,,,,2.54,6.05,1.03,4.28,0.54,0.22,,0.27,0.33,,0.01,
COLOMBIA,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,
DJIBOUTI,,0.01,,,0.01,,,,,0.06,,,0.33,1.37,1.13,0.31,0.1,0.04,0.05,,,,,,,
EGYPT A RP,,0.01,0.06,0.01,0.0,,,,,48.25,32.18,,0.35,1.4,11.72,14.09,12.02,12.72,4.18,,0.43,1.79,0.1,,,
LIBERIA,0.02,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,
LIBYA,,0.0,,,,,,,,0.09,,,,,0.18,0.82,0.06,0.23,0.15,,,,,,,
MACEDONIA,,,,,,,,,,,,,,,,,,,,,,,,,,
SIERRA LEONE,0.0,,0.0,,,,0.0,0.0,0.0,,0.0,,,,0.04,,,0.03,,,0.0,,,,,
SINGAPORE,0.03,0.03,0.09,0.06,0.1,0.03,0.05,0.12,0.54,8.78,7.18,0.16,0.47,0.23,3.26,2.58,1.24,2.62,1.8,0.31,0.46,0.25,0.07,0.02,,
SOUTH AFRICA,,,,0.0,0.0,,,,0.3,0.24,,,0.64,0.66,0.91,0.13,0.23,0.09,0.04,,,0.0,0.04,0.01,,
SRI LANKA DSR,2.1,1.52,,,0.0,0.0,0.0,0.0,0.72,1.79,0.04,0.0,0.19,0.23,3.27,2.76,1.42,2.56,1.28,0.33,0.31,0.78,0.33,0.03,0.04,0.11
ST VINCENT,0.05,,,,,,,,,,,,,,,,,,,,,,,,,
SUDAN,0.05,,0.01,,,,,0.0,0.08,1.25,0.31,,0.07,0.74,1.45,0.76,0.43,0.74,0.26,,,,,,,
SOUTH SUDAN,,,,,,,,,,,,,,,,,,,,,,,,,,
MALAWI,,0.01,,0.0,,,0.0,,0.0,0.01,0.0,0.0,,,,0.07,,0.0,0.0,,,,,,,
SWITZERLAND,0.0,0.0,,,,,,,,,,,0.0,0.0,0.34,,0.0,0.0,0.0,,,,,,,
THAILAND,,0.47,0.0,,1.07,,,,0.16,4.01,1.66,,0.91,0.91,8.27,7.52,3.58,3.19,0.43,0.15,0.29,0.52,,0.02,,
TOGO,,,0.0,,0.02,,,,0.0,2.1,1.18,,,,0.09,0.0,,0.01,,,,,,,,
U ARAB EMTS,4.54,13.71,3.59,0.83,4.31,1.38,1.12,0.9,5.25,29.84,9.72,0.01,4.98,3.47,18.1,12.36,8.01,9.54,6.53,1.29,2.46,6.71,1.77,0.62,0.09,0.22
U K,,0.0,0.0,0.0,0.0,,,,0.0,0.24,0.2,0.0,0.0,0.0,0.04,0.01,,0.01,0.04,0.0,0.0,0.01,,0.04,,
U S A,0.04,0.34,0.24,0.04,0.27,0.06,0.19,0.02,0.09,0.76,1.58,0.14,0.05,0.18,0.21,0.07,0.83,1.31,5.24,0.18,0.05,0.1,0.07,0.03,0.04,0.0
VIETNAM SOC REP,,,0.0,0.0,,,,,,0.18,,,0.02,,,,,0.1,,0.01,,,,,,
TANZANIA REP,0.0,0.0,,0.0,0.0,,0.0,,0.1,2.51,0.12,0.01,0.14,0.06,0.38,0.26,0.16,0.36,0.23,0.14,0.02,0.28,0.11,0.02,,0.06
YEMEN REPUBLC,,1.93,,,,,,,4.57,32.99,15.22,,3.55,2.44,1.37,4.46,3.21,9.51,0.9,0.53,1.04,1.07,0.42,0.05,,
SEYCHELLES,,0.0,0.0,0.01,0.0,0.0,0.01,,0.01,0.04,0.0,0.0,0.02,0.05,0.26,0.12,,0.03,0.01,,,,,,,0.0
RWANDA,,,,0.0,0.01,,,,,0.16,,,,,,,0.1,0.06,0.03,,0.08,0.22,,,,
MALAYSIA,0.1,23.11,6.6,0.01,12.33,0.01,0.01,0.0,2.3,24.61,1.84,0.02,0.0,0.0,0.01,0.01,,0.4,1.66,0.05,0.23,0.11,0.0,,,
MALDIVES,0.01,0.02,0.01,0.04,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,0.0,0.02,0.0,0.0,0.03,0.0,0.0,0.0,,,0.0,,
MAURITANIA,0.0,,0.0,0.01,0.08,,,,,0.3,0.29,,,,0.24,,0.0,0.15,,,,,,,,
MYANMAR,0.05,0.52,,,0.96,,,0.0,0.08,6.39,2.49,,0.48,0.51,0.81,4.54,0.18,1.62,0.79,0.07,0.01,0.13,0.24,,,
NEPAL,1.69,1.31,2.73,3.76,4.61,7.18,7.27,5.1,10.66,6.56,3.06,0.71,8.42,6.44,6.21,6.02,4.42,5.66,3.66,2.65,1.04,0.21,0.12,0.06,0.6,0.24
NETHERLAND,,0.01,,,,,,,0.0,,,,,,1.42,0.0,0.23,0.63,0.69,0.0,0.32,0.84,0.05,0.02,,
SAUDI ARAB,0.08,,,,0.0,,0.0,,,28.63,15.61,0.02,2.0,3.62,7.96,3.01,2.39,3.16,2.15,0.02,0.7,1.35,0.11,0.04,0.0,0.03
NETHERLANDANTIL,,0.0,0.0,0.0,,0.0,,,,,0.0,,,,0.0,0.0,0.0,0.0,,,,,,,,
NIGER,,0.08,,,,,,,,1.22,,,,,,,,,,0.02,0.03,,,,,
NIGERIA,0.63,0.01,0.0,0.0,0.01,0.02,,0.0,3.92,12.8,0.31,0.0,,,1.61,0.5,0.1,0.45,0.0,0.03,,0.1,0.28,,,
OMAN,1.29,1.17,0.26,0.0,0.12,,0.0,0.0,0.61,10.9,0.25,,0.42,0.19,2.86,3.63,0.94,3.68,1.99,0.04,0.16,1.72,1.53,0.01,,
PAKISTAN IR,0.08,1.78,0.36,0.1,6.47,3.83,12.13,18.54,28.66,32.94,12.11,,4.62,0.65,0.9,2.73,3.58,7.77,1.11,0.03,0.03,,,,,
PHILIPPINES,0.18,0.0,0.01,,0.05,0.0,0.0,0.0,2.29,6.93,3.81,,5.57,2.27,7.93,6.36,2.48,0.72,0.96,0.04,0.32,0.16,0.09,0.38,,0.08
QATAR,0.13,0.52,0.01,0.02,0.11,0.02,0.01,0.01,0.01,0.39,0.01,,0.1,0.0,1.38,0.65,0.01,0.07,0.06,0.01,0.01,0.01,0.01,0.02,,
NEW ZEALAND,0.02,0.0,0.0,0.0,0.01,0.0,,0.0,0.02,0.01,0.0,0.04,0.05,0.02,0.01,0.0,0.0,0.0,,0.0,,,,,0.0,
ZAMBIA,,0.01,0.0,,0.01,0.01,,,,0.21,,,,,0.0,,,,,0.03,0.0,,0.05,,,
Total,66.39,144.9,48.28,15.23,91.54,46.84,56.33,48.93,118.74,482.99,207.19,1.41,52.58,51.24,140.98,147.33,76.51,126.8,73.49,13.06,19.61,33.61,16.11,6.84,1.3,2.58
%Share,0.0223,0.0343,0.0165,0.0049,0.0277,0.0154,0.0204,0.0187,0.0383,0.1536,0.069,0.0005,0.021,0.0287,0.0761,0.0903,0.0605,0.123,0.088,0.0205,0.0372,0.0767,0.0361,0.0186,0.0039,0.0074
India's Total,298285.79,422004.4,291808.48,313361.04,330078.09,303526.16,275852.43,262291.09,310338.48,314405.3,300400.58,305963.92,249815.55,178751.43,185295.36,163132.18,126414.05,103090.53,83535.94,63842.55,52719.43,43826.72,44560.29,36822.49,33218.72,34784.98
