countries,2022-2023(Apr-Nov),2021-2022,2020-2021,2019-2020,2018-2019,2017-2018,2016-2017,2015-2016,2014-2015,2013-2014,2012-2013,2011-2012,2010-2011,2009-2010,2008-2009,2007-2008,2006-2007,2005-2006,2004-2005,2003-2004,2002-2003,2001-2002,2000-2001,1999-2000,1998-1999,1997-1998
PANAMA C Z,,,,,,,,,,,,,0.03,,,,,,,,,,,,,
PITCAIRN IS.,,,,,,,,,,,,,0.0,,,,,,,,,,,,,
SAO TOME,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,
KIRIBATI REP,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,
TUVALU,,,,,,,,,,,,,,,,,,,,,,,,,,
CANARY IS,,,,,,,,,,,,,,,,0.02,,,,,,,,,,0.0
ST HELENA,,,,,,,,,,,,,,,,,0.02,0.01,,,,,,,,
AMERI SAMOA,,,,,,,,,,,,,,,,,,0.0,,0.0,,,0.0,0.0,,
TURKS C IS,,,,,,,,,,,,,,,,,,0.0,,,,,,,,
BR VIRGN IS,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
ANDORRA,,,,,,,,,,,,,,,,,,,,,,,,,,
UNSPECIFIED,,,,,,0.0,0.0,0.03,,0.23,0.0,0.0,0.09,0.16,0.32,0.0,0.04,0.0,0.0,0.08,0.06,0.02,,,,
VIRGIN IS US,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,
TURKEY,0.02,0.11,0.08,0.07,0.11,0.2,0.13,0.11,0.11,0.05,0.17,0.17,0.04,0.11,0.12,0.1,0.01,0.11,0.05,0.04,0.07,0.02,0.0,0.05,0.0,0.0
TURKMENISTAN,0.0,0.0,0.0,,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0
UGANDA,0.29,7.6,0.33,3.45,1.96,1.63,3.04,1.8,1.13,3.25,0.66,2.14,1.38,1.02,1.03,0.65,0.52,0.32,0.59,0.52,2.39,0.1,0.26,0.06,0.23,0.07
U ARAB EMTS,4.51,10.5,7.78,8.67,8.41,10.25,10.26,9.69,9.82,10.56,10.53,9.61,7.37,7.07,7.5,5.45,5.16,4.43,3.76,2.92,2.29,2.21,2.58,1.95,1.85,1.38
U K,13.08,22.55,16.4,19.18,18.86,16.41,15.57,17.43,16.31,16.99,18.94,19.32,17.2,16.63,16.6,18.01,20.31,16.64,14.88,11.01,5.82,3.12,4.12,2.59,2.54,2.07
UKRAINE,0.0,0.0,,,0.01,0.0,0.0,0.0,0.0,0.01,0.07,0.02,0.03,0.02,0.09,0.01,0.01,0.0,0.01,0.03,0.0,,0.0,0.0,0.01,0.0
U S A,56.43,71.55,43.09,43.41,45.36,35.18,27.46,36.95,36.5,31.98,21.78,25.6,25.29,21.38,23.39,19.45,18.74,15.63,10.14,8.43,4.76,3.48,5.28,2.69,3.05,3.48
URUGUAY,0.25,0.41,0.26,0.76,0.48,0.23,0.28,0.24,0.31,0.5,0.51,0.43,0.2,0.03,0.05,0.0,,0.0,,,,0.0,0.0,0.0,,
UZBEKISTAN,0.01,0.03,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.04,0.01,0.04,0.02,0.0,0.02,0.0,,0.03,0.0,0.0,0.06
VANUATU REP,0.06,0.04,0.02,0.02,0.03,0.03,0.04,0.03,0.0,0.01,0.0,0.0,0.01,,,,,,0.0,0.0,0.0,,0.0,,,
VENEZUELA,0.01,0.0,0.0,0.0,0.0,0.0,,0.0,0.05,0.19,0.0,0.14,0.11,0.09,0.03,0.0,0.01,0.1,0.0,0.03,0.0,0.01,0.0,0.0,0.0,
VIETNAM SOC REP,0.02,0.05,0.11,0.24,0.07,0.12,0.1,0.08,0.09,0.47,0.11,0.16,0.29,0.3,0.58,0.36,0.18,0.17,0.18,0.07,0.08,0.03,0.02,0.01,0.0,
SAMOA,0.0,0.01,0.02,0.03,0.04,0.02,0.01,0.02,0.02,0.01,0.01,,,,,,,0.0,,,0.0,,0.0,,,
YEMEN REPUBLC,0.0,0.0,0.01,0.0,0.0,0.07,0.09,0.02,0.34,0.43,0.25,0.12,0.34,0.3,0.26,0.18,0.17,0.14,0.11,0.06,0.2,0.07,0.08,0.04,0.02,0.04
CONGO D. REP.,0.24,1.55,0.2,0.9,0.48,0.6,0.3,0.01,0.01,0.05,0.01,0.0,,,0.0,,0.0,,,,0.0,0.0,,0.0,0.0,0.0
ZAMBIA,0.23,2.24,2.02,2.23,2.27,1.74,1.87,0.83,0.94,0.58,0.46,0.36,0.2,0.61,0.54,0.4,0.3,0.24,0.1,0.18,0.1,0.08,0.14,0.12,0.05,0.02
ZIMBABWE,0.02,0.04,0.03,0.02,0.04,0.14,0.45,0.43,0.16,0.24,0.44,0.3,0.19,0.34,0.56,0.12,0.18,0.22,0.15,0.05,0.06,0.12,0.04,0.06,0.08,0.02
FR GUIANA,,,0.0,,,,,,0.01,0.03,0.03,0.06,0.0,,,,,,,,,,,,,
PARAGUAY,,,0.03,0.0,0.0,0.0,0.03,0.01,0.01,0.01,0.0,,,0.11,0.05,0.0,,,0.0,,,,,0.0,,
PUERTO RICO,,,0.06,0.07,0.03,0.05,0.11,0.03,0.03,0.05,0.06,0.96,0.0,0.04,0.0,0.01,,0.02,0.05,0.04,0.0,,,0.0,,
BAHAMAS,,,,0.0,,,0.0,0.0,0.02,0.0,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,,,0.01,,
CAPE VERDE IS,,,,0.0,0.0,,,,,,,,0.0,,,,,,,,,,,,,
STATE OF PALEST,,,,,,,,,,,,,,,,,,,,,,,,,,
NIUE IS,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
ST LUCIA,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.01,0.0,0.0,0.0,,,,0.0,0.0,,,
TRINIDAD,0.18,0.05,0.13,0.3,0.32,0.26,0.32,0.21,0.32,0.53,0.46,0.33,0.32,0.29,0.28,0.38,0.25,0.39,0.2,0.18,0.1,0.02,0.07,0.05,0.02,0.01
MOLDOVA,,0.01,0.0,0.0,,0.01,,,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,
MONGOLIA,0.0,0.0,,0.0,0.0,,0.01,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.01,0.01,0.01,,0.0,0.0,0.0,,,0.0,0.0,
MYANMAR,0.07,0.17,0.16,0.52,0.36,0.08,0.23,0.2,0.29,0.16,0.33,0.21,0.17,0.06,0.11,0.04,0.04,0.03,0.07,0.01,0.01,0.01,0.23,0.12,0.02,0.02
CANADA,0.71,1.1,1.13,1.26,0.88,0.97,1.3,1.25,1.19,1.15,1.52,1.59,1.9,2.49,1.64,1.9,2.22,1.34,1.45,0.77,0.37,0.35,0.33,0.33,0.4,0.3
CAYMAN IS,0.0,,0.0,0.01,,,0.0,0.01,0.0,0.0,0.0,,,0.0,,0.01,0.0,,,0.01,,,0.0,,,
C AFRI REP,,0.15,0.0,,,0.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,,
CHAD,0.0,0.05,2.53,,,0.0,0.0,0.01,0.0,0.0,0.02,0.0,,0.0,,0.0,0.0,,,,,,0.0,,,
CHILE,0.07,0.08,0.06,0.04,0.02,0.06,0.07,0.02,0.03,0.02,0.01,0.0,0.04,0.12,0.0,0.01,0.0,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.01
TAIWAN,0.05,0.07,0.09,0.1,0.12,0.06,0.04,0.09,0.06,0.67,0.69,0.04,0.17,0.07,0.21,0.09,0.06,0.13,0.11,0.04,0.3,0.13,0.03,0.02,0.04,0.02
CHINA P RP,0.05,0.12,0.08,0.49,0.5,0.35,0.31,0.27,0.37,0.2,0.16,0.22,0.3,0.21,0.34,0.21,0.14,0.16,0.18,0.21,0.13,0.03,0.12,0.06,0.04,0.02
COLOMBIA,0.06,0.18,0.1,0.09,0.19,0.03,0.03,0.02,0.04,0.02,0.05,0.01,0.01,0.17,0.0,0.05,0.0,0.0,0.03,0.02,0.02,0.0,0.0,0.0,,0.0
COMOROS,0.05,0.0,0.04,0.0,0.04,0.06,0.04,0.06,0.0,0.1,0.0,0.11,0.07,0.09,,0.02,0.0,0.02,,0.03,0.02,0.04,,0.01,0.0,0.0
CONGO P REP,0.07,0.03,0.78,0.72,0.02,0.26,0.09,0.61,0.02,0.05,0.2,0.18,0.18,0.78,0.18,0.04,0.06,0.06,0.02,0.08,0.06,0.11,0.0,0.0,0.0,0.0
COOK IS,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
CAMEROON,3.57,3.11,2.36,1.35,3.4,2.18,2.69,2.04,2.36,2.13,2.02,1.54,0.85,0.68,0.51,0.1,0.25,0.0,0.1,0.0,0.01,,0.0,0.01,0.02,0.01
COSTA RICA,0.0,0.27,0.0,0.0,0.0,0.04,0.01,0.01,0.0,0.0,0.0,0.02,0.0,0.01,0.0,0.07,0.08,0.03,0.05,,,,,,,
CYPRUS,0.01,0.03,0.01,0.01,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.05,0.03,0.02,0.0,0.04,0.03,0.01,0.01,0.0,0.0,,0.0,0.0,,
CZECH REPUBLIC,0.05,0.05,0.09,0.13,0.05,0.1,0.06,0.12,0.11,0.05,0.33,0.15,0.07,0.23,0.22,0.08,0.03,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,
DENMARK,0.0,0.02,0.01,0.01,0.01,0.01,0.05,0.06,0.06,0.08,0.07,0.08,0.14,0.22,0.21,0.21,0.13,0.25,0.08,0.14,0.04,0.03,0.01,0.01,0.01,0.08
DJIBOUTI,5.75,1.61,1.49,0.85,0.76,0.25,0.34,2.45,0.0,0.09,1.86,12.75,2.77,0.02,0.98,1.49,1.8,0.94,0.88,0.82,0.02,,0.03,0.04,0.02,
DOMINIC REP,0.0,0.01,0.0,0.04,,0.01,0.0,0.0,0.0,0.0,,0.11,0.0,0.04,0.0,,0.05,0.02,0.02,0.02,0.0,,0.0,0.0,,
DOMINICA,,0.0,,,0.0,0.0,0.0,,0.01,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,
ECUADOR,0.01,0.0,,0.0,0.0,0.03,0.03,0.01,0.03,0.0,0.0,0.0,0.0,0.0,0.14,0.0,,0.0,0.0,,,0.0,,,0.0,0.0
EGYPT A RP,0.27,0.66,0.32,0.75,0.72,0.71,0.7,1.08,0.91,0.73,0.79,0.55,0.54,0.49,0.6,0.43,0.28,0.38,0.21,0.09,0.11,0.04,0.07,0.07,0.09,0.11
EL SALVADOR,0.0,0.0,,,,,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,,,0.0,0.0,,,,,
ESTONIA,0.17,0.38,0.44,0.34,0.47,0.46,0.36,0.31,0.47,0.52,0.25,0.24,0.1,0.03,0.25,0.02,,0.0,0.0,,,,,0.0,,
ETHIOPIA,1.04,2.15,2.49,16.51,39.65,10.18,31.6,10.19,3.86,16.65,24.34,14.13,5.11,1.94,6.7,14.1,3.32,1.87,1.71,1.4,0.21,0.17,0.11,0.17,0.36,0.09
CROATIA,0.02,0.03,0.01,0.04,0.04,0.04,0.03,0.01,0.02,0.03,0.03,0.04,0.04,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,
CAMBODIA,0.1,0.11,0.21,0.21,0.13,0.06,0.08,0.09,0.04,0.28,0.18,0.13,0.13,0.05,0.1,0.1,0.06,0.08,0.03,0.07,0.03,,0.04,0.0,0.0,0.0
BELARUS,0.0,,0.0,,0.0,,0.0,,,,0.0,0.0,0.08,,0.0,,0.0,0.0,,,,,,,,
BURUNDI,0.01,2.2,0.02,1.34,0.1,0.72,0.0,,0.0,0.0,0.02,0.24,0.13,0.0,0.0,0.0,0.18,,0.0,,,,,0.03,0.0,
ALBANIA,,,0.06,0.15,0.01,0.07,0.05,0.1,0.05,0.06,0.02,,,0.0,0.0,0.0,,0.0,,,,,0.01,,,
ALGERIA,0.0,0.05,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,0.0,0.01,0.01,0.01,,0.01,0.04,0.0,,,0.0
ANGOLA,0.24,0.02,0.47,0.08,0.04,0.04,0.49,0.96,0.4,0.68,0.34,0.07,0.03,0.13,0.05,0.01,0.07,0.03,0.01,0.01,,0.02,0.03,,0.01,
ANTIGUA,,0.0,0.0,0.0,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.02,0.01,,0.0,,,,,,
ARGENTINA,0.22,0.3,0.31,0.62,0.54,0.54,0.25,0.14,0.1,0.07,0.06,0.3,0.22,0.11,0.04,0.13,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02
ARMENIA,0.0,,0.0,,0.02,0.01,,0.1,0.02,0.04,0.13,0.07,0.06,0.0,,,,,0.0,,0.0,0.0,,,,
AUSTRALIA,1.62,2.07,2.24,1.27,1.35,1.79,1.54,1.67,2.04,1.28,1.46,2.16,3.37,1.69,1.57,2.02,1.36,1.57,1.61,1.05,0.45,0.3,0.35,0.25,0.17,0.46
AUSTRIA,0.11,0.0,0.02,0.0,0.01,0.01,0.04,0.01,0.07,0.98,0.35,0.04,0.02,0.02,0.03,0.02,0.01,0.01,0.02,0.0,0.01,0.02,0.02,0.01,0.01,0.05
ARUBA,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,,,,0.0,,,0.0,0.0,,,,,,
AZERBAIJAN,,0.0,0.0,0.0,,0.01,,,,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BAHARAIN IS,0.53,0.61,0.72,1.01,1.16,1.06,0.96,0.85,1.01,0.9,0.72,0.73,0.68,0.57,0.5,0.59,0.39,0.34,0.29,0.32,0.27,0.17,0.2,0.15,0.25,0.16
BANGLADESH PR,2.87,3.03,2.94,4.61,9.5,4.62,12.7,5.15,8.14,10.96,14.48,9.8,0.83,1.25,1.85,1.83,1.88,1.73,2.0,4.29,2.39,2.67,3.82,3.18,3.59,3.53
BARBADOS,0.01,0.0,0.0,0.0,0.0,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.01,0.0,,0.0,0.01,0.0,0.0,,,0.0,0.0,0.01,0.01,0.06
BELIZE,0.0,0.06,,0.03,0.02,0.06,0.05,0.0,0.05,,0.04,,0.01,0.0,0.0,,,,,,0.0,,,,,
