countries,2022-2023(Apr-Nov),2021-2022,2020-2021,2019-2020,2018-2019,2017-2018,2016-2017,2015-2016,2014-2015,2013-2014,2012-2013,2011-2012,2010-2011,2009-2010,2008-2009,2007-2008,2006-2007,2005-2006,2004-2005,2003-2004,2002-2003,2001-2002,2000-2001,1999-2000,1998-1999,1997-1998
AUSTRALIA,0.08,0.43,0.47,0.23,0.27,0.1,0.21,0.14,0.22,0.35,0.31,0.1,0.12,0.08,0.05,0.07,0.04,0.01,0.05,0.01,0.07,0.07,0.02,0.12,0.08,
BAHARAIN IS,0.02,0.02,0.04,0.03,0.04,0.06,0.03,0.03,0.04,0.03,0.02,,,0.0,0.0,,0.0,,0.0,,0.02,0.01,,,,
BANGLADESH PR,0.02,0.0,0.0,0.0,0.01,0.0,,0.05,0.01,0.01,0.01,0.0,0.0,,0.03,,,0.01,0.0,0.01,0.25,0.04,,,0.01,
BELGIUM,1.1,1.38,2.17,1.6,0.97,1.09,0.76,0.12,,0.05,0.02,,0.0,0.01,,0.05,0.0,,0.13,0.02,0.11,0.31,0.14,0.44,0.31,
BHUTAN,0.01,0.01,0.0,0.0,,0.07,,,,,,,,,,,,,,,,,,,,0.0
BOTSWANA,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
CYPRUS,0.0,,,,,,,,0.0,,,,,,,,0.01,,,,,,0.01,0.09,0.04,
BRAZIL,0.97,1.49,1.38,2.31,2.15,2.01,0.9,0.29,,,0.04,0.01,0.01,,,,,,,,,,,,,
CAMBODIA,0.0,0.0,0.0,0.03,0.0,0.01,0.03,0.01,0.01,0.0,0.01,,,,0.0,,,,,,,,,,,
CAMEROON,0.01,0.02,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,
CANADA,0.09,0.2,0.09,0.04,0.05,0.06,0.21,0.04,0.02,0.02,0.0,0.05,0.08,0.01,,0.01,0.0,0.02,0.06,0.03,0.03,0.14,0.0,,,
CHILE,0.05,0.07,0.01,,,,,,,,,,,,,,,,,,,,,,,
TAIWAN,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,
CHINA P RP,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,
COLOMBIA,,0.03,,,,,,,,,,,,,,,,,,,,,,,,
BULGARIA,0.03,0.03,0.01,0.01,0.0,0.02,0.01,,,,,,,,,,,,,,,,,,,
MONTENEGRO,0.04,,0.04,,,,,,,,,,,,,,,,,,,,,,,
JAMAICA,,,,0.0,,,0.01,,0.01,0.01,0.0,,,,0.0,,0.03,,0.02,,,,0.0,,,
JORDAN,0.02,0.1,,0.0,0.03,0.0,0.0,,,,0.01,,,,0.0,0.01,,,,,,,,,,
NETHERLAND,3.43,5.15,1.91,1.99,2.04,2.29,1.57,0.71,0.0,0.03,0.01,0.0,0.03,0.01,0.04,0.16,0.15,0.04,0.02,0.07,0.03,0.03,0.0,0.08,0.03,
NEW ZEALAND,0.12,0.2,0.25,0.14,0.09,0.04,0.03,0.03,0.08,0.05,0.0,0.0,,0.02,0.01,0.0,0.01,,0.0,0.01,0.01,0.0,0.02,0.01,,
NIGERIA,0.06,0.04,0.0,0.16,0.09,0.03,0.14,0.0,0.01,0.12,0.0,0.09,0.04,,0.0,,,,0.0,0.0,,,,,,
NORWAY,0.01,0.04,0.01,0.03,0.03,0.01,0.04,0.04,0.05,0.02,,,0.04,0.02,,,0.0,,0.02,,0.25,0.25,0.03,0.32,0.02,
OMAN,0.03,0.03,0.03,0.03,0.05,0.05,0.04,0.04,0.03,0.04,0.01,,0.0,,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,,,,
PANAMA REPUBLIC,0.32,0.28,0.14,0.07,0.22,0.12,0.09,0.04,,,,0.02,,0.01,,0.0,,0.01,0.07,,,,,,,
PAPUA N GNA,0.01,0.0,0.01,0.01,0.01,0.0,0.02,0.0,,,0.02,,0.02,,0.0,0.0,,,,0.0,,,0.0,,,
NEPAL,0.02,0.02,0.02,0.08,0.08,0.01,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.01,0.02,0.0,0.0,0.0,0.02,,0.0,,,,0.0
PERU,0.0,,,,0.01,0.02,,,,,,,,,,,,,,,,,,,,
POLAND,0.09,0.05,0.12,0.02,0.03,0.03,0.06,0.02,,0.01,,,,,,,,,,,,,,,,
PORTUGAL,0.2,0.48,0.2,0.37,0.18,0.19,0.12,0.14,,,,0.01,,,,0.03,,0.0,,,0.01,,,,,
PUERTO RICO,,0.01,0.04,0.03,0.12,0.01,,,,,,,,,0.01,,,,,,,,,,,
QATAR,0.16,0.12,0.08,0.09,0.13,0.09,0.1,0.08,0.06,0.05,0.01,,,,,,,,,,0.0,,,,,
ROMANIA,0.2,0.17,0.04,0.2,0.01,0.05,0.01,,,0.01,0.02,,,,,,,,,,,,,,,
SAUDI ARAB,0.04,0.12,0.14,0.24,0.17,0.19,0.2,0.2,0.16,0.15,0.03,0.0,0.01,,0.01,0.0,0.0,0.01,0.0,0.26,,0.03,,0.0,,
SERBIA,0.03,,,,0.04,0.1,0.04,0.04,,,,,,,,,,,,,,,,,,
PHILIPPINES,0.13,0.03,0.03,0.06,0.21,0.42,0.24,0.1,0.18,0.12,0.02,,0.01,,0.0,0.0,,0.01,,,0.0,,0.01,0.03,,
JAPAN,0.01,,,,0.01,,,0.02,0.0,,0.0,0.0,,0.0,,,,0.0,0.0,0.0,,,,,,
MOROCCO,,0.05,0.03,,,,,,,,,,,,,,,,,,,,,,,
MYANMAR,,0.0,,0.0,0.0,0.0,0.02,0.0,0.0,0.01,,,,,,,,,,,,,,,0.06,
KENYA,0.01,0.03,0.06,0.01,0.04,0.03,0.0,0.0,0.02,0.03,0.05,0.02,,0.0,0.01,,0.01,,,0.01,,,,0.01,0.0,
KYRGHYZSTAN,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
KOREA RP,0.02,,0.0,,,,,,,,,,,,,,,,,,,0.01,,,,
KUWAIT,0.03,0.06,0.06,0.1,0.11,0.11,0.09,0.08,0.07,0.08,,0.0,0.0,0.01,,0.01,0.0,0.01,,0.0,0.0,,0.0,0.0,0.0,
LATVIA,0.01,,,0.01,,,,0.0,0.12,0.04,0.08,0.08,0.05,,,,,,,,,,,,,
LEBANON,0.01,0.01,0.01,,,0.0,0.02,,0.0,0.0,,,,,0.0,,,,,,0.0,,,,,
LITHUANIA,0.03,0.09,0.02,0.02,0.05,,,,,,,,,,,,,,,,,,,,,
MEXICO,0.11,0.2,0.26,0.27,0.14,0.02,0.04,,,,,,,,,0.05,,,,,,,,,,
MACEDONIA,0.03,0.08,0.02,0.0,0.03,,0.01,,0.01,,,,,,,,,,,,,,,,,
MALAWI,,,,,,0.02,0.19,0.0,,,,,,,,,,,,,,,,,,
MALAYSIA,0.0,0.0,0.04,0.01,0.15,0.04,0.0,0.0,0.04,0.03,0.02,0.0,0.0,0.0,0.01,0.02,0.01,,0.03,0.01,0.0,0.0,,,0.0,
MALDIVES,0.06,0.02,0.01,0.04,0.04,0.01,0.04,0.04,0.0,0.01,0.01,0.0,0.01,0.01,0.13,0.05,0.03,0.02,0.25,0.02,0.25,0.41,0.55,,0.01,
MALI,,0.04,,,,,,,,,,,,,,,,,,,,,,,,
MAURITIUS,0.05,0.04,0.01,0.03,0.03,0.03,0.02,0.01,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.0,,0.01,,,,0.0,,,0.02,
GABON,,,,,,,,,,,,,,,,,,,,,,,,,0.02,
India's Total,298285.79,422004.4,291808.48,313361.04,330078.09,303526.16,275852.43,262291.09,310338.48,314405.3,300400.58,305963.92,249815.55,178751.43,185295.36,163132.18,126414.05,103090.53,83535.94,63842.55,52719.43,43826.72,44560.29,36822.49,33218.72,34784.98
Total,18.89,30.74,22.6,23.26,19.08,17.27,13.92,8.03,5.52,5.08,2.19,1.86,2.82,1.19,1.08,1.57,1.03,0.89,2.35,1.38,3.23,5.72,3.72,5.21,2.67,0.09
%Share,0.0063,0.0073,0.0077,0.0074,0.0058,0.0057,0.005,0.0031,0.0018,0.0016,0.0007,0.0006,0.0011,0.0007,0.0006,0.001,0.0008,0.0009,0.0028,0.0022,0.0061,0.013,0.0083,0.0142,0.008,0.0003
