countries,2022-2023(Apr-Nov),2021-2022,2020-2021,2019-2020,2018-2019,2017-2018,2016-2017,2015-2016,2014-2015,2013-2014,2012-2013,2011-2012,2010-2011,2009-2010,2008-2009,2007-2008,2006-2007,2005-2006,2004-2005,2003-2004,2002-2003,2001-2002,2000-2001,1999-2000,1998-1999,1997-1998
TURKMENISTAN,0.32,0.67,1.05,0.21,0.22,0.81,0.21,0.37,0.08,0.07,0.24,0.6,0.24,0.05,0.21,0.07,0.06,0.26,0.19,0.02,,,,,,
UGANDA,0.0,,0.0,0.04,0.03,0.0,0.04,0.0,,0.0,0.0,,0.0,0.0,,0.14,0.02,,,0.0,,,,,,
U ARAB EMTS,9.94,14.6,6.9,7.53,9.13,7.33,6.8,6.21,6.03,6.22,5.53,3.96,2.89,1.91,5.15,1.66,0.88,0.62,0.46,0.4,0.39,1.87,0.39,0.18,1.38,0.67
U K,6.81,5.05,6.63,5.5,5.27,3.37,3.14,2.47,5.07,4.36,3.18,3.16,1.45,1.75,1.88,0.93,1.74,2.24,2.2,1.77,1.42,2.13,1.99,1.79,0.28,0.68
SOMALIA,0.0,,,0.09,0.01,,,,0.0,,,,,,,,,,,,,0.01,0.04,0.01,0.0,0.84
UKRAINE,0.21,9.7,8.02,8.61,10.63,10.4,9.92,9.68,14.49,17.82,21.14,16.32,11.9,9.5,16.78,12.11,14.12,12.54,8.65,5.66,4.59,0.73,0.66,0.27,0.51,0.07
SLOVENIA,0.25,0.09,0.08,0.07,0.13,0.0,,,,0.93,0.47,0.5,1.23,5.17,2.99,3.44,4.79,3.4,1.53,,,0.35,0.32,,0.51,
SLOVAK REP,,0.01,0.08,0.18,0.17,0.09,,,,,0.0,,,,,,,,,,0.01,0.01,,,0.08,
NIGERIA,1.44,5.14,5.8,2.97,2.53,3.0,1.72,2.31,1.49,1.77,1.4,1.24,0.4,0.05,1.0,0.03,0.16,0.0,,0.03,,,,,,
NORWAY,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.02,,,,,,0.15,
OMAN,0.15,0.22,0.27,0.43,0.56,0.33,0.36,0.5,0.42,0.46,0.38,0.27,0.24,0.07,0.06,0.14,0.09,0.0,0.03,0.01,0.0,0.05,0.01,0.06,0.16,0.01
PAKISTAN IR,0.06,,,0.29,0.49,0.59,0.4,0.28,0.27,0.09,0.08,0.05,0.03,0.14,0.13,0.02,0.28,0.15,,,,0.0,0.01,,0.04,
PAPUA N GNA,0.0,0.0,0.03,0.01,0.02,0.03,0.01,,,,,,,,,,,,,0.03,,,,,,
PERU,0.29,0.64,,,,,,,,,,,,,,,,,,,,,,,,
PHILIPPINES,1.6,0.82,1.19,1.91,0.89,1.34,1.54,1.46,0.58,0.02,0.16,0.06,0.09,0.08,0.05,0.1,0.09,0.2,0.34,0.44,0.7,0.48,,0.54,0.42,0.14
POLAND,25.01,24.56,24.41,27.58,23.97,27.89,21.68,11.98,10.14,5.28,8.19,9.84,2.74,2.82,3.48,2.99,1.56,1.08,0.7,0.88,1.89,0.42,2.01,3.94,3.18,3.87
PORTUGAL,1.08,1.7,1.43,0.88,0.34,0.14,0.02,0.04,0.06,0.11,0.09,0.11,0.11,0.13,0.04,,,0.0,,0.06,0.01,0.01,0.0,0.07,0.03,
QATAR,0.94,0.79,1.0,1.21,1.59,1.3,0.96,0.44,0.09,0.01,0.01,0.0,0.02,0.06,0.01,0.0,0.01,0.03,0.0,,,,,,0.04,0.04
REUNION,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,,,,,,,,,,,
ROMANIA,1.8,1.05,1.18,1.08,1.13,1.18,2.19,2.05,1.21,0.01,0.23,1.26,0.36,0.91,0.95,0.79,0.24,0.03,0.03,,0.03,,0.06,,,
RUSSIA,68.13,57.34,37.5,58.26,47.92,61.04,68.3,63.89,56.28,36.5,70.82,86.48,58.0,60.8,36.71,35.02,44.54,54.92,33.23,42.27,40.8,60.12,53.59,42.7,62.82,77.93
RWANDA,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,
SAUDI ARAB,3.04,4.19,3.11,3.52,2.98,3.33,2.93,1.68,1.48,0.83,0.7,0.43,0.97,0.24,0.37,0.12,0.14,0.25,0.15,0.01,,0.0,0.01,0.27,0.04,0.02
SERBIA,0.07,0.2,0.23,0.12,0.36,1.21,0.01,0.0,,,,,,,,,,,,,,,,,,
SENEGAL,2.68,4.56,3.57,3.55,5.37,5.74,7.25,6.33,2.42,1.89,2.74,1.88,2.16,1.5,0.11,0.22,,,,,,,,,,
SEYCHELLES,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.07,0.0,0.01,,0.0,0.0,,,,,,0.0,,0.01,,,,,
SIERRA LEONE,0.0,0.1,0.06,,0.0,0.14,0.25,0.17,0.26,,0.01,,0.0,,,,,,,,,0.01,0.02,,,
SINGAPORE,2.1,4.26,4.5,3.82,4.66,5.13,4.61,4.7,6.38,7.76,6.84,10.0,8.42,4.84,7.01,8.97,6.23,3.92,1.79,1.74,1.58,1.67,2.43,2.6,1.38,1.64
U S A,45.74,66.7,48.5,41.34,55.86,53.7,41.98,35.77,30.92,38.83,33.94,22.37,20.2,17.91,18.63,13.34,15.67,8.87,9.01,8.61,9.58,10.09,2.91,1.87,2.07,6.68
UZBEKISTAN,0.3,0.73,0.9,0.5,0.7,1.05,0.54,0.08,0.28,1.1,1.3,1.14,0.29,,,,,,,,0.04,,,0.01,0.97,0.38
VENEZUELA,0.35,0.67,0.24,0.0,,,,,,,,,,,,,,,,,,,,,,
SURINAME,,,,,,,,,,,0.0,,,,,,,0.02,,,,,,,,0.08
DOMINIC REP,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
ST LUCIA,,,,,,,,,,,,,,,,,,,,,,,,,,
NICARAGUA,,,,,,,,0.07,,,,,,,,,,,,,,,,,,0.0
UNSPECIFIED,,,,,,,,0.01,18.56,6.61,,0.1,0.04,1.08,,0.01,0.05,0.01,0.0,,0.0,,,,,
UNION OF SERBIA &amp; MONTENEGRO,,,,,,,,,0.0,,,,,,,,0.0,,,,,0.04,,,,
BR VIRGN IS,,,,,,,,,,,,0.05,,,,,,,,,,,,,,
MACAO,,,,,,,,,,,,0.0,0.0,,,,,,,0.05,,,,,,
ST KITT N A,,,,,,,,,,,,,,,,,,,,,,,,,,
YEMEN REPUBLC,,,,,,,,,,,,,,,,0.0,,,,,,,,,0.16,0.05
ZIMBABWE,,,,,,,,,,,,,,,,,,,,,,,,0.01,,
AMERI SAMOA,,,,,,,,,,,,,,,,,,0.0,,,,,,,,
ICELAND,,,,,,,,,,,,,,,,,,0.04,,,,,,,,
URUGUAY,,,,,,,,,,,,,,,,,,,0.1,,,,,,,
BOSNIA-HRZGOVIN,,,,,,,,,,,,,,,,,,,,0.0,,0.05,,,,
COOK IS,,,,,,,,,,,,,,,,,,,,0.01,,,,,,
GRENADA,,,,,,,,,,,,,,,,,,,,0.04,,,,,,
MARTINIQUE,,,,,,,,,,,,,,,,,,,,0.01,,,,,,
HONDURAS,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
MONTENEGRO,,,,,,0.18,,,,,,,,,,,,,,,,,,,,
PUERTO RICO,,,,,,0.46,0.14,,,,,,,,,,,,,,,,,,,
MACEDONIA,,,,,,,,,,,,,,,,,,,,,,,,,,
HAITI,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
VIETNAM SOC REP,6.01,8.86,3.29,6.0,8.0,7.55,2.58,2.15,4.96,2.46,3.12,1.97,1.62,1.15,1.38,2.04,0.88,0.38,0.08,0.34,0.07,,,,,
VIRGIN IS US,,,,,,,,,,,,,,,,,,,,,,0.01,,,,
CONGO D. REP.,0.19,0.23,0.19,0.24,0.37,0.18,0.19,0.25,0.15,0.02,0.36,0.1,,,,,,,,,,,,,,
ZAMBIA,0.0,0.03,0.02,0.04,0.02,0.03,0.04,0.04,,,0.0,0.03,0.02,,0.0,,,,,,,,,,,
BURUNDI,,,0.0,,,,,,,,,,,0.0,0.0,,,,,,,,,,,
CAYMAN IS,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
ETHIOPIA,,,0.0,0.01,,0.01,,,,,,,,,,,,,,,,,,,,0.12
FR GUIANA,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
GUYANA,,,0.01,,0.01,,,,,,,,,,,,,,,,,,,,,
LAO PD RP,,,,,,,,,,,,,,,,,,,,,,0.39,,,,
MALTA,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
AFGHANISTAN,,,,0.04,0.01,,,0.0,0.0,,0.0,0.02,,0.0,,,0.0,,,,,0.02,,,,
COMOROS,,,,0.03,,,,,,0.1,,,,,,0.01,,,,,,,,,,
KOREA DP RP,,,,0.0,,0.07,0.07,0.06,0.02,0.23,0.58,0.09,0.08,0.0,,,0.0,,,,0.0,0.05,0.01,0.03,0.0,0.03
KYRGHYZSTAN,,,,0.0,,,,0.0,0.01,0.0,0.0,,0.05,0.07,,,0.1,,,0.0,,,,,,
MICRONESIA,,,,0.03,,,,,,,,,,,,,,,,,,,,,,
SAMOA,,,,0.0,0.0,,,,,,,,,,,,,0.02,,,,,,,,
BELIZE,,,,,0.01,,,,,,,,,,,,,,,,,,,,,
COSTA RICA,,,,,,0.03,,,,,,,,,,,,,,,,0.02,,,,
GUINEA BISSAU,,,,,,0.03,,,0.07,,,,,,,,,,,,,,,,,
PANAMA REPUBLIC,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,
NEW ZEALAND,0.37,0.62,0.46,0.4,0.77,0.13,0.07,0.06,0.1,0.06,0.08,0.06,0.07,0.1,0.01,0.05,0.02,0.05,0.02,0.0,0.04,0.04,0.03,0.0,0.02,0.0
NIGER,0.67,1.45,6.56,4.32,3.59,3.87,3.22,3.43,1.68,2.12,1.91,0.57,0.04,,,0.14,0.0,,,,,,,,,
NETHERLAND,2.99,2.83,4.67,4.41,1.75,1.33,0.98,1.0,1.02,1.13,0.59,0.93,0.79,1.14,1.03,1.28,0.78,0.5,0.65,0.27,0.41,0.76,0.94,0.19,0.41,0.28
C AFRI REP,,0.19,0.03,0.08,,,,,0.07,,,,,,,,,,,,,,,,,
CHAD,0.15,0.07,0.17,0.16,0.05,,,,,,,,,,,,,,,,,,,,,
CHILE,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.01,0.0,0.01,,0.04,0.23,,,,,,,0.01,,0.02,,,0.01
TAIWAN,3.85,4.86,4.96,5.97,3.87,4.92,5.44,5.98,6.88,6.86,7.32,6.57,5.78,6.49,3.24,2.77,2.41,2.14,1.84,1.13,0.9,0.33,0.34,0.32,0.37,0.26
CHINA P RP,1.01,1.88,1.34,1.65,1.48,2.81,1.84,1.64,1.54,0.93,1.43,1.11,0.48,2.11,0.33,1.19,1.27,0.44,0.26,0.1,0.04,0.0,0.11,0.11,0.13,0.2
COLOMBIA,,0.02,0.0,,0.01,0.01,0.01,,,,,,,,,,,,,,,,,,,
CONGO P REP,1.27,0.91,0.43,1.57,0.83,0.87,1.09,1.2,0.74,0.75,0.53,0.79,0.26,0.11,0.0,,,0.0,,,,,,0.03,,
CROATIA,0.08,0.13,0.15,0.08,0.14,0.12,0.04,0.05,0.06,0.12,0.05,,,,0.01,,0.01,,,,,,,,,
CYPRUS,0.19,0.28,0.26,0.0,,0.0,0.05,,,,,,,,,,0.0,,0.43,0.04,,0.02,,,,
CZECH REPUBLIC,0.0,0.0,0.01,0.01,0.01,0.0,,0.01,0.21,0.01,0.02,0.01,0.0,0.0,0.01,,,,0.06,0.0,,,,0.0,0.0,0.0
DENMARK,,0.0,0.0,0.0,0.01,0.0,0.02,0.0,0.0,,0.43,,,0.03,0.05,0.04,0.1,0.07,0.01,0.0,0.11,0.07,0.14,0.03,0.02,0.02
DJIBOUTI,0.0,0.02,0.03,,,,0.0,,,,,,,,,,,,,0.02,,,0.02,,,0.02
ECUADOR,,0.4,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,
EGYPT A RP,0.33,0.43,0.49,0.35,0.36,0.27,0.16,0.31,0.12,0.17,3.06,9.45,3.78,1.87,0.0,,,,0.01,0.0,0.0,0.15,,,0.42,0.69
EL SALVADOR,,0.45,0.2,0.29,0.1,,0.04,0.19,,,,,,,,,,,,,,,,,,
ESTONIA,1.41,0.32,0.17,0.26,0.31,0.48,0.47,1.18,0.35,0.41,0.84,0.5,0.28,0.35,0.31,0.46,0.85,0.16,0.51,0.04,,0.03,,,0.34,
EQUTL GUINEA,0.04,0.19,0.03,,,,,,,,,,,,,,,,,,,,,,,
FINLAND,0.83,0.96,0.8,3.1,4.99,6.16,7.02,10.19,11.8,16.17,14.8,14.25,12.18,13.38,13.25,14.88,12.73,7.17,3.38,7.45,1.37,2.57,2.39,3.67,11.29,4.66
FIJI IS,0.12,0.09,0.05,0.01,,0.02,,0.0,0.0,,,,,0.0,,,,,,,,,,,,
CAPE VERDE IS,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
NETHERLANDANTIL,,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.04,0.0,0.0,,,,,,,,,,,
CANADA,1.26,2.44,1.91,1.73,1.57,0.72,0.27,0.17,0.32,0.33,0.38,0.18,0.13,0.11,0.63,0.09,0.24,0.12,0.12,0.09,0.05,0.05,0.68,1.01,1.23,1.7
CAMBODIA,,0.0,,0.01,0.0,,0.01,,,0.0,,0.0,,,,,,,,,,,,0.04,,
ALGERIA,0.24,0.49,0.45,0.13,0.29,0.2,0.06,0.07,0.13,0.06,0.12,0.05,0.05,0.05,,,0.02,,,,,,,0.17,,
ANGOLA,0.06,0.22,0.01,0.03,,,,0.0,0.07,,0.11,,0.03,,,,,,,,,,,,,
ARGENTINA,0.0,0.0,0.0,,,,0.0,0.01,,0.01,,,0.01,,,,,,,0.0,,,,,,
ARMENIA,0.81,0.76,0.36,0.32,0.13,0.04,,,,0.0,,0.06,,,,,,,,,,,,,,
AUSTRALIA,2.06,3.21,3.27,2.03,1.36,0.81,1.13,3.3,0.83,0.68,0.69,0.56,0.59,0.45,0.25,0.22,0.16,0.11,0.26,0.2,0.12,0.32,0.08,0.13,0.08,0.05
AUSTRIA,,0.16,,,0.0,0.33,0.0,0.0,0.0,0.13,,0.24,0.2,0.04,0.0,0.07,0.0,0.01,,,0.02,0.0,0.01,,0.03,0.6
AZERBAIJAN,,,0.06,0.02,0.07,0.07,,,,,0.04,0.0,,,0.01,0.0,,0.01,,,,,,,,
BAHAMAS,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
BAHARAIN IS,0.45,0.51,0.43,0.62,0.59,0.66,0.68,0.63,0.35,0.21,0.33,0.08,0.05,0.06,0.02,0.0,0.0,0.06,0.0,0.0,0.0,,,,,
BANGLADESH PR,6.51,8.66,6.15,5.21,4.29,4.0,2.35,1.13,0.61,0.65,0.44,0.11,0.0,0.0,0.01,0.04,,0.03,0.13,0.17,,0.02,0.13,0.03,0.03,
BELGIUM,5.67,2.5,2.03,1.83,1.69,2.28,1.13,0.82,1.12,1.83,0.78,0.94,2.03,2.37,1.68,0.15,0.05,0.06,0.0,0.0,0.0,,0.43,0.0,0.1,0.15
BENIN,2.95,8.41,2.07,1.63,2.06,3.77,4.45,3.82,1.74,2.81,1.37,1.24,2.39,0.19,1.11,0.39,0.21,0.07,,,,,,,,
BHUTAN,0.79,0.97,0.85,0.78,0.88,0.52,0.02,0.02,,,,0.09,,,0.03,,,0.32,0.18,0.23,,,,,,
BOTSWANA,0.07,0.06,0.11,0.05,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,,,,,,
BRAZIL,0.44,0.18,0.01,0.01,0.0,0.01,0.01,0.01,0.01,0.03,0.02,0.05,0.02,0.01,0.01,0.04,0.0,0.0,,,0.02,,,,,
BRUNEI,0.0,0.01,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
BULGARIA,0.2,0.46,0.62,1.07,0.45,0.35,0.16,0.09,0.06,0.04,0.0,,0.0,,0.0,,0.11,,,0.02,,,0.19,0.08,,
BURKINA FASO,0.28,0.75,1.63,0.96,0.46,0.65,0.61,1.26,0.63,0.79,1.33,0.23,,,,,,,,,,,,,,
BELARUS,0.07,0.07,0.15,0.62,0.82,1.55,1.21,0.42,0.02,0.53,5.0,3.98,0.15,0.51,0.71,0.08,0.39,0.3,0.04,,,,,,,
CAMEROON,0.91,1.18,1.13,1.5,1.08,1.07,1.07,0.62,0.4,0.27,0.12,0.23,0.08,,0.0,0.0,0.01,,,,,,,,,
FR POLYNESIA,0.11,0.14,0.16,0.09,0.14,0.24,0.16,0.13,0.17,0.11,0.14,0.1,0.03,,,,,,,,,,,,,
FRANCE,1.88,1.84,1.15,2.81,4.11,4.89,3.56,7.17,4.28,6.48,7.86,3.32,3.11,2.46,3.05,2.87,2.02,1.39,0.68,0.9,0.52,0.79,1.17,0.41,2.64,0.52
GAMBIA,0.17,2.44,1.6,1.27,1.17,0.98,0.48,0.59,0.66,0.47,0.21,0.16,0.08,,0.0,,,,,,,,,,,
KOREA RP,2.69,3.23,2.37,2.71,2.41,1.74,1.83,1.57,0.78,1.38,0.96,1.14,1.79,0.81,0.25,1.98,1.8,0.66,0.12,0.11,0.03,0.03,,0.02,0.03,0.52
KUWAIT,1.35,1.53,1.7,1.49,1.6,1.42,1.44,1.24,0.92,0.68,0.26,0.25,0.21,0.34,0.21,0.22,0.13,0.07,0.08,0.25,0.0,0.1,0.0,,0.36,0.36
LATVIA,0.77,1.51,1.73,1.51,1.58,1.86,2.25,2.87,4.84,4.7,5.15,7.36,3.58,3.2,4.03,4.12,4.78,4.45,3.17,1.34,0.91,1.17,7.58,6.73,3.62,1.02
LEBANON,,0.24,0.67,0.07,0.3,0.03,0.04,0.0,,,,,0.0,,,,0.0,0.0,,,,,,,0.05,
LIBERIA,0.0,,0.0,,,,,,0.0,0.01,0.0,0.0,,,,0.0,,,,,,,,,,
LIBYA,0.89,1.57,0.74,0.61,0.06,,0.07,,0.04,,,,0.04,,,,,0.0,,,,,,,,
LITHUANIA,0.26,0.14,0.12,0.43,1.83,1.37,1.47,3.04,1.9,3.43,2.47,2.72,3.26,3.51,1.53,2.05,1.83,0.71,0.6,0.51,0.43,0.02,0.06,0.1,0.03,
MADAGASCAR,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,,0.0,,,0.0,,,,,,,,
MALAWI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,,,,,,,,,,,
MALAYSIA,14.78,17.75,15.96,15.55,18.29,15.79,14.67,14.02,16.03,13.18,19.45,15.32,7.86,8.18,7.56,4.37,2.72,2.93,3.22,1.55,0.93,0.71,1.55,1.37,0.55,0.17
MALDIVES,0.43,0.4,0.26,0.1,0.09,0.01,0.01,0.05,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,,,,,,0.0,,0.02,0.0,
MALI,0.27,1.71,6.34,2.9,1.87,2.74,1.58,2.33,0.51,1.33,4.11,0.86,0.75,0.19,,0.07,0.01,,,,,0.1,0.03,0.15,,
MAURITANIA,0.3,5.85,3.36,2.19,2.31,2.4,2.23,1.7,0.99,2.72,1.19,1.92,0.51,0.29,0.15,0.07,,,,,,,,,,
MAURITIUS,0.11,0.09,0.07,0.1,0.07,0.07,0.05,0.02,0.01,0.01,0.01,0.01,0.02,0.01,0.01,,,,,0.0,,,,,,
MYANMAR,5.01,4.73,5.1,4.31,0.47,1.05,2.61,4.33,3.9,5.99,4.12,2.74,2.42,0.88,1.31,1.04,0.7,,,,,,,,0.06,
MEXICO,0.06,0.03,0.02,0.0,0.01,0.01,0.03,0.03,0.31,0.76,0.58,1.54,0.79,0.12,0.05,0.1,,,,,,0.29,0.17,0.12,0.24,
MOLDOVA,0.1,0.04,0.1,0.09,0.09,0.1,0.1,0.09,,0.07,0.04,0.12,,,,,,,,0.02,0.01,,,,,
MONGOLIA,0.06,,0.04,,,,0.0,0.03,,,,,,,,,,,,,,,,,,
MOROCCO,,0.44,0.04,,,0.06,,,,,,,0.05,,,,,,,,,,,,,
MOZAMBIQUE,0.01,0.0,0.0,,,,,0.0,,0.01,0.01,0.0,0.0,0.02,,,0.01,,0.0,,,,,,,
NEPAL,3.39,5.56,3.92,3.83,3.16,3.44,2.36,1.62,1.96,2.15,2.11,2.21,1.47,1.11,0.89,0.53,0.75,0.68,0.57,0.21,0.1,0.11,,,,
KIRIBATI REP,,0.03,,0.03,,,,,,,,,,,,,,,,,,,,,,
GABON,0.42,0.36,0.25,0.47,0.29,0.37,0.07,0.07,,0.16,0.12,0.28,0.11,,,0.1,,,,,,,,,,
KENYA,0.55,0.44,0.43,0.68,0.85,0.78,0.59,0.23,0.63,0.63,0.39,0.19,0.33,1.36,1.19,1.4,0.86,0.45,0.08,0.0,0.02,,,,0.0,
JORDAN,2.19,1.35,0.65,0.89,0.55,0.38,0.21,0.08,0.18,0.81,0.44,0.8,1.02,0.59,0.02,0.12,,,0.02,0.02,,,0.16,,0.21,
GEORGIA,1.32,1.2,1.1,1.24,1.17,0.72,0.46,0.81,0.94,0.85,0.77,0.8,0.58,0.27,0.34,0.14,0.03,,0.02,,,,,,,
GERMANY,3.71,4.19,1.97,3.6,2.81,2.29,3.54,3.39,4.48,4.15,6.27,9.2,2.6,3.16,5.04,4.22,2.37,2.08,1.77,3.41,1.71,1.39,1.34,1.95,1.18,2.79
GHANA,1.92,4.52,3.65,1.26,3.37,3.88,3.71,2.88,1.66,2.53,2.15,2.01,1.41,1.63,0.87,0.95,0.3,0.03,0.0,,,,0.0,,,0.04
GREECE,0.15,0.29,0.09,0.41,0.22,0.25,0.23,0.12,0.36,0.27,,0.2,,0.06,,,,,,,,0.0,0.47,,,0.13
GUAM,,0.02,,,,,,,,,,,,,,,,,,,,,,,,
GUATEMALA,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,
GUINEA,0.93,1.31,1.87,1.12,0.96,0.91,0.53,0.02,0.0,0.1,0.31,0.18,0.23,,,,,,,,,,,,,
KAZAKHSTAN,0.08,0.11,0.35,0.64,0.55,0.4,0.32,0.37,0.71,0.76,0.77,0.46,0.29,0.0,0.14,0.4,0.43,0.48,0.1,0.1,0.05,0.01,0.06,,1.52,1.32
HUNGARY,0.01,0.01,0.0,0.01,0.47,0.7,0.73,0.78,0.92,0.57,0.36,0.33,0.07,,4.06,2.04,,0.12,0.91,1.07,0.62,0.51,3.1,0.46,0.53,0.3
HONG KONG,0.08,0.09,0.14,0.04,0.07,0.05,0.04,0.08,0.06,0.15,0.12,0.47,0.68,0.62,1.9,2.81,1.43,0.98,0.95,0.41,0.14,0.27,0.54,0.11,0.23,0.14
IRAN,0.17,0.21,1.04,3.85,2.8,1.16,1.77,1.06,1.74,2.17,0.88,0.78,0.64,0.67,1.43,1.13,0.8,0.29,0.06,0.02,,,0.03,0.01,0.52,
IRAQ,2.78,5.44,3.25,2.08,1.07,1.38,0.88,0.26,,0.04,,,,,,,,,,,0.11,,,,,
IRELAND,10.3,11.27,8.76,9.34,9.93,10.77,8.39,6.79,7.25,9.4,8.96,9.5,8.02,4.94,4.15,4.33,6.45,2.97,4.15,3.18,1.49,2.09,3.53,0.56,,0.1
ISRAEL,2.88,2.27,2.33,2.9,2.63,2.47,0.27,0.0,0.0,0.1,0.11,0.08,0.1,0.22,0.3,0.05,0.05,,0.0,0.02,0.05,,0.6,0.24,,0.0
ITALY,6.05,7.4,2.86,3.72,2.87,2.91,3.4,3.45,2.76,2.21,3.33,2.2,2.5,3.32,1.41,3.27,1.77,0.55,0.75,0.76,0.46,0.77,0.13,0.51,0.64,0.8
COTE D' IVOIRE,0.32,2.46,1.3,1.3,2.0,0.55,2.02,1.45,0.77,0.36,0.64,0.59,0.29,0.19,,,,,,,,,,,,
JAMAICA,0.0,,0.0,0.0,0.0,,,0.0,,,0.01,,0.01,0.01,0.01,0.01,0.0,0.01,0.0,,,,,,,
JAPAN,4.48,6.51,6.38,6.93,7.67,7.02,6.94,7.6,9.87,12.8,10.08,7.43,5.57,3.76,4.75,3.09,1.9,3.66,3.56,5.24,1.64,1.95,1.02,1.05,1.37,1.43
INDONESIA,23.59,12.7,13.93,11.07,21.19,25.02,10.4,8.16,20.39,21.11,4.48,3.4,0.45,0.52,1.98,0.11,0.04,0.09,0.07,0.02,0.11,0.0,0.0,0.02,,0.01
LIECHTENSTEIN,,,,,,,,,,,,,,,,,,,,,,,,,,
