countries,2022-2023(Apr-Nov),2021-2022,2020-2021,2019-2020,2018-2019,2017-2018,2016-2017,2015-2016,2014-2015,2013-2014,2012-2013,2011-2012,2010-2011,2009-2010,2008-2009,2007-2008,2006-2007,2005-2006,2004-2005,2003-2004,2002-2003,2001-2002,2000-2001,1999-2000,1998-1999,1997-1998
NEW ZEALAND,0.15,0.5,0.15,0.2,0.13,0.23,0.14,0.21,0.51,0.24,0.18,0.15,0.17,0.06,0.03,0.02,0.02,0.01,0.01,0.02,0.01,0.01,,0.0,,0.18
NICARAGUA,,0.0,,,,0.0,0.01,,,,,0.0,,0.02,0.0,,,,,,,,,,,
NIGER,0.0,0.0,0.07,0.13,0.06,0.19,,0.01,0.04,0.02,0.06,0.01,0.05,,,,0.0,,,,,,,,,
NIGERIA,1.09,2.56,1.87,3.33,1.8,1.34,0.7,0.6,0.71,1.87,0.94,2.07,0.85,0.64,0.88,0.47,0.33,0.36,0.37,0.41,0.21,0.13,0.12,0.15,0.2,0.09
NORWAY,0.49,0.82,0.39,0.52,0.45,0.43,0.35,0.41,0.85,0.95,1.23,1.37,1.15,0.61,0.45,0.18,0.27,0.37,0.07,0.0,0.0,,0.06,0.08,0.05,0.03
OMAN,0.69,1.55,1.87,1.6,2.53,1.71,1.92,0.65,0.93,0.92,0.34,0.22,0.89,0.11,0.47,0.08,0.19,0.37,0.02,0.02,0.03,0.07,0.05,0.02,0.03,0.04
PAKISTAN IR,0.02,0.24,,,0.1,0.28,0.01,0.04,0.16,0.14,0.04,0.04,0.0,,0.05,0.0,0.01,0.01,,,,,,,,
PALAU,0.01,,,,,,,,,,,,,,,,,,,,,,,,,
PANAMA REPUBLIC,0.03,0.26,0.08,0.28,0.03,0.01,0.01,0.0,0.02,0.21,0.0,0.0,0.0,,0.08,0.0,0.0,0.0,,0.0,0.04,,0.0,,,
PAPUA N GNA,0.0,0.0,0.51,0.01,0.0,0.1,0.04,0.54,0.59,0.09,0.04,0.01,0.01,0.03,,,0.0,0.01,0.0,0.0,,,,,,
PARAGUAY,0.01,0.02,0.0,0.01,0.01,0.08,0.04,0.01,0.01,0.01,0.01,0.01,0.07,0.01,0.0,0.01,,,0.0,,,,,,,
PERU,0.3,0.29,0.12,0.15,0.16,0.36,0.1,0.05,0.06,0.13,0.25,,0.07,0.01,0.03,0.01,,,0.03,0.01,,,,,0.0,
SURINAME,0.0,0.0,,0.0,0.01,0.0,0.0,0.0,0.0,0.0,,0.02,0.01,,0.0,0.0,0.0,0.03,,,,,,,,0.02
SWAZILAND,0.0,0.0,0.0,,,0.02,0.05,0.05,0.0,0.0,0.02,,0.0,,0.0,,0.0,,,,,,,,,
SWEDEN,2.81,4.4,1.88,2.36,3.07,2.91,2.72,2.83,3.1,2.89,2.49,2.78,2.59,2.43,1.51,0.2,0.11,0.2,0.11,0.11,0.01,0.14,0.05,0.09,0.06,0.02
SWITZERLAND,0.13,0.67,0.23,0.22,0.28,0.22,0.17,0.22,0.14,0.45,0.6,0.26,0.08,0.12,0.14,0.13,0.1,0.09,0.08,0.04,0.01,0.04,0.03,0.0,0.0,0.0
FR GUIANA,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
GRENADA,,,,,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,,
MACAO,,,0.0,0.01,,0.0,0.0,0.0,,,,,,,0.0,,,,,,,,,,,
SAN MARINO,,,0.04,,,,,,,,,,,,,,,,,,,,,,,
BELARUS,,,,0.0,0.0,,0.0,,0.0,,0.0,,,,0.02,0.0,,,,,,,,,,
CAYMAN IS,,,,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,
CUBA,,,,0.04,,,,,0.05,,,,,,,,,,,,,,,,,
GIBRALTAR,,,,0.0,,,,,0.0,0.0,,,,,,,,0.0,,,,,,,,
LESOTHO,,,,0.0,0.01,,,,0.0,,,,,,,,,,0.0,,,,,,,
MARTINIQUE,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,0.0,,,,
WALLIS F IS,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
UNSPECIFIED,,,,3.9,,,0.02,0.0,0.01,0.16,0.42,0.04,0.06,0.06,0.32,,,0.0,0.0,,,,,,,
ANDORRA,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
KOREA DP RP,,,,,0.02,0.01,0.01,0.0,0.0,0.02,0.0,0.0,0.0,,,0.01,0.0,0.0,,,,,,,,
MONACO,,,,,0.01,,,,,,,,,,,,,,,,,,,,,
KYRGHYZSTAN,,,,,,,0.0,0.0,,,,0.02,0.0,0.0,,,,,,,,,,,,
NORFOLK IS,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
TURKMENISTAN,,,,,,,,0.0,0.02,,,,,0.0,,,,,,,,,,,,
TIMOR LESTE,,,,,,,,,0.0,,0.0,,,,,,,,,,0.04,,,,,
VIRGIN IS US,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
BR VIRGN IS,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
MACEDONIA,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
UNION OF SERBIA &amp; MONTENEGRO,,,,,,,,,,,0.0,0.0,,0.0,0.01,0.0,,,,,,0.0,,,,
BOSNIA-HRZGOVIN,,,0.01,,,,,,,0.02,,,,,,,,,,,,,,,,
TURKS C IS,,,,,,,,,,,,,0.0,,,,,,,,,,,,,
ARUBA,,,0.0,0.0,,,0.0,,,,,,0.0,,,,,,,,,,,,,
ZAMBIA,0.19,0.3,0.34,0.24,0.4,0.58,0.14,0.68,0.22,0.06,0.11,0.66,0.11,0.03,0.03,0.06,0.01,0.01,0.01,,,,0.02,0.01,0.02,0.02
SYRIA,,,,0.0,0.15,0.09,,0.0,0.0,2.04,0.0,0.07,0.15,0.02,0.01,0.0,0.0,0.0,,0.01,0.02,0.0,0.05,,0.0,
TAJIKISTAN,,0.0,0.0,,,,,,0.04,0.07,,0.02,,,0.0,,,0.0,0.0,,,,,,,
TANZANIA REP,0.75,1.12,0.4,1.04,0.72,0.57,0.22,0.24,1.0,0.53,0.42,0.6,0.28,0.29,0.58,0.12,0.13,0.02,0.13,0.01,0.01,0.09,0.01,0.02,0.02,0.08
THAILAND,0.36,0.51,0.56,0.65,0.53,0.54,0.46,0.23,0.26,0.24,0.49,0.62,0.03,0.04,0.06,0.06,0.04,0.04,0.02,0.03,0.05,0.05,0.02,0.01,0.0,0.0
TOGO,0.04,0.17,0.14,0.69,0.02,0.04,0.09,0.03,0.14,0.19,0.02,0.02,0.3,0.15,,,0.0,,0.0,,0.05,,,,,
TONGA,0.01,,,,,,,,,,,0.05,,,,,,,,,,,,,,
TRINIDAD,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.0,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.0,,,0.0,,,,
TUNISIA,0.0,0.04,0.01,0.0,,0.02,0.0,0.0,0.03,0.02,0.01,0.07,0.07,0.03,0.01,0.01,,,0.02,,,,0.01,0.0,0.0,0.0
TURKEY,0.44,0.36,0.14,0.26,0.29,0.24,0.43,0.23,0.59,0.23,0.07,0.17,0.24,0.05,0.07,0.14,0.07,0.02,0.0,0.02,0.0,,0.0,0.0,,
TUVALU,0.01,,,,,,,,,,,,,,,,,,,,,,,,,
UGANDA,0.38,1.03,0.81,0.39,0.61,0.26,0.3,0.12,0.15,0.18,0.15,0.3,0.28,0.13,0.12,0.2,0.06,0.05,0.01,0.02,0.02,0.01,0.04,0.07,0.02,0.02
U ARAB EMTS,6.43,7.43,4.73,4.9,5.76,4.72,3.34,4.24,4.06,2.37,2.62,2.23,3.12,3.07,3.97,2.03,1.3,0.67,0.41,0.42,0.3,0.48,0.46,0.5,0.42,0.36
U K,13.01,21.23,10.38,10.13,11.44,12.17,12.87,12.37,11.84,11.73,10.99,11.8,10.54,7.55,9.05,2.9,2.69,1.08,0.84,1.09,0.67,0.39,0.56,0.55,0.27,0.28
UKRAINE,0.42,0.02,0.06,0.0,0.09,0.05,0.06,0.05,0.18,0.01,0.01,0.02,0.0,,,0.02,,0.05,,,,,,,,
U S A,79.14,92.49,43.21,35.29,26.57,24.78,22.32,26.68,29.41,24.65,19.83,20.81,20.43,9.13,12.27,2.34,2.04,3.96,4.92,3.5,1.84,0.86,0.82,0.45,0.55,0.65
URUGUAY,0.08,0.05,0.07,0.04,0.02,0.03,0.02,0.02,0.03,0.02,0.02,0.15,0.01,0.04,0.04,0.04,0.07,,,,,,,0.03,,
UZBEKISTAN,1.69,1.08,0.02,0.04,,0.0,0.04,,0.0,0.0,,0.0,,,0.01,0.06,0.0,,0.0,,0.11,,0.04,,,
VANUATU REP,0.01,,,,,0.0,,,,0.04,,,,,,0.0,,,,,,,,,,
VENEZUELA,,0.0,0.0,,,,0.0,0.0,0.01,0.0,0.02,0.0,0.02,0.0,0.04,0.0,,,0.02,,0.0,,0.0,,,
VIETNAM SOC REP,0.12,0.19,1.3,0.23,0.33,0.44,0.03,0.33,0.04,0.02,0.56,0.05,0.0,0.02,0.05,0.01,0.07,0.0,,0.01,,,,,0.01,
SAMOA,0.01,0.01,,,,,,,,,,,,,,,,,,,,,,,,
YEMEN REPUBLC,0.08,0.19,0.03,0.18,0.1,0.11,0.03,0.07,0.55,0.49,0.34,0.4,0.11,0.29,0.2,0.24,0.2,0.25,0.0,0.04,0.2,0.12,0.13,0.32,0.02,0.02
CONGO D. REP.,0.42,0.61,0.83,0.57,0.31,0.11,0.04,0.12,0.09,0.03,0.01,,,0.03,,,,,0.04,,,,,,,
ZIMBABWE,0.07,0.06,0.06,0.11,0.18,0.12,0.01,0.18,0.07,0.06,0.07,0.01,0.02,0.0,0.0,0.0,,0.01,0.0,,0.01,0.01,0.01,,,0.01
MYANMAR,0.45,0.11,0.8,0.07,0.08,0.25,0.07,0.21,0.31,0.4,0.15,0.05,,0.0,0.02,0.03,0.0,0.0,0.02,0.01,0.1,0.24,0.09,0.01,,
MEXICO,0.91,1.34,0.6,0.78,0.46,0.63,0.36,0.18,0.23,0.28,0.18,0.08,0.21,0.04,0.59,0.0,0.02,0.0,,0.0,,0.0,,0.0,,
MICRONESIA,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
CANADA,1.69,3.55,1.53,1.42,1.98,1.53,1.23,1.08,0.95,0.47,0.32,0.32,0.48,0.29,0.42,0.09,0.09,0.09,0.06,0.16,0.01,0.02,0.03,0.02,0.0,0.01
CAPE VERDE IS,,0.0,0.0,,,,0.0,0.0,0.01,,,,,,,,,,,,,,,,,
C AFRI REP,0.0,0.0,,,,,,0.0,,,0.02,0.0,0.04,,,,,,,,,,,,,
CHAD,,,0.0,0.01,0.0,0.0,0.0,0.04,0.0,0.28,0.0,,0.1,,0.09,0.01,,,,,,,,,,
CHILE,0.27,0.39,0.41,0.39,0.05,0.12,0.08,0.16,0.48,0.27,0.44,0.09,0.06,0.03,0.04,0.09,,0.0,0.01,0.01,0.01,0.01,,0.01,0.01,
TAIWAN,0.03,0.01,0.02,0.04,0.03,0.06,0.11,0.13,0.09,0.09,0.03,0.02,0.04,0.02,0.15,0.03,0.01,0.02,0.0,0.04,0.01,0.01,0.03,0.03,0.07,0.05
CHINA P RP,0.44,1.27,1.56,2.15,2.26,3.08,2.39,4.1,2.29,2.34,2.66,2.23,1.37,1.38,0.54,0.03,0.02,0.04,0.05,0.0,0.04,0.02,0.01,0.03,0.0,
COLOMBIA,0.08,0.06,0.04,0.04,0.07,0.01,0.03,0.11,0.2,0.44,0.04,0.03,0.1,0.01,0.0,0.02,0.0,,0.0,0.0,0.0,,,,,
COMOROS,0.0,0.01,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,,,,0.0,,0.0,0.01,0.0,,,
CONGO P REP,0.09,0.13,0.07,0.05,0.01,0.09,0.22,0.02,0.05,0.02,0.07,0.11,0.11,0.03,0.0,0.0,0.1,0.01,0.01,0.06,0.01,0.01,0.01,,,
COOK IS,0.01,,,,,,,,,,,,,,,,,,,,,,,,,
COSTA RICA,0.01,0.0,0.0,0.01,0.0,0.03,0.0,0.05,0.14,0.03,0.0,0.0,0.01,,0.01,0.0,,,,,,0.0,,,,
CROATIA,,0.03,0.01,0.02,0.0,0.01,0.02,0.04,0.01,0.02,0.01,0.02,0.0,0.03,0.02,0.0,,,,,,,,,0.01,
CYPRUS,0.0,0.06,0.01,0.0,0.02,0.02,0.01,0.01,0.01,0.01,0.0,0.02,0.0,0.01,0.01,0.0,,,0.02,0.0,,0.0,0.0,0.01,,0.0
CZECH REPUBLIC,0.0,0.01,0.08,0.05,0.06,0.09,0.03,0.01,0.01,0.05,0.03,0.04,0.0,0.0,0.02,0.01,0.0,,,0.0,,,,,,
DENMARK,0.88,4.26,2.18,2.19,1.85,1.97,1.87,2.71,2.27,2.08,1.57,2.29,1.88,1.09,0.98,0.35,0.04,0.04,0.03,0.09,0.01,0.02,0.04,0.04,0.08,0.0
DJIBOUTI,0.07,0.25,0.05,0.04,0.03,0.37,0.08,0.01,,0.0,0.01,0.07,0.03,0.02,0.01,,0.84,,0.06,0.09,0.0,,,,,
DOMINIC REP,0.25,0.21,0.16,0.05,0.12,0.05,0.02,0.11,0.02,0.06,0.05,0.12,0.04,0.16,0.02,,0.01,,,,0.0,,,,,
DOMINICA,0.0,,0.01,0.0,,0.0,,,,,,,,,,,,,,,,,,,,
ECUADOR,0.08,0.05,0.01,0.03,0.07,0.04,0.0,0.01,0.06,0.0,0.01,0.0,0.04,,0.02,,,,,,,,,,,
EGYPT A RP,0.15,0.36,0.38,0.6,1.15,0.42,0.27,0.72,0.21,0.25,0.35,0.64,0.24,0.28,0.19,0.04,0.01,0.01,0.0,,0.03,0.01,0.05,0.0,0.04,0.13
EL SALVADOR,0.01,0.0,0.0,0.01,0.0,,,0.0,0.03,0.11,,,,,,,,0.0,,,,,,,,
ESTONIA,0.04,0.01,0.02,0.05,0.01,0.04,0.65,0.07,0.03,0.04,0.0,0.0,0.0,0.01,,,0.02,0.0,,,,,,,,
CAMEROON,0.03,0.09,0.07,0.01,0.04,0.05,0.04,0.06,0.11,0.38,0.01,0.0,0.02,0.0,0.0,0.08,0.01,0.0,,,0.0,,,,,
MAURITIUS,0.29,0.33,0.23,0.85,0.22,0.14,0.08,0.05,0.11,0.1,0.11,0.06,0.07,0.04,0.13,0.12,0.03,0.02,0.07,0.81,0.01,0.01,0.03,0.01,0.18,0.03
CAMBODIA,0.01,0.01,0.04,0.01,0.02,0.0,0.0,0.0,0.05,,0.0,,,,,,,,,,,,,,,
BURKINA FASO,0.01,0.01,0.11,0.06,0.05,,0.02,0.01,0.09,0.31,0.21,0.14,0.01,,,0.01,,,,,,,,0.0,,
ALBANIA,0.01,,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,
ALGERIA,0.06,0.34,1.83,0.38,0.68,0.03,0.18,0.36,0.04,0.13,0.05,0.11,0.02,0.02,0.0,0.03,,,0.04,0.02,0.02,,,,,
ANGOLA,0.14,0.19,0.14,0.25,0.05,0.06,0.03,0.31,0.12,0.16,0.04,0.23,0.03,0.02,0.0,0.0,,0.01,,,,,,0.0,,
ANTIGUA,0.0,,,,,,,,,,,,,,,,,,0.02,,,,,,,
ARGENTINA,0.12,0.06,0.18,0.58,0.21,0.18,0.11,0.04,0.04,0.03,0.01,0.05,0.02,0.01,0.0,0.01,0.0,0.01,,,,0.0,,,,
ARMENIA,0.0,0.0,,,0.0,0.01,0.0,0.0,,,,,,,,,,,,,,,,,,
AUSTRALIA,1.98,2.7,1.39,1.98,2.02,1.57,1.07,1.41,2.01,2.21,2.16,2.53,1.84,0.71,0.95,0.31,0.21,0.12,0.34,0.12,0.06,0.08,0.09,0.03,0.07,0.09
AUSTRIA,0.91,1.76,2.5,2.56,1.95,3.28,3.42,1.34,1.37,1.44,1.62,0.46,0.38,0.17,0.36,0.01,0.05,0.13,0.07,0.02,0.01,,0.01,0.01,0.01,0.0
AZERBAIJAN,,0.03,0.01,0.02,,0.01,,0.0,0.0,,,,,0.01,0.12,0.0,,,0.0,,,,,,,
BAHAMAS,0.0,0.0,,,0.0,,,,,,,,0.0,0.01,,,,,0.0,,,,,,,
BAHARAIN IS,0.21,0.45,0.22,0.2,0.83,0.12,0.41,0.25,0.02,0.21,0.17,0.03,0.07,0.07,0.02,0.07,0.07,0.04,0.01,0.02,0.04,0.02,0.01,0.04,0.01,0.01
BANGLADESH PR,1.2,1.08,1.68,3.25,2.86,1.04,1.28,1.2,1.53,0.9,0.78,0.92,0.24,0.2,0.23,0.06,0.27,0.03,0.15,0.24,0.09,0.12,0.16,0.06,0.04,0.09
BARBADOS,0.0,,,,,,,,0.01,,,,0.0,,,,,,0.01,,,,,,,
BELIZE,0.0,0.01,0.0,0.0,,0.0,,,,,,,0.01,,,,,,,,,,,,,
BELGIUM,1.14,2.63,1.65,2.22,2.43,3.14,3.09,3.16,2.47,1.6,2.08,2.76,4.76,2.54,2.14,0.74,0.47,0.92,0.82,0.05,0.06,0.01,0.03,0.05,0.25,0.04
MAYOTTE,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
BENIN,0.09,0.41,0.03,0.12,0.06,0.01,0.04,0.06,0.0,0.04,0.02,,0.03,,0.1,,0.04,,,,0.0,0.02,0.0,,,
BHUTAN,2.04,2.67,1.82,1.65,1.84,1.11,0.01,0.14,0.11,0.02,0.0,0.2,0.0,,,,0.04,0.03,,0.05,1.03,,,,,
BOLIVIA,0.02,0.03,0.02,0.01,,,,0.0,0.15,,,0.01,0.03,0.0,0.0,,,,,,,,0.0,,,
BOTSWANA,0.03,0.03,0.02,0.06,0.0,0.02,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.08,,,,0.09,0.0,,0.01,,0.02
BRAZIL,0.92,0.7,0.05,0.09,0.08,0.08,0.15,0.28,0.45,0.36,0.58,0.33,0.4,0.18,0.11,0.04,0.06,0.13,0.01,,0.0,,,0.0,0.0,0.03
BRUNEI,0.04,0.05,0.01,0.01,0.23,0.01,0.0,0.0,0.0,0.06,0.04,0.0,,0.0,,,,,,,,,,0.0,,
BULGARIA,0.06,0.05,0.12,0.18,0.01,0.06,0.0,0.03,0.03,0.02,0.0,,,,0.01,,0.0,0.0,,0.07,,,,,,
BURUNDI,0.0,0.01,0.02,0.02,0.01,0.0,0.0,,0.0,0.05,0.03,0.0,0.0,,0.01,0.0,,,0.01,0.04,0.01,0.01,,,,
ERITREA,,0.04,0.03,,,,,,,0.0,,,,,0.0,,,,,0.0,,,,,,
ETHIOPIA,0.14,0.15,0.25,0.34,0.33,0.37,0.36,0.67,1.04,0.7,0.83,0.04,0.07,0.23,0.03,0.02,0.06,0.57,0.06,0.09,0.05,0.29,0.14,0.0,,0.0
FINLAND,0.17,0.33,0.19,0.23,0.23,0.56,0.24,0.26,0.31,0.67,0.7,0.39,0.36,0.29,0.45,0.04,0.01,0.0,0.01,0.01,0.0,0.0,0.01,0.03,,
JAMAICA,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.06,0.02,0.03,0.02,,0.14,0.0,,,0.0,,,,,,,,
JAPAN,0.09,0.24,0.15,0.32,0.12,0.05,0.3,0.19,0.34,0.52,0.33,0.6,0.55,0.21,0.33,0.01,0.09,0.03,0.04,0.06,0.05,0.02,0.02,0.0,0.02,0.02
JORDAN,0.03,0.11,0.09,0.21,0.02,0.05,0.0,0.01,0.02,0.11,1.02,0.09,0.01,0.09,0.01,,0.01,0.01,0.0,0.0,0.02,0.0,0.02,0.0,0.04,0.0
KAZAKHSTAN,0.0,0.0,,0.03,0.0,0.01,0.0,0.0,0.0,0.04,0.0,0.0,,0.0,,,,,,,,,,0.01,,
KENYA,0.52,3.95,3.58,1.12,0.64,0.95,1.05,0.98,1.7,1.57,0.73,0.9,0.52,0.29,0.11,0.3,0.23,0.25,0.21,0.14,0.24,0.13,0.2,0.27,0.11,0.05
KIRIBATI REP,0.01,,,,,,,,,,,,,,,,,,,,,,,,,
KOREA RP,0.06,0.15,0.12,0.37,0.27,0.29,0.15,0.15,0.33,0.12,0.15,0.09,0.08,0.07,0.06,0.05,0.01,0.0,0.0,0.02,0.02,0.01,0.03,0.02,0.0,0.01
KUWAIT,0.26,0.61,0.29,0.6,0.93,0.91,0.39,0.83,0.97,0.21,0.22,0.13,0.56,0.16,0.74,0.39,0.57,0.36,0.17,0.17,0.11,0.08,0.01,0.05,0.0,0.02
LAO PD RP,0.0,0.03,,0.06,0.0,,0.03,0.0,0.06,,,0.0,,,,,,,,,,,,,,
LATVIA,0.0,0.33,0.13,0.22,0.03,0.03,0.01,0.0,0.04,0.0,0.0,0.01,0.03,0.02,0.0,,0.0,,,,,,,,,
LEBANON,0.16,0.7,0.15,0.05,0.08,0.1,0.1,0.07,0.13,0.45,0.03,0.11,0.06,0.03,0.02,0.02,0.01,0.01,0.0,0.0,0.0,0.0,0.05,,,0.1
COTE D' IVOIRE,1.32,1.3,1.29,0.18,0.03,0.04,0.13,0.17,0.07,0.02,0.01,,0.0,0.0,,0.01,0.0,0.0,,,,,0.0,0.0,,0.01
