countries,2022-2023(Apr-Nov),2021-2022,2020-2021,2019-2020,2018-2019,2017-2018,2016-2017,2015-2016,2014-2015,2013-2014,2012-2013,2011-2012,2010-2011,2009-2010,2008-2009,2007-2008,2006-2007,2005-2006,2004-2005,2003-2004,2002-2003,2001-2002,2000-2001,1999-2000,1998-1999,1997-1998
KIRIBATI REP,,,,,,0.0,,,,,,,0.0,,,,0.08,,,,,,,,,
LIBYA,,,,,,0.15,0.06,,0.24,2.64,4.46,0.67,0.33,2.14,0.47,0.27,0.56,0.09,,0.05,0.13,,,,,
MAURITANIA,,,,,,0.06,,,,,,,,,,,,,0.03,,,,,0.04,,
PUERTO RICO,,,,,,0.27,0.7,0.23,0.04,0.23,,0.29,0.93,1.63,0.06,0.1,1.5,1.53,0.9,,0.02,,0.36,0.27,,
BELARUS,,,,,,,0.06,,,,,,,0.11,,,,,,,,,,0.0,,
CYPRUS,,,,,,,0.01,0.05,0.02,0.05,0.06,0.09,0.06,0.03,0.02,0.04,0.07,0.07,0.02,0.08,0.07,0.07,0.16,0.08,0.07,0.01
POLAND,,,,,,,0.0,,,,0.1,0.07,0.02,0.1,,0.12,,0.01,0.0,0.01,0.11,,0.13,,,0.15
CHILE,,,,,,,,0.17,,0.24,0.06,0.07,,0.04,,1.38,73.8,,,,0.07,,0.15,1.05,0.3,2.03
PAPUA N GNA,,,,,,,,0.21,0.02,,,0.13,,,,,,,,,,,,,,
YEMEN REPUBLC,,,,,,,,0.09,0.15,0.11,,0.3,0.1,0.18,,0.0,,,,,,0.02,0.02,0.03,0.02,0.01
DOMINICA,,,,,,,,,0.03,,,,,,,,0.05,0.15,0.06,,,,,,0.07,
MALTA,,,,,,,,,0.2,0.01,0.45,0.85,0.14,0.0,,,,,,,,,,0.0,,
VENEZUELA,,,,,,,,,0.07,,0.05,0.05,,,0.05,,,,,,0.32,1.56,1.68,0.32,0.28,0.05
AMERI SAMOA,,,,,,,,,,0.04,0.01,,,,,,,,,,,,,,,
BAHAMAS,,,,,,,,,,,,,,,,0.0,0.05,,,0.13,,,0.04,0.01,,
CUBA,,,,,,,,,,,,,,,,0.06,,0.14,0.06,,,,,,,
FINLAND,,,,,,,,,,,,,,,,0.08,,,,,0.08,,,,,0.0
ARMENIA,,,,,,,,,,,,,,,,,,,,,0.03,,,,,
COCOS IS,,,,,,,,,,,,,,,,,,,,,0.01,,0.06,,,
FR GUIANA,,,,,,,,,,,,,,,,,,,,,0.05,0.19,,,,
NICARAGUA,,,,,,,,,,,,,,,,,,,,,0.08,,,,,
CHANNEL IS,,,,,,,,,,,,,,,,,,,,,,0.05,,,,
HAITI,,,,,,,,,,,,,,,,,,,,,,0.02,,,,
NEW CALEDONIA,,,,,,,,,,,,,,,,,,,,,,0.04,,,,
CANARY IS,,,,,,,,,,,,,,,,,,,,,,,0.09,0.1,,
GEORGIA,,,,,,,,,,,,,,,,,,,,,,,0.04,,,
LAO PD RP,,,,,,,,,,,,,,,,,,,,,,,0.02,,,
PANAMA C Z,,,,,,,,,,,,,,,,,,,,,,,0.05,0.04,0.02,
ZAMBIA,,,,,,,,,,,,,,,,,,,,,,,0.07,,,
GUATEMALA,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
LESOTHO,,,,,,,,,,,,,,,,,,,,,,,,0.16,,
SOLOMON IS,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
GAMBIA,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
LUXEMBOURG,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
PITCAIRN IS.,,,,,,,,,,,,,,,,,,,,,,,,,0.02,
SAO TOME,,,,,,,,,,,,,,,,,,,,,,,,,0.03,
SWAZILAND,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,
CHRISTMAS IS.,,,,,,,,,,,,,,,,,,,,0.04,,,,0.02,,0.24
ANTIGUA,,,,,,,,,,,,,,,,,,,,,,,,,,
CAMBODIA,,,,,,,,,,,,,,,,,,,0.08,,,0.02,,0.0,,0.0
MALI,,,,,,,,,,,,,,,,0.06,5.14,,,,,,,0.01,0.02,0.01
ST PIERRE,,,,,,,,,,,,,,,,0.14,2.37,,,,,,,,,
TAJIKISTAN,,,,,,,,,,,,,,,,0.08,,,,,,0.26,,,,0.0
GUAM,,,,,,,,,,,,,,,,,0.07,,,,,,,,,
HONDURAS,,,,,,,,,,,,,,,,,0.29,,,,0.31,,,,,
HUNGARY,,,,,,,,,,,,,,,,,0.06,,,0.01,,,,,,
KYRGHYZSTAN,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,0.01,
MACAO,,,,,,,,,,,,,,,,,0.09,,,,,0.0,,,,
NIGER,,,,,,,,,,,,,,,,,0.08,,0.22,0.01,,0.0,,,,
BRUNEI,,,,,0.08,0.17,0.1,0.1,0.37,0.62,0.3,0.15,0.06,0.08,0.03,,,0.05,0.03,,,,,,,0.03
ST HELENA,,,,,,,,,,,,,,,,,0.2,,,,0.0,,,,,
TONGA,,,,,,,,,,,,,,,,,0.03,,,0.03,,,,,,
TRINIDAD,,,,,,,,,,,,,,,,,0.08,,,0.11,,,,0.0,,0.0
VIRGIN IS US,,,,,,,,,,,,,,,,,0.04,,,,0.06,0.04,,,,
BARBADOS,,,,,,,,,,,,,,,,,,0.04,,,,,,,0.07,
BOSNIA-HRZGOVIN,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.01,,,,0.0
GREENLAND,,,,,,,,,,,,,,,,,,0.29,,,,,,,,
NETHERLANDANTIL,,,,,,,,,,,,,,,,,,0.13,,,0.06,0.32,0.03,,,
TURKS C IS,,,,,,,,,,,,,,,,,,0.11,,,0.04,0.1,0.07,,,
ARUBA,,,,,,,,,,,,,,,,,,,0.0,,,,,,,
SURINAME,,,,,,,,,,,,,,,,,0.36,,,,,,,,,
UKRAINE,,,,0.0,0.0,,,,,,,,0.05,0.11,0.04,0.09,0.0,0.03,,0.19,0.15,0.03,,0.0,0.01,
MOROCCO,,,,0.03,0.7,3.27,0.53,0.07,0.07,0.07,0.1,,,,,,0.1,0.07,,,0.01,0.03,,,,0.0
FIJI IS,,,,0.42,1.49,0.8,,0.0,,,,,,0.02,,0.01,0.01,0.0,0.0,,0.0,,,,,
HONG KONG,0.23,1.56,9.98,6.96,6.68,8.3,5.01,23.83,55.7,55.72,70.03,63.61,105.1,124.91,46.25,40.46,26.62,22.28,18.43,12.5,9.26,7.2,9.24,5.5,4.2,11.9
INDONESIA,3.2,0.88,0.45,0.33,0.21,1.04,3.0,1.41,4.61,4.53,11.36,5.28,4.75,1.61,0.78,1.17,0.19,0.21,0.38,0.64,0.0,0.55,0.0,0.07,0.06,0.19
IRAN,1.37,3.56,7.06,5.11,3.01,1.41,14.36,20.05,29.46,29.38,14.0,6.84,8.57,9.17,2.98,1.38,0.56,0.28,0.04,0.07,,,,,,0.01
IRAQ,1.29,0.19,0.35,0.43,0.31,0.7,0.45,0.15,,,,0.09,,,,0.04,0.05,0.01,,,,,,,,
IRELAND,0.12,0.14,0.03,0.01,0.01,,,0.35,1.13,1.72,1.28,0.3,0.29,0.61,0.78,0.28,0.0,0.04,,0.1,,,,0.04,,0.0
ISRAEL,0.06,0.26,0.03,0.17,0.27,0.53,0.43,0.6,0.28,0.39,0.28,0.45,0.74,0.54,0.19,0.24,0.17,0.54,0.05,0.05,0.0,0.12,0.12,0.01,0.0,0.06
ITALY,2.31,1.45,1.56,2.58,1.59,2.54,1.33,1.7,2.49,1.28,2.2,1.34,4.3,5.28,2.61,5.92,2.83,1.88,1.51,4.06,7.17,6.07,7.27,4.63,3.51,2.25
COTE D' IVOIRE,0.04,0.2,0.35,0.13,0.38,0.28,,0.11,0.38,0.08,1.1,0.18,0.55,0.15,0.12,0.05,0.08,,,0.04,,,,0.02,,
JAPAN,,,,0.04,0.51,0.18,0.1,0.52,1.37,3.46,1.57,7.59,17.83,11.29,9.42,24.11,17.74,18.11,13.88,11.3,32.92,22.03,25.59,12.94,10.22,21.78
JORDAN,0.16,0.07,0.13,0.11,0.11,0.04,0.39,0.13,0.14,0.12,0.14,0.15,0.31,0.05,0.12,0.06,0.39,0.3,0.24,0.2,0.2,0.16,0.13,0.04,0.04,0.02
KENYA,0.0,0.44,0.26,,0.24,0.05,0.06,0.1,0.93,0.51,0.5,0.21,0.31,0.36,0.03,0.08,0.11,0.03,,0.0,,0.02,0.08,,0.04,0.15
KOREA RP,1.89,2.34,2.52,1.97,3.03,3.42,3.25,2.98,2.19,3.98,8.18,8.34,9.65,7.53,4.84,9.93,12.21,6.41,9.95,5.31,6.35,5.48,2.02,0.86,0.37,1.48
KUWAIT,6.08,6.79,9.18,4.79,4.95,6.84,5.16,4.58,6.07,8.4,5.94,6.57,8.83,6.99,1.9,4.79,2.24,2.38,0.89,1.55,1.04,2.23,2.0,1.01,0.41,0.15
LEBANON,0.01,0.06,0.15,0.05,0.07,0.09,0.03,0.01,0.0,0.16,0.3,0.08,0.08,0.1,0.05,0.12,0.25,0.26,0.36,0.33,0.5,0.38,0.33,0.15,0.05,0.03
LIBERIA,0.03,0.05,0.63,,0.06,,,,,,0.06,,,,0.02,0.05,0.7,,,,0.02,,,0.03,,
MALAYSIA,23.85,8.98,5.1,5.41,13.57,18.13,14.65,9.7,11.59,14.36,13.85,19.61,13.73,15.61,5.53,6.0,6.53,11.9,8.31,4.06,6.98,9.14,8.78,9.19,2.94,7.03
MALDIVES,0.02,0.02,,0.01,0.02,0.01,0.01,0.02,0.0,0.41,0.01,0.0,0.0,0.01,0.01,0.03,0.0,0.0,0.0,0.01,0.01,0.01,,0.02,0.03,0.05
MARTINIQUE,,0.02,0.01,0.05,0.02,0.14,0.11,,0.03,0.1,0.04,0.03,,0.2,,,,0.01,,,0.0,,,,,
MAURITIUS,0.73,0.43,0.47,0.65,0.48,0.89,1.09,0.73,0.55,0.33,0.55,0.48,0.3,0.93,0.91,0.83,0.96,1.06,0.55,0.6,0.52,0.8,0.92,1.17,0.24,0.34
GUADELOUPE,0.09,,,,,0.03,,,,,,0.03,,,,,,,,,,,,,,
GRENADA,0.04,,,,,,,,,,,,,,,,,,,,,,,,,
GREECE,0.19,0.39,0.28,0.42,0.38,0.34,0.16,0.29,0.26,0.2,0.3,0.15,0.33,1.43,0.6,1.52,1.57,1.16,0.93,3.08,7.37,6.18,6.11,2.62,3.0,0.8
GERMANY,0.04,0.38,0.01,0.15,0.1,0.52,0.9,1.47,0.79,0.72,0.55,0.85,0.86,0.96,1.03,1.47,0.6,1.09,0.63,0.48,0.67,0.76,0.35,0.71,0.31,0.63
ANGOLA,0.18,0.17,0.06,0.37,0.77,0.17,,0.02,1.6,1.79,0.87,1.11,1.22,1.35,0.4,0.02,0.03,,,,,,,0.1,,0.01
AUSTRALIA,0.19,0.43,0.83,0.26,0.27,0.5,0.31,0.49,0.71,3.08,6.87,1.14,1.1,0.93,0.54,0.51,0.68,0.54,0.27,0.37,0.95,1.3,1.17,0.6,0.46,0.96
AUSTRIA,0.03,0.05,0.05,0.0,0.04,0.05,0.03,0.05,0.06,0.11,0.06,0.14,0.02,0.06,0.05,0.2,0.01,0.3,0.04,0.01,0.03,0.07,0.04,0.0,0.03,
BAHARAIN IS,0.19,0.11,0.26,0.04,0.26,0.26,0.38,0.27,0.45,0.27,0.1,0.33,0.71,0.67,0.3,0.71,0.19,0.25,0.22,0.52,0.46,0.57,0.51,0.28,0.58,0.45
BANGLADESH PR,0.89,1.45,1.72,3.95,1.03,2.36,2.01,2.11,1.19,0.34,0.28,0.46,0.29,0.32,0.05,,0.2,0.08,0.0,0.11,0.75,2.12,3.15,2.34,0.36,0.39
BELGIUM,0.36,0.25,0.09,0.11,0.48,0.45,0.9,1.0,1.0,0.34,1.17,0.72,1.38,1.14,2.09,4.61,4.08,4.15,3.11,1.64,4.17,2.2,2.48,2.13,1.08,0.92
MAYOTTE,,0.07,0.22,0.1,,,,,,,,,,,,,,,,,,,,,,
BENIN,0.06,0.03,0.1,,0.51,0.28,0.05,0.43,1.28,0.99,0.25,0.1,0.08,,0.01,,,,,,,,,,,
BHUTAN,,0.01,0.04,0.03,0.16,,,,,,,,,0.13,,,,0.04,0.15,0.02,,,,0.01,,
MOZAMBIQUE,0.54,0.73,1.03,0.19,0.61,0.17,0.12,,0.16,0.09,0.04,0.29,0.09,,0.25,0.03,,,,,,,,,,
BULGARIA,,0.1,,,,,,,0.03,0.46,0.18,,0.04,0.12,,,,,,,0.01,,,,,0.07
CANADA,0.54,0.59,1.19,0.13,0.04,0.23,0.37,0.57,0.68,0.72,0.96,0.43,1.32,1.49,0.28,1.76,1.4,1.87,1.25,1.82,2.12,2.6,2.33,1.2,0.61,1.14
TAIWAN,12.29,8.9,7.6,2.22,5.66,6.48,4.63,1.66,5.52,3.79,6.21,6.05,16.5,21.73,1.33,3.03,2.59,3.82,3.23,5.03,34.58,24.98,27.84,6.51,4.09,4.98
CHINA P RP,180.48,178.83,182.07,315.89,260.83,44.6,49.51,52.31,58.41,113.79,117.84,133.07,216.9,160.16,50.69,97.69,61.7,99.85,65.45,33.29,79.86,53.6,76.39,51.35,27.4,74.5
CONGO P REP,0.05,1.07,0.19,0.1,1.33,0.55,0.14,0.42,1.01,0.65,0.2,0.16,0.04,0.13,,,0.03,0.1,0.12,0.02,,,,,,
DENMARK,0.05,,,,,,,,,,,,,,,0.03,,,0.02,,0.05,0.06,0.16,0.04,0.01,0.12
DJIBOUTI,0.0,0.0,0.0,0.02,0.01,,,0.0,,,,,,,,,,,0.0,,,,,,,
DOMINIC REP,1.0,3.66,0.57,0.23,1.82,1.18,0.8,0.41,0.34,0.17,0.03,0.2,0.25,0.39,0.21,0.27,0.76,0.53,0.47,0.1,0.21,0.2,0.09,0.16,0.02,
FRANCE,0.93,1.21,2.02,0.94,1.26,2.12,2.19,3.02,2.95,3.98,3.55,4.22,4.0,3.11,2.1,3.14,3.54,2.65,1.94,3.29,4.47,4.18,5.23,3.53,1.83,0.8
GABON,0.03,0.01,0.04,0.13,0.02,0.04,0.07,0.12,0.24,0.16,,0.31,,,0.06,,,,,,,,,,,
CAMEROON,5.09,4.48,5.65,0.53,7.39,0.17,,0.31,4.82,11.58,10.81,2.58,0.75,0.18,0.25,0.04,0.18,0.02,,,,,,,,
AZERBAIJAN,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
NAMIBIA,0.75,0.22,0.09,0.05,,0.02,0.02,,,0.02,1.03,0.47,0.56,0.02,,,0.02,,,,,,,,,
NETHERLAND,1.08,1.93,1.7,1.24,1.03,0.62,0.5,0.41,0.41,0.51,0.36,0.9,0.76,1.37,0.2,2.15,0.76,0.69,0.78,1.02,1.22,3.28,1.93,1.39,1.23,0.57
U ARAB EMTS,3.03,4.46,3.43,2.91,2.44,4.94,8.82,6.17,6.78,7.47,5.48,6.9,8.91,6.75,3.89,7.85,8.84,8.79,6.43,3.97,11.66,22.31,42.11,40.65,50.72,96.46
U K,3.46,5.53,7.65,4.57,4.56,6.09,5.07,6.39,8.95,6.7,3.45,5.85,4.66,6.78,3.55,5.18,5.43,4.13,2.82,3.35,7.3,5.71,4.12,3.65,2.77,2.22
U S A,5.92,8.68,12.2,6.67,10.22,7.75,10.48,8.65,7.78,8.12,11.87,12.87,14.16,14.25,6.77,11.49,16.65,13.69,9.42,7.54,15.15,16.32,20.18,10.46,10.77,12.19
VIETNAM SOC REP,11.87,10.78,7.33,25.26,113.82,399.77,366.99,296.65,351.71,392.03,245.63,282.18,73.32,35.08,3.38,3.58,3.04,1.47,0.57,0.41,0.46,0.34,0.28,0.02,0.07,0.39
ECUADOR,,,0.3,0.25,,0.08,,,,,,,,,,0.25,,,,,,,,,,
EGYPT A RP,,,0.02,0.04,0.07,0.04,0.08,0.06,0.68,0.79,0.48,1.41,0.77,2.56,1.74,0.53,0.18,,0.04,0.01,,0.06,0.02,,,
GHANA,,,0.14,0.03,0.04,,,0.05,0.06,0.11,0.23,0.12,0.03,0.06,0.04,0.24,0.03,,0.01,,,,,,,0.0
GUINEA,,,0.27,,,,,,0.12,0.05,,0.03,,0.16,,,,,,,,,,,,
NEPAL,0.13,0.06,0.01,0.01,0.06,0.05,0.43,0.1,0.14,0.23,0.04,0.05,0.02,0.13,0.09,0.07,0.03,0.01,0.06,0.02,0.0,0.02,0.0,,0.01,0.01
GUYANA,,,0.03,1.11,0.35,0.06,0.14,,,,0.01,,,,,,,,,,,,,,,
MYANMAR,,,1.04,0.32,0.05,0.01,0.18,,,0.18,,,,0.0,,,,,,,,,,,,0.02
MEXICO,,,0.1,0.02,0.3,0.42,0.67,0.42,0.32,0.07,,,,0.0,,0.29,1.13,0.12,0.53,,,0.0,0.0,0.07,0.03,
NORWAY,,,0.0,,,,,,,,0.06,0.02,,,,0.06,,,,0.0,,0.0,,,0.01,
ROMANIA,,,0.05,,,,,,,,,,,,,,0.09,0.0,,,0.15,0.02,,,,
BRAZIL,,,,0.03,0.05,,,,,0.28,0.73,,,0.06,,0.07,0.0,0.03,0.0,,0.02,,,0.08,,
COMOROS,,,,0.02,0.18,0.23,0.22,0.04,,,,,,,,,,,,,,,,,,
CZECH REPUBLIC,,,,,,,,,,,,,0.05,0.04,,,,,,,,,0.0,,0.01,0.03
EQUTL GUINEA,,,,0.16,0.11,0.21,0.07,0.16,0.92,0.27,0.25,0.37,0.38,0.15,0.05,0.08,,0.17,0.06,0.03,,,,,,
KOREA DP RP,,,0.08,,0.02,0.86,0.06,0.81,2.33,0.88,0.09,0.3,0.03,0.32,,,0.03,1.54,0.14,0.26,1.91,3.6,3.33,0.32,0.06,0.09
TUNISIA,10.86,23.65,26.99,19.93,22.97,24.86,9.05,2.32,5.38,7.83,9.76,6.76,3.4,5.06,10.3,6.79,8.06,4.02,0.91,0.8,0.72,0.62,,,,
TURKEY,1.65,2.64,2.35,1.4,2.14,1.55,0.75,0.46,0.64,0.38,0.35,1.08,0.51,0.66,3.38,3.66,1.2,0.25,0.24,0.05,0.05,0.04,0.36,0.18,0.84,1.53
THAILAND,104.84,134.81,67.81,54.53,173.06,145.53,134.34,77.47,51.83,40.38,44.7,74.3,55.12,58.08,20.92,13.22,10.78,7.62,5.02,1.28,2.21,2.44,1.06,0.78,0.52,2.6
NEW ZEALAND,0.03,0.07,0.02,0.04,0.02,0.05,0.1,0.02,0.06,0.03,0.1,0.02,0.15,0.12,0.02,0.13,0.26,0.07,,0.0,0.05,,,,0.06,0.0
NIGERIA,0.07,0.14,,0.12,,,,,,0.47,0.31,0.04,0.0,0.09,0.06,0.08,,,0.07,0.05,0.01,,,,0.04,
OMAN,0.9,1.92,2.13,1.16,2.48,2.56,2.47,2.09,2.76,4.26,3.04,3.49,3.61,1.93,0.2,1.25,0.97,0.18,0.19,0.1,0.14,0.25,0.12,0.14,0.16,0.18
PERU,,0.49,0.25,0.03,0.36,0.52,0.3,,0.79,0.08,2.93,0.14,,,,0.06,,0.04,,,0.02,,,,,
PHILIPPINES,0.03,0.06,0.04,0.07,0.08,0.19,0.15,0.17,1.89,0.69,5.49,2.01,0.06,0.16,,,0.07,0.22,0.18,0.1,0.11,0.14,0.51,0.77,0.24,0.04
PORTUGAL,2.28,4.46,1.74,3.61,2.3,3.36,2.29,1.17,1.91,1.13,1.45,2.02,2.85,5.72,0.79,3.42,3.19,1.36,0.71,1.3,3.86,3.61,3.32,2.31,0.87,0.4
QATAR,0.82,1.18,0.65,0.43,1.24,1.76,1.14,0.3,0.22,0.06,0.15,0.2,0.49,0.3,0.18,0.09,0.03,,0.02,0.01,0.09,0.05,0.03,0.09,0.1,0.05
REUNION,1.25,1.51,1.02,1.86,2.58,1.24,0.81,0.86,1.14,0.8,0.87,0.7,0.76,0.74,0.9,0.71,0.65,0.53,0.24,0.26,0.28,0.42,0.22,0.14,0.13,0.01
RUSSIA,,0.03,,0.04,0.33,0.24,0.14,,0.19,0.09,0.03,0.27,1.83,0.65,1.92,2.55,0.66,0.06,0.03,0.02,0.38,1.45,0.06,0.06,,0.54
SAUDI ARAB,0.36,0.76,0.78,1.28,4.54,9.7,10.03,2.13,4.32,3.04,1.02,1.58,1.8,1.6,0.0,,0.02,0.0,0.01,0.02,0.02,0.1,0.03,0.07,0.09,0.12
SENEGAL,0.66,0.64,,0.05,0.17,0.04,,,,,,,0.09,0.01,,0.01,,,,,0.0,,0.19,0.03,,
SEYCHELLES,,0.0,0.0,,,0.0,,,0.03,0.1,,,,0.0,0.02,,,0.07,0.01,0.01,,,0.0,,,
SINGAPORE,0.51,0.18,0.14,0.12,0.53,0.34,0.62,2.25,2.49,4.27,7.68,9.29,8.35,10.09,6.77,7.08,5.52,4.19,7.9,4.25,5.47,7.24,6.85,5.64,2.47,4.52
SOUTH AFRICA,,0.08,0.1,,0.14,0.09,0.04,0.39,0.7,5.83,1.64,0.78,0.37,0.2,0.15,1.65,2.36,1.86,0.81,0.54,1.06,0.57,0.45,0.77,0.3,0.28
SPAIN,0.69,1.49,0.49,3.81,3.88,1.2,1.35,1.21,0.84,1.49,1.34,1.69,4.06,5.19,2.49,14.02,2.69,4.0,3.16,5.23,14.4,9.84,10.86,7.93,3.11,2.01
SRI LANKA DSR,0.19,0.55,1.05,3.29,4.02,3.71,4.1,5.14,5.73,2.87,1.64,2.56,1.7,3.64,1.34,0.51,0.36,0.99,0.2,0.27,0.52,0.54,0.31,0.23,0.2,2.08
SWITZERLAND,0.01,0.0,0.05,0.01,0.04,0.04,0.02,0.0,0.02,0.04,0.01,0.01,0.01,0.02,0.29,0.04,0.01,0.0,0.03,0.05,0.07,0.1,0.0,0.01,0.05,0.14
TANZANIA REP,0.07,0.05,0.05,,,,,0.31,0.37,0.51,0.1,0.4,0.47,0.87,0.22,0.07,0.02,0.05,0.01,,,0.01,,,0.0,
TOGO,,0.03,,0.01,0.08,,,0.03,0.05,,0.03,,0.07,0.1,,,,,,,,,,,,
MALAWI,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
%Share,0.1333,0.1039,0.1314,0.1567,0.2061,0.2413,0.2458,0.2094,0.214,0.2441,0.2135,0.2276,0.2457,0.3074,0.1129,0.1857,0.2448,0.2348,0.2094,0.1941,0.5138,0.5369,0.6352,0.5069,0.4147,0.7498
India's Total,298285.79,422004.4,291808.48,313361.04,330078.09,303526.16,275852.43,262291.09,310338.48,314405.3,300400.58,305963.92,249815.55,178751.43,185295.36,163132.18,126414.05,103090.53,83535.94,63842.55,52719.43,43826.72,44560.29,36822.49,33218.72,34784.98
Total,397.62,438.52,383.34,491.19,680.43,732.29,678.04,549.17,664.19,767.39,641.22,696.38,613.87,549.4,209.14,302.88,309.49,242.06,174.9,123.95,270.89,235.31,283.05,186.66,137.77,260.8
