countries,2022-2023(Apr-Nov),2021-2022,2020-2021,2019-2020,2018-2019,2017-2018,2016-2017,2015-2016,2014-2015,2013-2014,2012-2013,2011-2012,2010-2011,2009-2010,2008-2009,2007-2008,2006-2007,2005-2006,2004-2005,2003-2004,2002-2003,2001-2002,2000-2001,1999-2000,1998-1999,1997-1998
U ARAB EMTS,23.37,32.28,19.16,38.47,42.76,32.03,40.5,46.17,60.57,48.05,32.69,28.7,20.22,24.94,25.77,22.57,20.08,18.13,13.74,9.95,7.98,7.96,7.31,6.26,5.25,3.62
BAHAMAS,,,0.05,,0.06,0.06,0.03,0.06,,0.2,0.26,0.03,0.11,0.26,0.26,0.05,0.02,,0.0,0.0,,,0.02,,,
ST LUCIA,0.01,0.0,0.01,,,0.0,,0.0,,,,,,0.01,0.02,0.01,0.0,0.0,,,,,,,,
SPAIN,59.04,88.05,62.85,89.08,84.35,79.37,85.35,99.49,115.22,104.76,92.28,102.44,98.5,80.04,70.63,56.19,45.52,39.7,22.4,17.98,7.29,2.81,2.66,1.83,0.99,0.63
PANAMA REPUBLIC,2.1,2.65,1.62,2.69,2.0,2.36,2.11,2.49,3.13,3.1,3.02,1.96,0.66,0.94,0.63,0.7,0.31,0.14,0.06,0.01,0.4,0.11,0.36,0.46,0.18,0.09
PAPUA N GNA,0.19,0.16,0.08,0.13,0.1,0.23,0.33,0.25,0.24,0.14,0.11,0.1,0.31,0.16,0.09,0.09,0.1,0.15,0.06,0.02,0.07,0.15,0.17,0.13,0.01,
PARAGUAY,0.03,0.18,0.05,0.06,0.05,0.02,0.0,0.03,,0.04,0.0,0.02,0.01,,,,,,,,,,,,0.01,
PERU,2.47,3.24,1.79,3.02,3.26,3.13,2.76,3.56,2.82,3.34,2.51,0.85,0.69,0.36,0.15,0.11,0.07,0.04,0.09,0.01,0.02,0.04,0.01,0.12,0.06,0.02
PHILIPPINES,2.82,3.38,2.28,4.41,2.93,1.85,1.41,1.45,1.23,1.23,0.45,0.3,0.07,0.03,0.05,0.09,0.02,0.14,0.15,0.08,0.05,0.07,0.14,0.0,,0.03
POLAND,36.98,57.92,64.15,79.16,87.55,117.27,78.15,44.65,58.7,38.63,21.56,30.1,12.93,14.27,28.24,12.47,1.16,0.32,0.37,0.17,0.18,0.16,0.08,0.02,0.18,0.22
PORTUGAL,3.59,3.76,3.21,5.56,8.29,6.41,6.59,6.7,4.95,2.75,2.51,7.77,7.41,7.02,13.49,19.26,18.0,4.48,3.48,1.29,0.97,1.01,0.99,0.35,0.55,0.44
PUERTO RICO,,,0.0,0.0,,0.18,0.13,0.05,0.02,0.02,0.16,0.03,0.03,0.23,0.17,0.0,0.0,0.08,,,0.01,0.22,0.18,0.26,0.01,
QATAR,3.09,2.69,1.69,2.33,2.96,2.24,1.12,1.89,1.79,1.09,1.15,0.63,0.85,1.0,1.2,1.1,0.46,0.63,0.57,0.44,0.35,0.39,0.2,0.17,0.19,0.1
REUNION,0.16,0.45,0.45,0.39,0.35,0.65,0.46,0.36,0.26,0.21,0.14,0.12,0.28,0.18,0.16,0.41,0.42,0.29,0.31,0.18,0.09,0.03,0.15,0.11,0.07,0.14
ROMANIA,2.17,1.54,0.9,2.05,2.28,2.47,2.48,1.8,3.32,2.21,1.23,0.92,1.11,1.25,1.8,0.93,0.21,0.01,0.09,0.02,0.01,0.01,0.01,0.04,0.06,0.05
SRI LANKA DSR,0.49,2.19,1.15,1.7,1.82,2.44,3.34,3.98,2.85,2.8,2.45,2.7,1.15,1.01,0.73,0.12,0.31,0.27,0.28,0.3,0.42,0.35,0.34,0.44,0.35,0.21
RUSSIA,0.76,4.35,3.03,5.69,9.44,10.04,13.95,20.36,3.52,4.68,3.41,1.57,1.77,1.22,1.47,2.27,1.61,0.94,1.33,0.25,0.19,0.82,0.62,5.63,6.82,15.53
SAUDI ARAB,7.81,7.14,5.62,6.59,4.99,5.08,3.86,10.66,11.15,8.61,7.96,6.86,4.92,5.66,4.96,3.72,3.94,4.4,3.59,2.53,1.67,1.54,1.57,1.21,0.82,0.74
SERBIA,0.96,1.57,0.1,0.02,0.35,0.08,0.24,0.11,0.46,0.2,,,,,,,,,,,,,,,,
SENEGAL,0.12,0.47,0.28,0.29,0.44,0.33,0.33,0.21,0.83,0.23,0.44,0.33,0.0,0.01,0.03,0.0,0.02,0.03,,,,,,,0.0,0.0
SEYCHELLES,0.01,0.04,0.03,0.03,0.06,0.04,0.06,0.11,0.08,0.01,0.0,0.0,0.0,0.02,0.01,0.0,0.0,0.0,0.01,0.02,0.0,,,,0.03,0.01
MONTENEGRO,,0.0,0.0,0.0,,,,,0.02,0.02,,,,,,,,,,,,,,,,
SIERRA LEONE,0.02,0.01,0.02,0.01,0.03,0.05,0.02,0.05,0.26,0.04,,0.03,0.03,0.0,0.01,0.18,,0.0,,,,,,,,
SLOVAK REP,0.72,0.48,0.53,0.69,0.98,1.09,1.32,1.58,2.18,0.58,1.75,1.88,0.7,0.86,0.7,1.22,1.01,1.53,1.22,0.26,0.74,0.77,0.51,0.51,0.3,0.07
SINGAPORE,2.8,4.14,1.65,1.35,2.15,2.38,13.64,2.79,1.94,2.82,1.5,2.25,1.77,1.23,0.98,0.95,0.66,1.39,0.93,0.92,1.28,1.48,1.33,1.01,0.29,0.69
SLOVENIA,17.98,9.7,2.98,4.41,4.34,4.14,3.61,4.84,6.26,5.88,3.68,2.71,1.7,2.72,1.77,1.36,0.65,0.21,0.21,0.12,0.12,0.27,0.04,0.09,0.07,0.16
SOMALIA,0.17,0.13,0.56,1.86,0.31,0.07,3.12,9.76,0.57,,,,,,,,,,,,,,,0.01,,0.0
SOUTH AFRICA,9.9,13.42,9.64,15.22,17.44,14.13,14.89,14.29,14.84,12.94,11.26,12.54,8.69,7.99,6.04,6.51,8.68,6.54,3.92,4.02,1.98,3.26,4.41,5.63,5.89,5.12
RWANDA,0.0,0.01,0.01,0.23,0.01,0.01,0.01,0.13,0.04,0.03,0.05,0.43,0.2,,0.0,0.05,0.05,0.03,0.05,0.04,0.1,0.09,0.01,0.01,0.02,0.0
CANARY IS,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
CHAD,,,0.06,0.0,0.0,,,0.0,0.0,0.0,0.01,,,,,0.0,0.01,0.04,0.02,0.0,,,0.0,,,
FR POLYNESIA,,,0.0,0.03,0.03,0.03,0.05,,,,,,,,,,0.01,,,,0.02,0.01,,0.0,,0.01
CHANNEL IS,,,,,,,,,,,,,,,,,,,,,,,0.06,,,
GUAM,,,,,,,,,0.0,,,,,,,0.0,0.0,0.0,,0.0,0.01,,,,,
LESOTHO,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.02,
UNION OF SERBIA &amp; MONTENEGRO,,,,,,,,,0.03,0.0,0.01,0.19,,0.0,0.0,0.17,0.0,0.01,0.0,0.0,0.0,,,0.05,0.13,0.24
ERITREA,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
FR GUIANA,,,,,,,,,,0.03,0.01,,0.0,,,,,,,,,0.07,,,,
HEARD MACDONALD,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
MARTINIQUE,,,,,,,,,,0.07,0.07,0.07,0.0,,,0.04,0.0,0.06,,,,,,,,
NAURU RP,,,,,,,,,,0.02,,,,,,,,,,,,,,,,
PANAMA C Z,,,,,,,,,,0.14,0.04,,,0.05,0.03,,,,,,,0.03,0.06,0.05,0.02,
ST VINCENT,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,
AMERI SAMOA,,,,,,,,,0.02,,,,,,,,,,,,,,,,,
KIRIBATI REP,,,,,,,,,,,,,,,,,,,,,,,,,,
CHRISTMAS IS.,,,,,,,,,,,,,0.1,0.01,,,,,,,,,,,0.06,
ST PIERRE,,,,,,,,,,,,,,0.05,,,,,,,,,,,,
ANGUILLA,,,,,,,,,,,,,,,0.01,,,,,,,,,,,
BELIZE,,,,,,,,,,,,,,,0.0,,,,,,,,,,,
TURKS C IS,,,,,,,,,,,,,,,0.01,,,,,,,,,,,
GUINEA BISSAU,,,,,,,,,,,,,,,,0.0,,,,,0.04,,,,,
LIECHTENSTEIN,,,,,,,,,,,,,,,,0.03,,,,,,,,,,
WALLIS F IS,,,,,,,,,,,,,,,,,0.24,,,,,,,,,
FALKLAND IS,,,,,,,,,,,,,,,,,,,,0.03,,,,,,
ST HELENA,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
NIUE IS,,,,,,,,,,,,,,,,,,,,,,,,0.01,,
SOLOMON IS,,,,,,,,,,,,0.01,,,,,,,,,,,,,0.01,
FAROE IS.,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
FR S ANT TR,,,,,,,,0.06,,,,,,,,,,,,,,,,,,
UNSPECIFIED,,,,,,,0.0,0.04,0.1,1.22,0.17,0.06,16.3,3.98,12.08,0.14,0.9,5.18,9.02,0.61,0.05,0.14,0.01,,,
GIBRALTAR,,,0.0,,,,,,,,0.0,0.0,0.01,0.01,,,,,,,,,,0.11,,
MOLDOVA,,,0.07,,0.01,,0.0,0.17,0.01,0.03,0.04,,,0.06,,,0.0,0.0,,,,,,,,
NORFOLK IS,,,0.16,,,,,,,,,,,,,,,,,,,,,,,
PAKISTAN IR,,,0.17,0.0,0.01,0.05,0.0,0.0,0.05,0.08,0.24,,0.05,0.2,3.04,7.99,0.04,0.01,0.0,,,,0.02,0.03,,
AZERBAIJAN,,,,0.0,,0.0,0.0,0.01,,0.0,0.0,,0.0,0.03,0.0,0.0,,0.04,0.0,0.0,,,,,,0.0
BERMUDA,,,,0.03,,,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,,,,,,
GUADELOUPE,,,,0.0,,0.0,0.15,0.03,,0.09,0.14,0.12,0.06,0.01,0.06,,0.01,0.03,,,,,,,,0.06
HAITI,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,0.0
KOREA DP RP,,,,0.0,0.08,0.47,0.16,0.2,0.03,0.31,0.27,0.01,0.01,0.01,0.01,0.01,0.01,0.01,,,0.0,0.02,0.07,0.01,0.0,0.02
LUXEMBOURG,,,,0.05,,0.53,0.19,0.02,0.02,0.08,0.1,,,,0.0,,,,,,,,,,0.05,
US MINOR OUTLYING ISLANDS,,,,0.1,0.0,,,,,,,,,,,,,,,,,,,,,
CAYMAN IS,,,,,,,,0.0,,,,,,,,,,,0.01,,,,,,,
ALBANIA,,,,,0.0,,,0.34,0.08,1.03,,,,,,,,,,0.0,0.0,0.0,0.0,,,
MARSHALL ISLAND,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
TURKMENISTAN,,,,,0.0,,,,0.0,0.0,,0.04,,,,,0.0,,0.0,0.0,,,,,,
BR VIRGN IS,,,,,,0.14,,0.08,,,,,,,0.03,,,,,,,,,,,
BELARUS,,,,,,,,0.29,0.75,0.18,0.04,,0.46,0.0,,,,,,,,0.01,0.0,,,
SAN MARINO,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
ST KITT N A,,,,,,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,,
TAJIKISTAN,,,,,,0.0,,0.01,,,0.01,,,,,0.15,,0.0,0.03,,,,,0.03,,0.2
VENEZUELA,,,,,,0.0,0.0,0.0,0.25,0.12,0.48,0.4,0.67,0.25,0.05,0.39,0.07,0.09,0.09,0.08,0.0,0.22,0.14,0.16,0.03,
ARUBA,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
MACAO,,,,,,,0.0,,,,,,,0.0,,,,,,,0.01,0.03,,,,
SYRIA,,,,,,,0.22,0.31,0.01,0.01,,0.01,0.02,0.02,0.13,,,0.01,0.0,0.36,,,0.01,0.02,,0.0
CUBA,,,,,0.06,,,0.05,,0.1,0.03,0.07,,,0.16,,,0.0,,,0.11,,0.0,,,
NORWAY,1.47,1.57,1.42,1.45,1.35,1.64,1.29,2.38,2.76,2.32,1.99,2.48,2.08,1.99,1.88,1.38,1.29,1.11,1.1,1.6,0.86,0.62,0.62,0.58,0.62,0.24
OMAN,1.59,0.89,1.04,1.35,1.7,1.58,1.74,2.02,2.14,2.52,1.72,1.36,1.32,1.42,1.38,1.49,1.34,0.67,0.8,0.92,0.68,0.71,0.57,0.9,0.91,0.61
NIGER,0.21,,,0.0,0.0,,,0.04,0.0,0.08,,0.0,0.0,,,0.03,,,,0.01,,0.13,,,,
COLOMBIA,0.23,0.24,0.14,0.46,0.43,0.81,0.19,1.27,1.26,0.99,1.17,0.88,0.63,0.19,0.06,0.03,0.05,0.05,0.01,0.0,,,,,0.01,
COMOROS,0.04,0.0,,0.01,0.0,0.01,0.0,,0.0,0.0,0.0,,,0.0,,0.0,,,,0.0,,,0.0,,,
CONGO P REP,0.14,0.14,0.15,0.11,0.1,0.05,0.11,0.13,0.21,0.06,0.04,0.01,0.03,0.06,0.14,0.02,0.01,0.02,0.01,0.0,,0.02,,,0.0,0.01
COSTA RICA,0.07,0.31,0.21,0.37,0.47,0.81,0.65,0.43,0.77,0.69,0.56,0.17,0.11,0.0,0.21,0.27,0.0,,,0.03,0.04,0.08,0.02,,0.04,0.04
CROATIA,0.62,0.63,0.94,1.57,1.08,1.51,1.88,1.27,1.57,1.25,1.12,1.03,0.47,0.46,0.88,1.18,0.43,0.19,0.18,0.17,0.26,0.12,0.15,0.02,0.25,0.51
CYPRUS,1.81,0.31,3.69,6.74,2.59,2.13,2.63,2.09,0.19,0.46,0.32,0.26,0.38,1.59,0.43,0.63,0.43,0.33,0.27,0.81,0.18,0.04,0.1,0.07,0.05,0.06
CZECH REPUBLIC,1.36,2.48,1.97,2.13,2.69,4.3,3.11,2.03,3.73,3.75,3.66,1.86,1.69,1.77,3.75,3.79,2.25,1.07,1.38,1.21,1.29,0.75,0.94,1.58,1.89,1.04
DENMARK,20.95,10.31,7.54,9.11,7.82,6.52,10.31,11.31,19.36,23.13,30.32,21.42,13.58,13.28,11.92,17.1,13.46,15.19,8.16,9.26,4.47,5.0,4.25,5.95,2.54,2.76
DJIBOUTI,0.0,0.06,0.0,0.01,0.0,0.0,0.79,0.44,0.46,0.05,,0.08,0.1,0.04,0.03,0.01,,,0.0,0.01,0.0,,0.02,0.03,,
DOMINIC REP,,0.01,,0.15,0.07,0.07,0.21,0.0,0.01,0.0,0.01,0.0,,,0.0,0.02,0.03,0.01,,0.07,,0.1,0.09,0.0,,0.02
DOMINICA,0.0,,0.0,,,,,,,,,0.04,,,,0.0,,0.0,,,,,,0.09,,
CHINA P RP,46.08,48.79,27.07,36.8,27.94,23.92,22.68,23.84,19.55,12.86,4.85,2.45,0.94,1.36,1.22,1.33,0.33,0.12,0.12,0.16,0.03,0.03,0.17,0.07,0.03,0.13
ECUADOR,0.04,,,0.0,0.0,0.0,0.07,0.17,0.29,0.04,,0.37,0.01,0.01,,0.08,,,,,0.0,,,,,
EL SALVADOR,0.04,0.12,0.05,0.16,0.4,0.37,0.49,0.32,0.09,0.18,0.03,0.04,0.15,0.02,0.03,0.03,0.11,0.03,,,,,0.19,,0.03,
ESTONIA,0.0,0.01,0.0,0.02,0.4,1.12,0.97,0.62,1.1,0.98,0.66,0.23,0.09,0.42,0.0,0.27,0.11,0.17,0.36,0.21,0.05,0.1,0.06,0.11,0.01,0.03
ETHIOPIA,0.01,0.02,0.0,0.01,0.02,0.01,0.08,0.09,0.12,0.09,0.05,0.0,0.03,0.0,0.05,0.0,0.01,0.04,,0.0,0.02,0.04,0.0,0.02,0.04,0.19
EQUTL GUINEA,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,
FINLAND,1.01,2.37,2.59,3.48,3.55,4.55,4.91,5.66,6.67,7.64,8.57,7.21,5.19,2.24,3.18,3.01,1.87,1.49,1.75,0.97,0.98,1.3,1.0,0.64,2.29,0.91
FIJI IS,0.2,0.26,0.1,0.13,0.3,0.09,0.11,0.09,0.06,0.06,0.07,0.14,0.12,0.04,0.07,0.08,0.11,0.09,0.04,0.04,0.06,0.03,0.11,0.21,0.11,
FRANCE,63.5,107.24,106.51,128.85,146.96,144.39,120.05,127.76,154.99,147.32,128.86,138.95,129.21,119.89,93.37,84.35,69.54,49.86,37.82,31.23,23.49,20.18,18.53,15.73,10.9,6.49
GABON,0.08,0.11,0.06,0.07,0.12,0.09,0.08,0.07,0.26,0.18,0.11,0.09,0.03,,,0.0,,,,,,,,,,
GAMBIA,,0.0,0.01,0.0,0.0,0.24,0.26,0.0,,,0.0,0.01,0.0,0.0,,,,,0.0,,,,,0.16,,0.01
GEORGIA,0.0,0.08,0.07,0.1,0.08,0.13,0.09,0.06,0.16,0.42,0.03,0.05,0.04,,0.0,0.0,0.0,0.0,0.0,,0.01,,,,,
GERMANY,150.25,187.12,183.78,244.4,247.85,249.79,226.27,225.1,290.08,263.57,215.47,280.74,232.57,179.53,181.7,195.83,165.53,129.54,122.27,105.19,68.02,58.54,44.58,52.78,55.07,36.27
EGYPT A RP,0.05,0.1,0.08,0.1,0.23,0.16,0.13,0.22,0.21,0.22,0.11,0.09,0.02,0.44,0.21,0.26,0.03,0.1,0.14,0.05,0.01,0.03,,0.09,0.1,
TAIWAN,1.7,1.58,1.63,1.36,1.19,1.12,0.56,0.64,0.23,0.36,0.85,0.33,0.24,0.44,1.69,0.14,0.07,0.32,0.78,0.73,0.15,0.13,0.17,0.13,0.08,0.13
CHILE,10.12,14.36,8.02,14.24,17.19,13.96,11.9,12.99,11.33,12.58,8.68,6.44,3.18,2.7,2.58,2.44,0.9,0.17,0.64,0.63,0.62,0.64,0.84,0.93,0.7,0.47
C AFRI REP,0.0,,,0.0,,,,,,,,,,,,,,,0.0,,,,,0.0,,0.01
ALGERIA,,0.08,0.14,0.13,0.12,0.27,0.45,0.53,0.89,0.34,0.14,0.05,0.04,0.01,,0.07,0.1,0.18,0.0,0.04,,,,,0.06,
ANGOLA,0.12,0.06,0.11,0.09,0.19,0.14,0.2,0.17,0.5,0.29,0.18,0.11,0.36,0.09,0.01,0.0,0.01,0.04,0.08,0.13,0.13,0.0,0.0,0.03,0.0,
ANTIGUA,0.0,0.0,0.0,,,0.0,,,,,,,,,0.01,,,,,,,,,,,
ARGENTINA,0.85,1.73,1.2,2.17,2.68,1.16,0.78,1.12,0.89,0.31,0.19,0.79,0.37,0.19,0.22,0.25,0.21,0.52,0.02,0.0,,0.04,0.05,0.0,,0.0
ARMENIA,,,,0.18,,0.04,0.1,0.09,0.44,0.0,0.02,,,,,,,,,,,,,,,
AUSTRALIA,14.88,20.97,17.01,18.96,21.93,21.72,20.06,22.33,20.44,21.89,18.45,13.76,11.62,13.83,11.51,9.87,8.33,9.78,6.57,6.63,7.3,5.67,5.14,6.42,7.35,6.7
AUSTRIA,14.38,7.95,7.51,19.47,22.75,26.14,9.91,9.63,13.62,15.23,15.44,17.2,12.03,11.49,6.37,6.53,7.58,6.41,5.12,3.57,2.45,2.42,1.87,1.52,1.27,0.69
BAHARAIN IS,0.4,0.46,0.32,0.32,0.37,0.32,0.39,0.36,0.29,0.16,0.26,0.13,0.37,0.36,0.31,0.23,0.17,0.29,0.11,0.04,0.19,0.12,0.1,0.15,0.13,0.09
BANGLADESH PR,0.38,0.59,0.37,0.46,0.74,0.77,0.84,1.6,1.13,0.97,0.78,0.16,0.14,0.19,0.4,0.2,0.12,0.13,0.12,0.33,0.22,0.33,0.31,0.25,0.07,0.12
BARBADOS,0.0,0.0,,0.0,,0.01,0.06,0.0,0.06,,0.05,0.0,,0.0,0.04,,,0.01,0.0,,0.0,,,0.01,,0.02
BELGIUM,74.82,86.59,51.7,72.38,68.46,68.26,64.52,53.1,66.46,53.43,53.44,65.32,45.54,38.72,25.28,29.29,21.2,19.91,17.47,7.52,6.43,5.98,4.52,3.92,2.94,1.13
MAYOTTE,0.07,0.11,0.18,0.1,0.12,0.07,0.14,,,,,,,,,,,,,,,,,,,
BENIN,0.0,,0.0,,0.0,0.0,0.04,0.0,0.02,,0.04,,0.01,0.0,,,,,,,,,0.0,,,
BHUTAN,0.83,1.69,1.11,0.95,0.79,0.46,0.04,0.07,0.06,0.01,,,,,,,,,,0.15,,,0.0,,0.02,0.01
BOLIVIA,0.13,0.05,0.04,0.02,,0.0,,,0.02,0.01,0.09,0.0,,0.05,0.01,0.0,,,,,0.01,,,0.02,,
BOSNIA-HRZGOVIN,,0.05,0.05,0.08,0.02,,,,,0.02,,,,0.0,0.05,,,,,,,,,,,
BOTSWANA,0.48,0.71,0.23,0.5,0.29,0.3,0.23,0.5,0.13,,0.06,0.05,0.0,0.0,0.0,0.0,0.04,0.0,0.0,,0.01,0.07,0.05,,0.0,0.0
BRAZIL,3.54,5.18,3.15,2.51,3.56,4.97,5.33,2.06,1.68,2.05,1.98,1.59,0.52,0.31,0.32,0.1,0.05,0.27,0.07,0.02,0.02,0.0,0.03,,0.0,0.0
BRUNEI,0.04,0.1,0.1,0.16,0.05,0.04,0.04,0.07,0.01,0.04,0.04,0.0,0.01,0.07,0.02,0.01,0.01,0.01,0.05,0.01,,0.0,0.0,,,0.0
BULGARIA,0.28,0.12,0.0,,0.03,0.01,0.02,0.0,0.2,0.52,0.42,0.16,0.12,0.17,0.23,0.15,0.09,0.05,0.02,0.03,0.0,0.02,0.01,0.01,0.02,
BURKINA FASO,0.0,,,,0.0,,0.0,,,0.01,,,,,,,,,,,,,,,,
BURUNDI,0.01,0.0,0.02,0.01,0.01,0.0,0.0,,,,,,0.0,,,0.0,,,,0.0,0.0,,,,,0.01
CAMBODIA,0.0,0.0,0.05,,0.0,0.0,0.01,0.01,0.03,,,,0.0,,,,,,0.01,,,,,,,
CAMEROON,0.13,1.15,0.79,0.63,0.85,0.53,0.77,0.7,0.7,0.44,0.21,0.14,0.1,,0.0,,0.01,0.0,0.01,,0.1,0.07,0.01,,0.02,
CANADA,20.51,17.13,12.54,14.08,14.99,14.6,12.66,15.31,10.86,11.65,8.82,12.51,9.04,7.24,7.44,7.97,8.85,9.67,6.96,6.43,8.38,7.28,6.35,5.9,5.46,4.74
GHANA,0.25,0.62,1.15,0.5,0.27,0.56,0.9,2.84,2.89,1.44,1.26,0.94,0.68,0.32,0.16,0.1,0.2,0.19,0.88,0.05,0.1,0.01,0.12,0.16,0.0,0.08
GREECE,2.83,2.93,5.34,3.59,4.02,3.44,3.47,3.9,4.96,5.68,3.94,5.39,3.82,5.16,7.23,9.88,10.66,8.36,6.01,8.94,4.41,1.6,1.16,1.09,1.23,1.2
GREENLAND,,1.38,1.09,,,,,8.81,1.08,1.72,0.37,0.17,0.05,0.1,,,,,,,,0.1,,,,
