countries,2022-2023(Apr-Nov),2021-2022,2020-2021,2019-2020,2018-2019,2017-2018,2016-2017,2015-2016,2014-2015,2013-2014,2012-2013,2011-2012,2010-2011,2009-2010,2008-2009,2007-2008,2006-2007,2005-2006,2004-2005,2003-2004,2002-2003,2001-2002,2000-2001,1999-2000,1998-1999,1997-1998
LEBANON,0.07,0.02,0.05,0.16,0.26,0.27,0.28,0.53,0.85,0.95,0.85,1.19,0.95,1.18,0.87,0.55,0.55,0.53,0.19,0.21,0.24,0.2,0.04,0.15,0.07,
LIBYA,0.09,0.17,0.0,0.07,0.04,0.03,0.05,0.02,0.07,0.19,0.16,0.04,0.07,0.04,0.04,0.02,0.01,0.0,,0.03,,,0.09,0.02,,
LITHUANIA,0.26,0.36,1.26,1.34,2.15,3.14,2.92,3.2,4.57,5.34,3.63,3.57,1.78,3.29,2.11,1.85,0.76,0.31,,0.05,,,,,,
MACEDONIA,0.01,,,,,,,,,,,,,,,,,,,,,,,,,
MADAGASCAR,0.09,0.25,0.16,0.15,0.25,0.24,0.2,0.14,0.35,0.27,0.21,0.2,0.03,0.03,,0.08,0.01,0.01,0.0,0.07,0.02,0.03,0.07,0.1,0.05,0.11
MALAWI,0.03,0.05,0.04,0.5,0.51,0.05,0.35,0.15,0.01,0.29,0.05,0.03,0.05,0.02,0.04,0.03,0.01,0.0,0.05,0.0,0.04,0.02,0.05,0.02,0.03,0.01
MALAYSIA,5.02,8.22,6.98,7.01,7.87,5.43,7.33,6.17,3.81,3.41,2.33,2.02,1.69,1.47,2.22,0.38,0.6,0.44,0.54,0.53,0.52,0.55,0.79,0.46,0.32,0.17
MALDIVES,0.19,0.14,0.09,0.14,0.14,0.22,0.14,0.11,0.05,0.07,0.07,0.11,0.03,0.05,0.03,0.04,0.03,0.01,0.02,0.02,0.01,0.02,0.01,,,0.0
MALI,,0.01,0.01,0.01,0.0,,0.0,0.0,0.01,0.1,0.0,0.02,,,,,,0.0,0.0,0.01,,0.04,,,,
MALTA,0.5,0.67,0.26,0.5,0.4,0.3,0.28,0.19,0.3,0.3,0.26,0.29,0.48,0.18,0.2,0.13,0.19,0.18,0.09,0.13,0.03,0.02,0.0,0.01,,0.0
MAURITANIA,0.06,0.04,0.04,0.03,0.02,0.04,0.11,0.05,,,0.04,,,,,,,0.0,,0.0,,,,,,
MAURITIUS,0.96,0.9,0.85,1.0,0.82,1.19,0.81,0.84,1.12,1.34,1.12,0.6,0.72,0.28,0.44,0.45,0.28,0.22,0.14,0.11,0.15,0.1,0.17,0.2,0.16,0.52
MYANMAR,,,0.03,0.7,0.04,0.58,0.03,0.0,0.0,0.03,0.02,0.0,,,,,,,,,,,,,0.01,0.03
MEXICO,11.92,21.33,10.38,14.32,13.2,8.46,4.0,2.7,3.06,2.98,2.45,4.86,1.77,1.36,1.19,0.86,0.25,0.38,0.16,0.06,0.12,0.08,0.06,0.07,,
MONGOLIA,0.01,0.03,0.04,,0.01,,,0.01,0.01,0.0,0.0,0.01,0.0,,0.0,,0.0,0.0,,,,,,,,
MONACO,0.08,0.21,0.16,0.11,0.3,0.05,,,0.0,,0.04,,,,,,,,,,,,,,,
MONTSERRAT,,0.0,0.0,,,,,,,0.0,,,,0.0,,,,,,,,,,,,
MOROCCO,0.1,0.19,0.22,0.35,0.62,0.12,0.04,0.01,0.08,0.01,0.01,0.04,0.06,0.01,0.04,0.13,0.08,0.1,0.05,0.13,0.03,0.0,,,,0.04
MOZAMBIQUE,0.05,0.08,0.46,0.44,0.22,0.09,0.05,0.45,0.11,0.16,0.04,0.02,0.07,0.0,0.01,0.05,0.01,0.0,0.03,,,,,0.14,,0.04
NAMIBIA,,0.05,,,0.0,0.0,0.03,0.0,0.01,0.07,0.0,0.01,0.03,0.0,0.06,0.02,0.0,,0.0,,,,0.0,,,0.0
NEPAL,2.21,1.51,1.27,0.99,1.79,2.59,2.39,2.64,1.43,1.42,1.64,1.63,1.61,1.03,0.9,0.75,0.9,0.52,0.41,0.38,0.09,0.09,0.06,0.06,0.21,0.22
NETHERLAND,69.24,89.54,61.18,71.67,87.13,79.13,61.01,58.53,85.77,91.6,85.39,94.68,71.59,59.57,73.86,69.24,44.2,27.4,16.96,17.11,13.11,13.42,8.81,6.7,6.59,5.05
NETHERLANDANTIL,0.07,0.08,0.02,0.06,0.18,0.04,0.13,0.19,0.03,0.01,0.04,0.0,0.19,0.13,0.56,0.06,0.09,0.2,0.02,0.01,0.01,0.01,0.02,,0.09,
NEW CALEDONIA,0.01,0.02,0.02,0.03,0.03,0.05,0.04,0.05,0.13,0.08,0.12,0.09,0.09,0.07,0.12,0.11,0.12,0.08,0.04,0.09,0.04,0.04,0.07,0.06,0.04,0.01
NEW ZEALAND,2.37,3.99,3.31,3.5,4.18,3.91,3.94,4.92,5.23,3.23,1.56,1.74,1.54,1.16,1.94,1.08,1.92,1.03,0.52,0.53,0.46,0.75,0.88,0.79,1.11,1.17
NICARAGUA,,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,0.09,,,,
LIBERIA,0.04,0.12,0.05,0.03,0.04,0.02,0.0,0.02,0.01,0.0,0.0,0.01,,0.0,,0.0,,0.04,,0.01,,0.0,,0.0,0.0,0.01
NIGERIA,0.71,1.09,0.62,1.21,0.75,0.61,1.46,2.04,0.58,1.46,1.58,0.42,0.37,0.05,0.23,0.08,0.03,0.02,0.02,0.21,0.2,0.25,0.02,0.05,0.08,0.04
TONGA,,,,,,,,,,,,,,,,,,,,,,,,,,0.05
LAO PD RP,,0.0,0.0,0.02,0.0,0.0,0.03,,0.0,,,,,,,0.03,,,,,,,,,,
GRENADA,0.01,,,,,0.01,,,,,,,,,0.0,0.0,,,,,,,,,,
GUATEMALA,0.06,0.07,0.06,0.14,0.03,0.12,0.06,0.05,0.07,0.03,0.0,0.05,,0.02,,0.0,0.0,0.0,,,,,0.06,0.03,,
GUINEA,0.34,0.37,0.21,0.48,0.33,0.29,0.41,0.07,0.03,0.12,0.03,0.33,0.12,,0.01,,,,,0.13,0.07,0.01,0.03,0.03,0.08,0.01
GUYANA,0.08,0.09,0.08,0.04,0.09,0.13,0.08,0.14,0.12,0.16,0.13,0.11,0.07,0.06,0.0,0.1,0.08,0.11,0.04,0.1,0.01,0.02,,0.01,0.02,0.0
HONDURAS,0.05,,0.0,0.05,0.08,,,,0.0,0.12,,,,,,,,0.01,0.0,,0.04,0.04,0.11,,,0.04
HONG KONG,4.96,5.96,3.7,7.39,9.18,7.47,10.38,10.23,8.35,7.62,9.19,11.42,8.69,6.92,7.84,5.9,2.23,2.1,1.4,0.8,1.03,0.83,1.87,1.32,0.6,1.96
HUNGARY,0.27,7.69,11.58,9.98,9.97,10.79,14.62,10.16,11.46,13.7,4.89,6.73,1.15,0.29,0.69,0.9,0.67,1.16,1.48,1.12,0.62,0.71,0.66,0.71,0.83,0.74
ICELAND,0.01,0.02,0.02,0.03,0.02,0.06,0.02,0.07,0.03,0.0,0.01,0.01,0.02,0.01,0.01,0.01,0.04,0.01,,0.01,0.02,0.01,0.04,0.08,0.01,
INDONESIA,1.08,0.92,0.55,0.93,1.71,1.22,0.84,0.84,0.36,0.76,0.31,0.15,0.02,0.14,0.02,0.04,0.07,0.42,0.0,0.41,0.08,0.05,0.02,0.05,0.02,0.09
IRAN,0.68,0.0,0.0,,0.07,0.02,0.09,0.39,0.39,0.05,0.01,0.01,0.13,0.17,0.01,0.02,0.28,0.01,0.0,0.14,0.01,,,,,0.01
LATVIA,0.39,0.36,0.07,0.02,0.26,0.36,0.94,0.27,1.18,1.32,0.91,0.48,0.33,0.43,,0.05,0.0,0.0,0.0,,0.0,,0.05,,,
IRAQ,0.02,0.09,0.0,0.03,0.01,0.02,0.04,0.04,0.24,0.02,0.02,0.0,0.07,0.08,0.0,0.1,,,,0.0,,0.16,,0.08,0.16,
ISRAEL,4.83,8.93,7.07,8.65,8.57,8.14,6.19,5.73,7.27,5.94,2.98,3.73,3.97,1.84,2.29,1.78,1.45,1.21,1.17,1.65,1.13,1.47,2.49,2.81,0.47,0.24
ITALY,88.15,90.73,87.01,106.59,121.88,115.64,122.62,119.9,153.61,164.41,142.66,188.51,177.24,167.79,161.22,154.78,123.56,84.34,56.14,52.62,26.44,20.89,11.48,14.66,12.77,9.28
COTE D' IVOIRE,0.34,0.76,0.61,0.56,0.79,0.53,0.43,0.23,0.55,0.23,0.05,0.2,0.04,0.0,0.03,,0.0,,0.0,,,,,,,
JAMAICA,0.0,,0.0,0.0,0.0,0.02,0.0,0.0,0.06,0.0,0.01,,0.06,0.01,,,0.0,0.0,0.0,,,,,,0.01,0.0
JAPAN,21.07,27.78,16.09,22.25,21.72,25.91,21.88,22.62,19.34,16.94,13.79,8.64,3.03,3.51,3.17,2.52,2.18,2.23,1.73,1.55,1.24,1.75,1.74,1.13,1.2,1.07
JORDAN,0.39,0.61,0.82,0.67,0.94,1.65,1.44,3.32,5.09,3.2,1.56,0.66,0.57,0.52,0.49,0.32,0.16,0.19,0.04,0.02,0.02,,0.0,,0.15,0.12
KAZAKHSTAN,0.04,0.01,0.01,0.13,0.38,0.49,0.32,0.24,1.53,0.76,0.58,0.23,0.05,0.0,0.1,0.05,0.03,0.01,0.01,0.02,0.02,,,0.03,0.26,0.06
KENYA,1.11,1.71,0.49,1.68,2.54,3.06,3.8,4.21,3.89,3.57,1.65,0.96,1.49,1.41,0.28,0.79,0.5,1.05,0.35,0.24,0.29,0.22,0.24,0.14,0.38,0.33
KYRGHYZSTAN,0.02,0.11,0.01,0.0,0.07,0.12,0.2,0.32,0.55,0.29,0.14,0.01,0.01,0.02,0.01,0.0,0.03,0.07,0.02,0.06,0.0,0.0,,0.04,0.0,0.0
KOREA RP,12.6,12.71,8.95,18.7,18.31,12.25,9.53,11.1,6.31,3.52,2.42,0.92,0.35,0.56,0.25,0.3,0.53,0.18,0.18,0.07,0.17,0.15,0.07,0.03,0.2,0.54
KUWAIT,0.83,0.94,0.94,1.45,1.97,1.71,1.37,1.49,1.99,1.49,1.07,1.26,1.25,1.2,0.91,1.05,0.99,1.36,0.82,0.62,0.43,0.38,0.42,0.55,0.4,0.29
IRELAND,1.56,2.26,1.77,1.91,2.41,2.81,3.34,3.8,5.03,3.5,3.2,4.83,3.02,3.13,3.06,2.74,2.31,1.55,2.15,1.39,1.29,1.03,1.6,1.07,1.08,0.67
Total,1486.52,1801.19,1319.93,1813.76,1939.41,1915.75,1847.23,1905.92,2076.21,1902.67,1572.29,1641.84,1406.47,1223.72,1190.05,1112.66,911.19,748.84,607.51,508.08,394.8,363.37,349.53,360.16,306.56,253.56
India's Total,298285.79,422004.4,291808.48,313361.04,330078.09,303526.16,275852.43,262291.09,310338.48,314405.3,300400.58,305963.92,249815.55,178751.43,185295.36,163132.18,126414.05,103090.53,83535.94,63842.55,52719.43,43826.72,44560.29,36822.49,33218.72,34784.98
%Share,0.4984,0.4268,0.4523,0.5788,0.5876,0.6312,0.6696,0.7266,0.669,0.6052,0.5234,0.5366,0.563,0.6846,0.6422,0.6821,0.7208,0.7264,0.7272,0.7958,0.7489,0.8291,0.7844,0.9781,0.9228,0.7289
