countries,2022-2023(Apr-Nov),2021-2022,2020-2021,2019-2020,2018-2019,2017-2018,2016-2017,2015-2016,2014-2015,2013-2014,2012-2013,2011-2012,2010-2011,2009-2010,2008-2009,2007-2008,2006-2007,2005-2006,2004-2005,2003-2004,2002-2003,2001-2002,2000-2001,1999-2000,1998-1999,1997-1998
BENIN,,,,,,0.01,,0.02,,,,,,,,0.02,,,,,,,,,,
BANGLADESH PR,,,0.0,0.04,,,,0.09,0.02,0.01,,0.0,0.04,1.38,0.13,0.17,0.49,0.13,0.12,0.16,,0.02,,0.77,0.0,0.0
VIETNAM SOC REP,4.74,1.03,0.85,0.12,,0.71,0.06,,,0.63,0.23,0.45,0.13,0.02,,,,,,,,,,0.01,0.05,0.06
U S A,0.02,0.13,0.01,,,0.0,0.0,0.03,0.0,0.02,0.02,0.02,0.0,,0.02,0.02,0.0,0.0,,0.08,0.02,0.0,0.05,,0.02,
U K,,0.01,0.0,0.0,,,0.0,0.01,0.0,,,0.01,0.0,0.0,0.03,0.0,0.01,0.04,0.01,0.0,0.03,,,0.01,0.0,
U ARAB EMTS,2.38,2.62,1.99,1.31,1.24,1.37,1.33,1.75,3.09,1.82,0.05,0.2,1.06,0.14,1.11,0.43,1.05,0.02,0.01,0.04,0.05,0.22,0.22,0.09,0.11,0.33
TURKEY,,0.02,0.09,3.04,0.11,,0.0,,,,0.01,,,,0.02,,,,,,,,,,,
NORWAY,,,,,,0.0,,,,,0.02,0.0,,,,,,,0.0,0.0,,,,,,
TRINIDAD,,,,,,,,,,,,,,,,,,,,,,,,,,
%Share,0.024,0.0241,0.026,0.0263,0.0195,0.0228,0.0361,0.0215,0.0447,0.0133,0.0093,0.0096,0.0146,0.0094,0.0148,0.0069,0.0107,0.0094,0.0098,0.0106,0.0055,0.0023,0.0065,0.0112,0.004,0.0074
India's Total,298285.79,422004.4,291808.48,313361.04,330078.09,303526.16,275852.43,262291.09,310338.48,314405.3,300400.58,305963.92,249815.55,178751.43,185295.36,163132.18,126414.05,103090.53,83535.94,63842.55,52719.43,43826.72,44560.29,36822.49,33218.72,34784.98
Total,71.58,101.84,75.84,82.51,64.34,69.34,99.57,56.3,138.7,41.92,27.92,29.25,36.49,16.88,27.34,11.3,13.58,9.7,8.22,6.76,2.9,1.0,2.88,4.13,1.33,2.56
