countries,2022-2023(Apr-Nov),2021-2022,2020-2021,2019-2020,2018-2019,2017-2018,2016-2017,2015-2016,2014-2015,2013-2014,2012-2013,2011-2012,2010-2011,2009-2010,2008-2009,2007-2008,2006-2007,2005-2006,2004-2005,2003-2004,2002-2003,2001-2002,2000-2001,1999-2000,1998-1999,1997-1998
LIBYA,0.08,0.36,0.1,0.01,0.11,0.01,,,,0.01,,,0.03,,0.01,,,,,,,,,,,
LITHUANIA,0.11,0.05,0.2,0.01,0.03,0.03,,0.0,,,0.01,0.01,,,,0.0,,,0.02,,,,,,,
MADAGASCAR,0.41,0.28,0.38,0.42,0.16,0.06,0.17,0.41,0.08,0.1,0.15,0.1,0.05,0.07,0.03,0.04,0.0,0.01,0.0,0.01,0.0,,,0.0,0.0,
MALAWI,0.08,0.07,0.27,0.67,0.09,0.05,0.11,0.18,0.06,0.06,0.07,0.05,0.03,0.03,0.04,0.04,0.03,0.0,0.0,0.11,0.02,0.01,0.01,0.01,0.01,0.0
MALAYSIA,3.85,7.6,6.49,6.16,4.46,2.6,4.04,7.21,4.89,2.06,1.55,3.44,0.63,0.75,0.72,0.91,0.39,0.63,0.56,0.26,0.24,3.45,0.1,0.17,0.11,0.23
MALDIVES,0.64,0.66,0.54,0.52,0.55,0.5,0.36,0.28,0.28,0.21,0.32,0.16,0.22,0.23,0.13,0.1,0.08,0.08,0.07,0.09,0.19,0.67,0.52,0.0,0.01,0.04
MALI,0.0,0.02,0.02,0.0,0.02,0.0,0.0,0.04,0.0,,,,,,,,,,0.0,0.0,,,0.0,0.0,,0.0
MALTA,0.0,0.02,0.01,0.01,,,,0.0,,0.01,,,,,,,,,,,,,0.02,,0.0,
MAURITANIA,0.02,0.28,0.01,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,,,,,,,
MICRONESIA,0.0,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,
MAURITIUS,1.08,1.22,1.14,1.11,0.9,0.77,0.71,0.7,0.66,0.56,0.63,0.46,0.24,0.21,0.2,0.24,0.08,0.03,0.0,0.06,0.07,0.06,0.06,0.07,0.08,0.06
MYANMAR,4.52,9.04,4.25,2.56,2.13,0.8,0.56,0.68,0.38,0.55,0.17,0.13,0.12,0.04,0.13,0.04,,0.05,0.0,0.01,0.08,0.04,0.0,0.0,0.01,0.33
JAMAICA,0.35,0.04,0.11,0.04,0.03,,0.0,0.0,,,0.01,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,,,
FINLAND,0.31,0.2,0.12,0.01,0.0,0.03,0.1,0.08,0.03,0.01,,0.02,0.0,1.95,0.16,0.01,,0.01,0.02,0.0,0.0,,,0.05,,
COTE D' IVOIRE,0.4,0.45,0.21,0.25,0.24,0.15,0.02,0.01,0.0,0.01,0.0,0.01,0.03,0.01,0.0,0.03,0.0,0.0,,0.0,0.01,,,,,0.0
ISRAEL,0.61,0.39,0.44,0.35,0.3,0.18,0.21,0.18,0.14,0.2,0.09,0.12,0.03,0.06,0.04,0.39,0.01,0.04,0.01,0.01,0.02,0.0,0.02,0.0,0.04,0.0
FRANCE,1.58,2.2,1.46,1.38,1.03,0.76,0.61,0.36,0.28,0.33,0.37,0.15,0.21,0.25,0.25,0.21,0.21,0.12,0.02,0.11,0.19,0.12,0.07,0.11,0.02,0.04
FR GUIANA,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
GABON,0.01,0.01,0.01,0.0,0.02,0.0,0.0,0.0,,,0.0,,,0.01,,,,,,0.0,,,,,,
GAMBIA,0.07,0.05,0.05,0.05,0.04,0.03,0.01,0.02,0.07,0.0,0.01,0.01,0.03,0.0,0.04,0.02,0.0,0.03,,,,,0.03,,0.0,
GEORGIA,0.23,0.33,0.16,0.11,0.12,0.03,0.03,0.0,0.04,0.01,,,,,,,,,,,,,,,,
GERMANY,1.61,2.73,4.85,1.74,1.66,1.76,1.33,1.66,1.5,1.13,1.14,1.84,1.65,1.0,0.54,0.87,0.91,0.59,0.3,0.31,0.46,0.91,0.07,0.12,0.21,0.32
GHANA,4.83,7.28,4.99,2.66,0.62,0.31,0.29,1.39,0.15,0.24,0.12,0.31,0.1,0.23,0.22,0.21,0.03,0.01,0.02,0.02,0.35,0.03,0.0,0.04,0.01,
GREECE,0.08,0.14,0.15,0.1,0.15,0.06,0.04,0.02,0.45,0.02,0.03,0.06,0.03,0.07,,0.01,0.03,,0.0,0.06,0.07,0.0,,0.02,0.01,0.01
GRENADA,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
GUADELOUPE,,,,,,,,,,,0.01,,,0.0,,,,,,,,,,,,
GUATEMALA,0.13,0.18,0.1,0.08,0.04,0.02,0.0,0.01,,0.0,0.0,0.02,0.0,,,,,,,,,,,,,
GUINEA,0.47,0.62,0.92,0.32,0.2,0.11,0.17,0.2,0.27,0.1,0.05,0.11,0.06,0.07,0.07,0.0,0.02,,0.02,0.04,0.0,0.02,,0.0,0.01,0.0
GUINEA BISSAU,0.02,0.0,0.01,0.0,,0.0,,,,,,,,,,,0.01,,,,,,,,,
GUYANA,0.09,0.05,0.17,0.02,0.02,0.01,0.01,0.0,0.02,0.01,0.0,0.0,0.05,0.02,0.02,0.01,,,,,,,,,,
HAITI,0.17,0.48,0.09,0.06,0.05,0.02,0.04,0.02,,0.11,0.01,,,,0.14,0.03,0.07,,0.02,0.03,,0.0,,,,
HONDURAS,0.06,0.16,0.09,0.06,0.15,0.0,0.0,0.0,,,,0.02,0.01,,,,,,,,,,,,,
HONG KONG,2.05,3.34,2.47,3.17,3.14,2.59,5.48,5.45,1.01,0.95,0.57,0.31,0.28,0.41,0.32,2.09,0.99,0.06,0.29,0.01,0.61,0.21,0.05,0.03,0.01,0.01
HUNGARY,0.08,0.05,0.01,0.02,0.07,0.06,0.02,,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.01,
INDONESIA,1.29,1.48,1.33,0.78,0.62,0.86,0.93,0.64,1.03,1.47,1.26,0.26,0.22,0.11,0.51,0.17,0.07,0.13,0.29,0.17,1.54,0.47,0.03,0.03,0.05,0.03
IRAN,14.11,11.89,34.78,27.18,0.41,1.5,0.31,0.46,0.59,0.19,0.52,0.65,1.76,,0.07,0.14,0.47,5.65,3.86,1.08,0.27,0.34,0.29,0.13,0.04,
IRAQ,4.52,2.79,3.25,1.11,0.51,0.16,0.12,0.18,0.04,0.08,0.01,0.04,0.05,0.07,0.0,0.0,0.0,,,,,,,,,
IRELAND,0.4,0.71,0.48,0.24,0.39,0.29,0.11,0.1,0.1,0.1,0.15,0.16,0.06,0.05,0.03,0.02,0.09,0.02,0.01,,0.0,,,,0.02,
ITALY,1.73,2.4,1.6,1.01,0.59,0.46,0.54,0.44,0.42,0.49,0.73,0.42,0.26,0.33,0.55,0.2,0.27,0.2,0.05,0.06,0.29,0.06,0.05,0.03,0.0,0.04
SAHARWI A.DM RP,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,412.84,596.89,503.76,400.21,326.97,265.6,215.68,206.39,204.03,180.32,155.18,127.67,98.81,79.51,67.26,62.18,36.09,37.96,41.51,36.41,43.97,38.88,29.05,23.28,20.71,16.83
India's Total,298285.79,422004.4,291808.48,313361.04,330078.09,303526.16,275852.43,262291.09,310338.48,314405.3,300400.58,305963.92,249815.55,178751.43,185295.36,163132.18,126414.05,103090.53,83535.94,63842.55,52719.43,43826.72,44560.29,36822.49,33218.72,34784.98
%Share,0.1384,0.1414,0.1726,0.1277,0.0991,0.0875,0.0782,0.0787,0.0657,0.0574,0.0517,0.0417,0.0396,0.0445,0.0363,0.0381,0.0286,0.0368,0.0497,0.057,0.0834,0.0887,0.0652,0.0632,0.0624,0.0484
