countries,2022-2023(Apr-Nov),2021-2022,2020-2021,2019-2020,2018-2019,2017-2018,2016-2017,2015-2016,2014-2015,2013-2014,2012-2013,2011-2012,2010-2011,2009-2010,2008-2009,2007-2008,2006-2007,2005-2006,2004-2005,2003-2004,2002-2003,2001-2002,2000-2001,1999-2000,1998-1999,1997-1998
MEXICO,3.66,3.67,2.99,3.0,3.28,3.67,1.26,1.82,2.37,3.16,8.17,3.27,0.26,0.19,0.27,0.03,0.02,,,,,0.0,,,0.06,
JORDAN,3.91,7.36,5.13,4.4,1.66,3.15,1.61,3.11,4.15,9.01,4.08,6.18,4.35,3.74,3.65,3.56,1.43,1.31,0.32,0.03,0.11,0.13,,,0.03,
FRANCE,0.26,0.6,0.52,0.39,0.24,0.14,0.37,0.21,0.17,0.08,0.22,1.22,0.06,0.01,0.04,0.06,0.0,0.02,,0.01,0.05,0.01,,,,0.08
JAPAN,1.62,1.28,0.25,0.32,0.09,0.12,0.16,0.22,0.19,0.35,0.19,0.14,0.02,0.06,0.09,0.04,0.01,0.08,0.07,0.0,,0.01,0.0,0.0,0.08,
COTE D' IVOIRE,0.13,0.41,0.24,0.25,0.06,0.21,0.11,0.16,0.09,0.29,1.36,2.09,2.21,2.05,1.47,1.26,0.01,0.04,0.04,0.1,,0.01,0.03,,,
GAMBIA,0.04,0.12,0.13,0.04,0.02,0.03,0.02,0.01,0.0,0.09,0.04,0.02,0.04,0.05,,0.03,0.02,0.01,0.01,0.06,,0.01,0.05,,,
GEORGIA,0.15,,0.02,0.0,0.01,0.0,0.14,0.01,0.02,0.02,,0.2,,0.02,,,0.0,,,,,,,,,
GERMANY,1.53,5.88,5.92,9.17,6.41,3.48,3.05,5.79,5.96,5.22,5.74,3.71,0.93,0.97,0.57,0.5,0.16,0.05,0.05,0.14,0.02,0.0,0.05,0.01,0.01,0.02
GHANA,0.83,0.93,0.64,0.28,0.27,0.22,0.29,0.12,0.13,0.24,0.23,0.3,0.19,0.18,0.26,0.1,0.2,0.23,0.71,0.37,0.17,0.11,0.03,0.06,,0.01
GREECE,0.13,0.24,0.17,0.25,0.19,0.16,0.1,0.1,0.05,0.54,0.74,3.47,1.49,0.55,0.31,0.44,0.14,0.1,,,,,,,,0.04
GRENADA,,,0.03,0.0,,,,,,,,,,,,,,,,,,,,,,
GUAM,,0.02,0.02,,,,,,,,,,,,,,,,,,0.01,0.0,,,,
GUATEMALA,0.84,3.17,3.0,1.08,3.93,1.17,1.58,1.36,1.4,1.25,0.95,1.17,0.85,0.91,0.92,0.72,0.55,0.04,0.0,,,,,,,
GUINEA,0.06,0.06,0.26,0.04,0.08,0.07,0.09,0.09,0.08,0.07,0.04,0.11,0.05,0.1,0.1,0.04,0.04,0.05,0.17,0.04,0.03,0.01,0.02,0.02,,
GUYANA,0.02,0.07,0.02,0.04,0.03,0.0,0.02,0.01,0.01,0.0,0.01,0.0,,0.0,0.02,,,,,,,,,,,
HAITI,1.97,2.36,2.39,1.79,1.67,2.27,2.28,0.24,0.08,,0.03,0.05,0.08,0.01,0.2,,,,,0.03,0.01,0.03,,,,
HONDURAS,2.9,6.31,4.15,1.98,2.25,2.34,1.52,2.3,0.56,0.05,0.08,0.04,0.02,0.02,,,,,,,,,,,,
HONG KONG,0.05,0.15,0.14,1.03,0.27,0.4,0.36,0.3,0.23,0.39,0.24,0.61,0.34,0.82,0.55,0.35,0.15,0.02,0.05,0.19,0.14,0.06,0.02,,0.02,0.0
HUNGARY,0.04,0.01,0.0,,0.0,0.0,,0.0,0.0,0.0,0.02,0.03,0.0,,,,,,,,,,,,,
INDONESIA,6.3,9.41,5.85,6.46,6.98,6.08,7.52,6.15,5.86,4.64,4.21,4.48,1.51,1.05,0.5,0.45,0.35,0.54,0.41,0.35,0.08,0.05,0.11,0.06,0.07,0.12
IRAN,1.19,1.83,2.06,6.59,3.21,5.96,10.48,6.11,17.22,18.53,2.25,3.52,1.95,0.56,0.65,0.73,0.64,1.28,0.11,0.05,0.02,0.02,0.32,0.1,0.02,
IRAQ,0.92,0.6,1.01,0.86,0.42,0.95,1.25,0.3,0.1,0.09,0.28,0.62,0.55,0.04,0.1,0.21,0.48,0.02,,,,,,,,
IRELAND,0.1,0.08,0.06,0.06,0.04,0.17,0.06,0.21,0.3,0.28,0.21,0.47,0.36,0.21,0.18,0.31,,,0.01,,0.0,,,,,
ISRAEL,5.94,8.53,5.34,6.44,6.36,6.58,4.9,7.49,7.11,9.45,5.09,5.2,5.39,4.1,3.73,3.51,2.94,2.9,1.24,0.22,0.01,0.0,0.01,0.11,0.06,0.01
ITALY,6.0,5.24,2.88,2.06,2.57,1.76,0.9,0.67,0.77,1.19,0.54,3.11,3.55,2.21,0.76,1.24,0.46,0.15,0.09,0.04,0.09,0.02,0.0,,,
JAMAICA,,0.07,0.07,0.0,0.0,,0.0,0.0,0.03,0.02,0.01,0.0,0.02,,,,,,,0.01,,,,,,
CHRISTMAS IS.,,,,,,,,,,,,,,,,,,,,,,,,,0.01,
Total,380.64,521.21,412.49,366.68,349.87,339.25,305.26,283.67,329.44,346.6,316.33,297.17,198.55,134.71,158.72,72.49,48.66,36.84,21.79,16.79,13.87,8.82,6.54,4.82,6.57,7.72
India's Total,298285.79,422004.4,291808.48,313361.04,330078.09,303526.16,275852.43,262291.09,310338.48,314405.3,300400.58,305963.92,249815.55,178751.43,185295.36,163132.18,126414.05,103090.53,83535.94,63842.55,52719.43,43826.72,44560.29,36822.49,33218.72,34784.98
%Share,0.1276,0.1235,0.1414,0.117,0.106,0.1118,0.1107,0.1082,0.1062,0.1102,0.1053,0.0971,0.0795,0.0754,0.0857,0.0444,0.0385,0.0357,0.0261,0.0263,0.0263,0.0201,0.0147,0.0131,0.0198,0.0222
