countries,2022-2023(Apr-Nov),2021-2022,2020-2021,2019-2020,2018-2019,2017-2018,2016-2017,2015-2016,2014-2015,2013-2014,2012-2013,2011-2012,2010-2011,2009-2010,2008-2009,2007-2008,2006-2007,2005-2006,2004-2005,2003-2004,2002-2003,2001-2002,2000-2001,1999-2000,1998-1999,1997-1998
PUERTO RICO,,0.49,0.17,0.44,0.04,,,0.11,0.04,0.0,,,0.06,0.03,0.04,0.03,,,,,,,,,,
QATAR,2.45,3.25,1.92,2.43,1.7,2.18,0.25,0.06,0.14,0.03,0.04,0.07,0.02,0.28,0.34,0.05,,0.01,0.04,,0.01,0.03,0.02,0.0,,0.22
ROMANIA,0.17,0.22,0.14,0.15,0.17,0.14,0.18,0.15,,0.13,0.03,0.2,0.05,0.05,0.0,,,,0.02,,0.01,,,,,
TURKS C IS,,,,,,,,,,,,,,,,,,,,0.03,,,,,,
THAILAND,6.32,13.15,6.54,6.89,6.66,6.94,5.15,5.83,3.72,3.06,3.13,4.21,3.41,3.77,3.25,2.57,2.17,1.66,1.13,1.03,0.56,0.34,0.08,0.02,0.01,0.02
TONGA,0.0,,0.0,,,0.01,,,,,0.0,0.01,,0.01,,0.02,,,,,0.01,,,,,
MONTSERRAT,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
UNSPECIFIED,,,0.0,0.0,0.01,0.0,0.08,0.01,0.01,0.14,0.1,1.12,0.18,0.06,0.1,,,,0.01,0.01,,,,,,
CUBA,,,,0.09,0.09,0.35,,0.15,0.15,1.13,1.63,0.05,,,0.05,,,,,,,,,,,
DOMINICA,,,,0.03,0.01,,,,,,,0.02,,0.01,0.02,,0.01,,,,,,,,,
NEW CALEDONIA,,,,,,,,,,,,,,,,,,,,,,,,,,
ST LUCIA,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
ST VINCENT,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
ANTIGUA,,,,,0.02,0.0,,,,,,,,,,,,,,,,,,,,
ESTONIA,,,,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,0.0,,
SLOVAK REP,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
KOREA DP RP,,,,,,,0.03,0.03,0.0,0.08,0.01,0.02,,,,,,0.0,0.05,0.13,0.39,0.31,0.08,,,
VANUATU REP,,,,,,0.01,,,,,,,,,,,,,,,,,,,,
SAMOA,,,,,,0.01,,,,,,,,,,,,0.01,,,,,,,,
SAO TOME,,,,,,,0.01,,,0.0,0.0,,,,0.02,,0.01,,0.01,,,,,,,
ALBANIA,,,,,,,,0.0,,0.0,,,,,,,,0.02,0.0,,,,,,,
BELIZE,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,
UNION OF SERBIA &amp; MONTENEGRO,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
PANAMA C Z,,,,,,,,,,,,,,,,,,0.0,,,,,,,,
SAHARWI A.DM RP,,,,,,,,,,,,,,,,,,,0.01,,,,,,,
ANDORRA,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
ICELAND,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
MARTINIQUE,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
TOGO,0.05,0.14,0.16,0.17,0.0,0.04,0.05,0.04,0.05,0.16,0.09,0.4,0.16,0.04,,0.04,0.03,0.26,0.12,0.08,0.03,0.04,0.09,0.04,,
MALTA,,,0.06,,0.0,,,,0.0,,0.09,0.06,0.06,0.0,0.0,,,,,,,0.01,,,0.0,
KYRGHYZSTAN,,,0.0,,,,,,,,,,,,,,,0.01,,,,,,,,
TRINIDAD,0.2,0.26,0.17,0.24,0.16,0.22,0.15,0.25,0.2,0.18,0.41,0.28,0.19,0.08,0.2,0.0,,0.0,0.02,,,0.01,,,,
TUNISIA,0.02,0.19,0.06,0.05,0.03,0.03,0.03,0.09,0.08,0.02,0.02,0.06,0.07,0.38,,0.48,0.9,0.08,0.04,,0.01,0.02,,,,
TURKEY,13.7,18.49,14.3,14.33,12.13,11.64,8.61,8.92,11.66,15.62,17.86,24.19,12.75,5.98,4.64,5.35,2.96,2.04,0.59,0.07,0.01,0.04,,,,
TURKMENISTAN,0.02,0.02,0.0,0.41,,,0.0,,,,0.0,,,0.01,,,,,,0.0,,,,,,
UGANDA,1.21,4.03,2.86,1.4,0.57,0.36,0.59,0.28,0.36,0.19,0.1,0.04,0.03,0.04,0.02,0.13,0.05,0.16,0.0,0.07,0.03,0.06,,0.03,0.19,
U ARAB EMTS,30.37,45.5,28.35,24.61,22.14,18.01,18.0,16.59,14.65,15.99,13.76,13.49,9.06,5.49,5.1,3.67,2.31,1.88,1.57,1.47,1.33,0.75,0.58,0.36,0.41,0.47
U K,3.41,3.88,2.87,2.57,2.48,2.48,2.23,2.14,2.67,2.37,2.62,1.87,2.26,1.1,0.55,0.47,0.17,0.08,0.04,0.06,0.14,0.11,0.04,0.02,0.07,0.05
UKRAINE,0.11,0.86,0.93,0.82,0.81,0.57,0.29,0.22,0.32,0.45,0.45,0.46,0.12,0.02,0.04,0.05,0.03,0.02,0.08,,,0.0,0.02,,,0.05
U S A,44.19,53.51,32.11,31.22,31.88,26.7,20.78,22.75,28.17,28.07,24.97,18.48,16.02,6.96,2.42,1.69,1.59,0.79,1.08,1.01,0.51,0.42,0.46,0.08,0.1,0.22
URUGUAY,0.51,0.62,0.86,0.7,0.82,0.91,0.51,0.84,1.14,0.82,0.98,2.96,0.24,0.47,0.21,0.28,,,,,,,,,,
UZBEKISTAN,0.01,0.01,0.01,0.02,0.01,0.04,0.06,0.02,0.0,,,0.0,0.02,0.0,0.02,0.01,0.0,0.02,0.0,,,,0.01,0.03,,
VENEZUELA,0.36,0.38,0.35,0.33,0.47,0.07,0.08,0.2,0.73,0.21,0.45,0.51,0.27,0.2,0.31,0.26,0.19,,,,0.0,,,,,
VIETNAM SOC REP,6.91,11.29,5.85,6.42,7.26,6.17,7.19,5.68,4.14,3.24,2.05,1.63,1.43,1.91,1.75,1.28,0.87,0.44,0.29,0.55,0.42,0.2,0.01,0.04,,
YEMEN REPUBLC,0.31,0.22,0.52,0.54,0.16,1.18,3.19,1.81,7.5,5.06,5.7,8.4,6.67,4.71,2.71,0.49,0.13,0.0,0.0,0.03,0.02,0.13,,,,0.0
CONGO D. REP.,1.53,0.91,0.89,0.32,0.49,0.28,0.25,0.07,0.26,0.14,0.01,,,,0.04,,,,,,,,,,,
ZAMBIA,0.28,0.22,0.98,0.26,0.14,0.28,0.93,0.09,0.14,0.11,0.23,0.11,0.15,0.24,0.38,0.06,0.03,0.04,,0.02,,0.01,0.01,0.03,0.03,
ZIMBABWE,0.01,0.01,0.04,0.01,0.01,0.03,0.07,0.06,0.08,0.13,0.0,,0.01,0.05,,0.09,0.01,0.07,0.01,0.02,,,,,,
ARUBA,,,0.01,,,,,,,,,,,,,,,,,,,,,,,
BOSNIA-HRZGOVIN,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
C AFRI REP,,,0.0,0.0,,,,,,,,,,,,,,,,,,0.01,,,,
GUINEA BISSAU,,,0.0,,,0.02,0.02,,,,0.01,0.03,,,,0.01,,,0.01,,,0.01,,0.04,,
LESOTHO,,,0.0,,,0.0,,,,0.07,0.03,0.05,0.03,0.01,,,,,,,,,,,,
MOROCCO,0.92,2.08,2.5,1.77,1.12,0.29,0.29,0.33,0.41,0.29,0.52,0.63,0.23,1.2,0.47,0.21,0.04,0.08,0.17,0.01,0.01,0.01,0.0,,0.02,
MOZAMBIQUE,2.11,0.73,0.16,0.34,0.28,0.17,0.76,0.91,0.35,0.75,0.32,0.05,0.09,0.16,0.66,0.15,0.16,0.23,0.12,0.04,0.02,0.01,,0.01,0.03,
MOLDOVA,,0.0,0.0,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,
CAYMAN IS,0.01,0.01,0.01,0.01,0.02,0.01,,,,,,,0.0,,,,,,,,0.0,,,,,
CHAD,0.07,0.06,0.0,0.06,0.01,,0.0,,,,0.01,0.02,,,,,0.0,,,,,0.09,0.01,,,
CHILE,0.23,0.34,0.39,0.28,0.19,0.25,0.05,0.06,0.16,0.07,0.79,0.81,0.19,0.25,0.25,0.07,0.05,,0.04,0.0,,,0.01,,,
TAIWAN,0.9,1.25,0.88,0.77,0.99,1.32,0.83,0.69,0.69,0.57,0.44,0.29,0.59,0.14,0.35,0.4,0.07,0.08,0.09,0.06,0.1,0.13,0.01,0.01,0.01,0.04
CHINA P RP,5.89,5.83,8.13,5.22,4.83,5.13,4.63,3.66,3.02,3.41,4.35,8.63,6.52,4.56,4.65,4.02,2.01,2.84,2.3,0.87,0.12,0.04,0.14,0.05,0.03,0.01
COLOMBIA,5.14,5.22,3.45,2.38,2.65,2.15,1.71,1.71,2.12,1.74,1.49,1.56,1.12,0.77,0.85,0.66,0.9,0.13,0.01,0.02,0.01,0.0,0.0,,,
COMOROS,,0.01,0.02,0.02,,0.03,0.05,0.05,,0.01,,,0.06,0.0,,,0.01,,0.04,0.01,,0.01,,,,
CONGO P REP,0.09,0.11,0.17,0.03,0.15,0.02,0.01,0.02,0.02,0.02,0.01,0.04,0.06,0.14,0.03,0.07,0.12,0.07,0.07,0.05,0.03,0.02,0.16,0.02,0.02,
COSTA RICA,0.12,0.21,0.35,0.35,0.42,0.14,0.15,0.19,0.21,0.37,0.12,0.24,0.12,,0.02,,,,,,,,,,,
CROATIA,0.0,0.05,0.25,0.11,0.05,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,
CYPRUS,,0.0,0.01,0.0,,,,0.07,,,,,,,0.0,,,0.03,0.03,0.02,0.02,0.02,0.02,0.0,,
CZECH REPUBLIC,0.02,0.01,0.01,0.0,0.0,0.01,0.02,0.04,0.02,0.0,0.01,0.03,,,,,,,,,,,,,,
DENMARK,,,0.0,0.04,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,
DJIBOUTI,0.17,0.47,0.01,0.08,0.04,0.18,0.05,0.16,0.24,0.18,0.02,0.05,0.11,0.23,0.09,0.02,0.0,,,0.0,0.0,0.01,0.01,,,
DOMINIC REP,0.66,0.81,1.61,1.08,0.67,0.87,0.93,0.78,0.91,0.74,0.37,0.26,0.17,,,,0.03,0.09,0.09,,,,,,,
ECUADOR,0.55,0.39,0.37,0.28,0.15,0.04,0.07,0.04,0.29,0.11,0.1,0.26,0.1,0.04,0.02,,0.01,0.01,,0.05,0.02,,,,,
EGYPT A RP,10.34,13.34,7.45,6.97,8.54,9.32,8.83,8.69,25.66,33.73,35.53,28.03,13.12,8.65,8.67,6.06,4.82,2.33,0.65,0.45,0.18,0.11,0.02,0.03,,0.0
EL SALVADOR,0.06,0.41,0.54,0.07,0.04,0.02,0.04,,,0.04,0.03,0.07,0.0,,,,,,,,,,,,,
ETHIOPIA,0.78,0.98,0.56,0.76,0.44,1.19,1.1,3.83,1.63,0.35,0.36,0.03,0.12,0.04,0.06,0.06,0.06,0.0,0.0,0.03,0.0,0.02,,0.0,0.0,0.0
ERITREA,0.02,,,,,,,,,0.0,0.0,,0.05,0.01,0.04,0.0,,,,,,,,,,
EQUTL GUINEA,0.24,0.27,0.32,0.32,0.3,0.44,0.34,0.36,0.28,0.21,0.1,0.14,0.06,0.05,0.01,0.04,0.04,,,,0.0,,,,,
CANADA,4.39,5.57,5.55,4.23,3.22,2.32,1.91,1.59,2.2,1.72,1.6,2.92,0.7,0.31,0.13,0.42,0.35,0.18,0.11,0.01,0.0,0.0,0.0,,0.01,
MONGOLIA,,0.0,0.02,,,,,,,,,,,,,,,,,,0.05,,,,,
CAMEROON,2.15,0.93,1.26,0.87,0.39,0.22,0.09,0.2,0.39,0.19,0.31,0.24,0.11,0.18,0.1,,0.0,0.06,0.09,0.08,0.02,0.03,0.0,0.01,,
BELARUS,0.0,,,0.02,0.0,0.02,0.02,,0.09,0.07,0.08,,,0.06,0.03,0.04,,,,,,,,,,
ALGERIA,0.4,0.53,0.78,0.67,0.66,0.63,0.61,0.94,2.24,1.17,2.08,5.67,3.87,2.25,1.75,1.77,0.74,0.9,0.15,0.14,,,,,,
ANGOLA,0.33,0.7,0.41,1.11,0.28,0.29,0.12,0.13,0.19,0.34,0.3,,0.05,0.03,0.18,0.06,0.01,0.03,0.31,0.07,0.13,0.0,0.01,,,
ARGENTINA,6.54,7.21,8.41,5.79,4.05,3.81,3.25,2.74,2.21,2.1,1.58,1.94,1.09,0.76,0.56,0.37,0.16,0.02,,0.0,,,,,,
ARMENIA,0.0,,,,0.0,0.0,,0.01,,0.01,0.0,0.06,,,0.08,0.02,0.0,,0.01,,,,,,,
AUSTRALIA,1.15,2.12,2.35,3.05,2.84,2.95,2.24,2.54,3.55,5.23,4.4,4.92,3.85,2.6,40.29,1.1,0.97,0.48,0.3,0.22,0.2,0.21,0.16,0.2,0.17,0.31
AUSTRIA,0.02,0.02,0.0,0.03,0.03,,,0.0,,0.0,,,0.0,0.01,,,0.0,0.02,,,,,,,,0.0
AZERBAIJAN,,0.0,0.03,0.04,0.08,0.11,0.0,0.39,0.0,,0.1,0.05,0.02,,,,,,,0.0,,,,,,
BAHAMAS,,0.02,0.03,,,0.0,,,,,,,,,,,,,,,,,,,,
BAHARAIN IS,1.71,2.48,1.53,1.94,2.07,1.44,2.2,1.69,2.81,1.4,0.45,0.14,0.1,0.1,0.05,0.04,0.07,0.06,0.02,0.04,0.03,0.06,0.08,0.03,0.02,0.01
BANGLADESH PR,30.17,50.16,38.16,31.7,30.67,31.74,27.32,30.17,42.12,46.54,41.44,16.7,3.75,1.66,2.78,1.24,1.2,0.77,0.42,0.69,0.32,0.29,0.43,0.36,1.26,2.48
BARBADOS,0.0,,,0.0,0.0,,,0.0,,,0.16,0.01,0.0,0.0,0.0,,,0.0,,,,,,,,
BELGIUM,2.25,2.74,1.65,1.4,1.07,0.32,0.48,0.7,0.55,0.71,0.72,0.93,0.53,0.09,0.08,0.37,0.1,0.02,0.03,0.14,0.02,,0.52,,,
BENIN,0.0,0.01,0.0,0.11,0.08,0.03,0.09,0.01,0.07,0.2,0.08,0.28,0.08,0.32,0.13,0.01,0.01,0.0,0.1,0.09,0.04,0.04,0.07,0.06,0.03,
BHUTAN,1.79,2.21,2.35,2.09,1.78,2.31,1.99,1.41,1.04,0.39,0.25,,0.01,0.06,0.05,0.04,0.01,0.1,0.06,0.22,,,,,,0.04
BOLIVIA,,0.0,0.13,0.0,0.01,,,0.0,0.0,,0.03,0.11,0.02,0.06,,,,,,,,,,,,
BOTSWANA,0.0,0.0,0.0,0.0,,,0.0,,,0.06,0.1,0.06,0.02,0.01,0.01,0.01,0.0,,0.0,0.01,,,,,,
BRAZIL,21.91,19.84,23.6,22.76,20.27,20.52,15.91,14.53,13.91,17.07,15.85,16.38,11.66,6.11,4.72,1.49,0.39,0.31,0.3,0.03,0.12,,,,0.01,
BRUNEI,0.0,0.02,0.01,0.01,0.0,0.03,,0.0,,,,,,,,,,,,,,,,,,
BULGARIA,,0.02,0.01,0.03,0.0,0.0,0.16,0.18,0.19,0.09,0.27,0.63,0.13,0.05,,0.07,,,,,,,,,,
BURKINA FASO,,0.0,0.03,0.01,0.01,,0.01,0.0,,0.05,0.04,,0.0,,0.02,,,,0.02,0.21,,,0.02,,,
BURUNDI,0.07,0.06,0.04,0.06,0.04,0.0,0.02,0.01,0.05,0.11,0.02,0.04,0.0,,,,,,,0.01,,0.0,,,,
CAMBODIA,0.15,0.41,0.26,0.16,0.11,0.09,0.0,0.0,0.0,0.01,0.0,0.0,,0.01,,,,,,,,,,,,
FIJI IS,0.04,0.09,0.08,0.04,0.06,0.04,0.05,0.05,0.07,0.07,0.08,0.05,0.04,0.13,0.09,0.09,0.06,0.08,0.05,0.05,0.04,0.03,0.02,0.01,,
FINLAND,0.57,0.01,0.0,,0.21,0.53,0.36,0.46,0.38,,,,0.0,0.04,,,,0.0,,,,,,,,
GABON,0.06,0.02,0.09,0.02,0.01,0.0,0.0,0.02,0.0,,0.0,,,,,,,,,0.02,0.05,0.02,,0.04,,
KAZAKHSTAN,0.18,0.0,0.0,,0.0,0.01,0.0,,,0.02,0.03,,0.0,0.0,,0.01,0.0,0.0,,0.08,,0.01,,,,
KENYA,3.59,7.05,4.74,4.96,4.02,4.06,3.2,2.61,2.9,2.94,2.21,2.1,3.05,0.88,1.89,0.35,0.62,0.16,0.13,0.1,0.04,0.03,0.02,0.03,0.0,0.01
KIRIBATI REP,,0.0,,,,,,,,,,,,0.02,0.01,,,,,,0.01,,,,,
KOREA RP,1.79,4.91,3.77,1.24,0.88,0.67,1.77,0.98,1.1,0.35,0.24,0.36,0.23,0.13,0.05,0.09,0.17,0.17,0.3,0.4,0.05,0.3,0.45,0.44,0.46,0.34
KUWAIT,0.84,3.32,4.94,1.82,0.96,1.34,0.8,0.56,0.22,0.44,0.38,0.6,0.83,0.85,0.65,0.34,0.12,0.23,0.17,0.13,0.08,0.09,0.04,0.01,,0.01
LAO PD RP,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,
LATVIA,0.33,,0.02,,0.0,0.0,,0.0,0.0,,0.0,,,,,,0.0,,,,,,,,,
LEBANON,0.89,2.41,1.63,1.07,1.63,1.13,1.61,1.09,2.1,1.27,1.54,1.17,1.08,0.78,0.43,0.44,0.29,0.15,0.0,,0.02,,,,,
LIBERIA,0.06,0.23,0.13,0.07,0.05,0.02,0.02,0.04,0.06,0.03,0.0,0.04,0.01,0.03,,0.05,0.03,0.01,0.05,0.04,0.04,,0.03,0.01,0.01,
LIBYA,0.29,1.42,1.81,1.5,1.57,1.76,0.6,1.47,0.69,0.84,1.14,0.32,1.13,0.47,0.63,0.36,0.1,,,,,,,,,
LITHUANIA,0.09,0.0,0.0,,0.0,0.0,,,,0.02,,0.04,,0.0,0.05,0.05,,,,,,,,,,
MACEDONIA,,,,,,,,,,,,,,,,,,,,,,0.01,,,,
MADAGASCAR,0.15,0.08,0.13,0.11,0.1,0.1,0.12,0.05,0.09,0.01,0.04,0.02,0.03,0.11,0.13,0.09,0.0,0.02,0.04,0.07,0.12,0.08,,0.19,0.02,
MALAWI,0.06,0.07,0.53,0.07,0.25,0.29,0.57,0.26,0.1,0.16,0.04,0.01,0.0,0.03,0.03,0.0,0.05,0.0,0.08,0.02,0.01,0.02,0.02,0.0,,
MALAYSIA,4.65,6.77,4.75,4.74,5.76,5.73,5.38,3.95,4.52,5.13,5.38,7.85,5.31,3.63,2.72,2.39,1.62,1.05,0.63,0.55,2.31,0.47,0.15,0.05,0.02,0.01
MALDIVES,2.3,2.58,4.44,2.38,1.7,1.45,0.88,1.14,0.76,0.78,0.43,0.61,0.46,0.41,0.27,0.2,0.21,0.12,0.03,0.01,0.01,0.01,0.01,0.0,,0.02
MALI,0.01,0.01,0.0,0.06,,,0.0,0.0,0.02,,0.0,0.05,,,,,0.01,,,0.02,0.02,0.03,,,,
MARSHALL ISLAND,,0.0,,,0.0,0.0,,,,0.0,,0.0,,,,,,,,,,,,,,
MAURITANIA,0.0,0.02,0.0,,,,,0.01,0.03,,0.0,,,,,,0.04,,,0.01,0.04,0.03,,,,
MICRONESIA,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
MAURITIUS,0.82,1.3,1.4,1.31,1.26,1.14,1.13,0.99,0.21,0.25,0.05,0.2,0.41,0.3,0.33,0.31,0.46,0.4,0.18,0.24,0.42,0.25,0.11,0.06,0.05,0.04
MYANMAR,3.01,6.15,4.24,4.06,4.82,0.55,3.84,1.6,0.48,0.66,1.19,1.0,0.23,0.15,0.38,0.31,0.17,0.11,0.06,0.04,,,0.01,0.0,0.01,
