countries,2022-2023(Apr-Nov),2021-2022,2020-2021,2019-2020,2018-2019,2017-2018,2016-2017,2015-2016,2014-2015,2013-2014,2012-2013,2011-2012,2010-2011,2009-2010,2008-2009,2007-2008,2006-2007,2005-2006,2004-2005,2003-2004,2002-2003,2001-2002,2000-2001,1999-2000,1998-1999,1997-1998
SOMALIA,,0.57,0.85,0.03,0.02,0.09,0.09,0.03,,0.0,,,,,,,,0.0,,,,,,,,
FIJI IS,0.0,0.0,0.06,0.0,0.0,0.01,0.0,0.0,,0.02,,,,0.0,0.0,,,0.05,,,,0.02,,,,
FRANCE,0.0,0.0,0.0,,,0.0,,,0.02,,0.0,,,0.0,,0.0,0.0,,0.0,,,,,,,
GABON,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
GAMBIA,,,,,,,0.0,,,,,0.02,,,,,,0.0,,,,,,,,
GEORGIA,,,,0.02,,,0.02,0.01,,,0.01,,,,,,,,0.01,,,,,,,
GERMANY,0.02,0.06,0.02,0.0,0.03,0.07,0.13,0.22,0.12,0.0,0.06,0.04,0.04,0.0,,0.0,0.0,,0.06,0.08,,,,,,
GHANA,0.0,0.02,0.02,0.0,0.0,0.01,0.06,0.0,0.04,0.02,0.04,0.0,,,0.05,0.06,0.04,0.01,0.02,,0.02,,,0.03,,
FINLAND,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
GREECE,0.0,0.0,,,0.07,,,,,,,0.02,,,,,0.0,,,,,,,,,
GUYANA,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,0.0,,,,,,,
HAITI,0.03,,,,,,,,,,,,,,,,,,,,,,,,,
HONG KONG,0.11,0.12,0.13,0.17,0.11,0.1,0.13,0.11,0.07,0.18,0.01,0.07,0.07,0.03,0.02,0.02,0.01,,,0.0,0.01,0.01,,,,
INDONESIA,0.0,,0.02,0.07,0.03,,,,,,,,,,,,,,,,,,,,,
IRELAND,0.01,0.01,0.01,0.0,0.01,0.0,,0.01,0.0,0.0,0.0,0.01,0.01,0.0,0.0,,,,,,,,,,,
ISRAEL,,0.03,,,0.03,0.02,0.03,0.1,,,0.02,,,,,,,,,,,,,,,0.0
ITALY,0.08,0.11,0.07,0.03,0.02,0.0,0.01,,0.01,0.01,0.02,,,,0.0,0.0,0.15,,,,,0.01,,,,
GUINEA,0.01,0.0,0.0,0.03,0.0,0.0,,0.01,,,,,0.0,,,,,,,,,,,,,
COTE D' IVOIRE,,0.0,,,,0.0,0.0,0.0,0.0,0.02,,,,,,0.0,,,,,,,,,,
EQUTL GUINEA,0.0,0.0,0.0,,,0.0,,,,0.02,,,,,,,,,,,,,,,,
DENMARK,,0.0,,,,,,,,,0.02,,,,,,,,,,,,,,,
ARGENTINA,,,,,,,,,,,,,,,0.02,,,,,,,,,,,
AUSTRALIA,1.2,1.79,1.44,1.08,0.87,0.84,0.55,0.52,0.49,0.54,0.3,0.37,0.19,0.26,0.11,0.03,0.05,0.01,0.04,0.01,0.0,0.01,,,,
BAHARAIN IS,0.04,0.06,0.04,0.04,0.06,0.1,0.05,0.06,0.03,0.01,0.02,0.02,0.02,,,0.0,,,0.0,0.0,,,,,,0.01
BANGLADESH PR,,0.06,0.12,0.0,0.0,0.0,0.49,0.01,0.03,0.06,0.04,0.01,0.02,0.05,0.05,,0.0,0.01,0.02,0.3,0.0,0.04,0.09,,0.07,0.07
BELGIUM,0.0,0.01,,0.0,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,
BENIN,0.0,0.0,0.0,0.01,,,0.09,0.0,,0.0,0.01,0.0,,0.0,0.02,,,,,,,,,,,
BHUTAN,3.0,2.89,1.71,2.06,1.54,0.94,1.24,1.05,0.25,0.59,1.16,0.8,0.54,0.72,0.17,0.12,0.06,0.62,1.26,0.78,0.7,,0.0,0.04,0.01,0.05
DJIBOUTI,,6.34,,,,,,,,0.01,,,0.01,,,,,,,,,,,,,
BRUNEI,0.0,0.0,0.01,0.02,0.0,,0.01,,0.01,0.0,,0.0,0.0,0.01,0.01,,,,,,,0.01,,,,
CANADA,1.46,1.86,1.89,1.39,0.82,0.62,0.62,0.56,1.19,0.92,1.33,0.74,0.78,0.88,0.64,0.54,0.37,0.1,0.02,0.02,0.01,0.01,0.0,,0.02,
CHILE,0.05,0.0,0.07,0.0,0.06,0.06,0.03,0.03,0.06,0.04,0.12,0.06,0.04,0.0,,,,,,,,,,,,
TAIWAN,0.0,0.0,0.0,,0.0,0.0,0.03,,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,
CHINA P RP,0.02,0.15,0.17,0.13,0.02,0.15,0.07,0.1,0.03,0.07,0.0,,0.0,0.0,0.03,,0.01,,,,,0.0,,,0.0,0.0
CONGO P REP,,0.0,0.02,0.03,0.0,0.0,,,,0.01,0.01,0.01,0.01,0.01,0.03,0.01,,0.01,,,,,,,,
CYPRUS,0.01,0.01,0.0,0.01,0.0,0.0,,,,,,,,,,,,,,,,,,,,
CZECH REPUBLIC,,0.0,,,,,0.02,,,0.03,,,,,,,,,,,,,,,,
CAMBODIA,0.0,0.01,,,0.0,0.0,,0.01,0.01,,,0.01,0.01,,,,,,,,,,,,,
JAMAICA,0.0,,0.0,0.0,0.0,,,0.0,,,,,,,,,,0.01,,,,,,,,
JAPAN,0.06,0.06,0.11,0.05,0.07,0.03,0.01,0.03,0.05,0.01,0.01,0.01,0.01,0.0,0.0,,,,0.0,0.0,,,,,,0.0
KENYA,0.02,0.03,0.01,0.01,0.01,0.01,0.01,0.0,0.01,0.0,0.03,,0.03,0.02,,0.01,,,0.01,0.0,0.0,0.01,,,0.01,0.02
NORWAY,0.01,0.01,0.03,0.01,,0.0,0.0,0.0,,,,0.0,0.0,0.01,0.0,,0.0,0.0,,,,,,,,
OMAN,0.11,0.26,0.26,0.19,0.16,0.15,0.26,0.1,0.16,0.11,0.04,0.05,0.06,0.0,0.0,,0.03,0.16,0.0,0.01,0.01,,,,,0.01
PANAMA REPUBLIC,0.01,0.0,0.0,0.0,0.01,0.0,,,,,0.03,0.04,,,,,,0.04,,,,,,,,
PAPUA N GNA,,,0.0,,0.0,0.04,0.01,,,0.05,0.02,,,,,,,,,,,,,,,
PHILIPPINES,0.05,0.1,0.08,0.2,0.04,0.07,0.01,0.01,0.01,0.0,0.01,0.01,0.0,0.01,0.01,0.0,0.01,0.02,,,,0.01,,,,0.0
POLAND,0.01,,0.0,0.0,0.0,0.0,,0.0,,0.02,0.02,0.02,0.0,0.0,,,,,,,,,,,,
PORTUGAL,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
NIGERIA,0.08,0.02,0.0,0.01,0.01,0.11,0.04,0.0,0.0,0.02,0.0,0.0,,,,,0.0,,,,,,,,,
QATAR,0.13,0.18,0.11,0.37,1.3,1.44,0.31,0.2,0.08,0.01,0.02,0.0,0.01,0.0,,,0.05,0.02,0.02,,,,0.01,0.01,,
RUSSIA,0.03,0.01,0.0,0.0,,0.0,0.0,0.0,0.02,,0.02,,,,0.0,,0.05,,,,,,,0.05,,0.25
RWANDA,,0.0,0.0,0.0,0.0,,,,0.01,,,,,,,,,,,,,,,,,
SAUDI ARAB,0.39,0.37,0.13,0.5,0.29,0.36,0.24,0.04,0.05,0.0,0.05,0.01,0.42,0.04,,,0.24,0.32,0.03,0.03,0.01,0.03,0.05,0.05,,
SENEGAL,0.0,0.0,,,0.0,0.02,,,,0.0,0.04,,,,,,,,0.01,,,,,,,
SEYCHELLES,0.06,0.11,0.06,0.02,0.02,0.03,0.05,0.0,0.04,0.03,0.01,0.01,0.01,0.01,0.01,0.0,,,,,,,,,,
SIERRA LEONE,0.0,0.0,0.0,0.0,0.0,0.01,0.01,,0.01,0.01,0.0,,,,0.01,,,,,,,,,,,
SINGAPORE,0.48,0.9,0.79,0.9,0.95,0.92,1.03,1.19,0.93,0.46,0.29,0.13,0.09,0.1,0.17,0.08,0.04,0.01,0.01,0.0,0.01,0.05,,,0.01,
REUNION,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.04,0.01,0.04,0.05,0.01,0.0,0.04,,,,,,,,,,,,
NEW ZEALAND,0.58,0.63,0.36,0.37,0.31,0.38,0.21,0.22,0.31,0.23,0.22,0.13,0.06,0.04,0.06,0.03,0.03,0.0,0.01,0.0,,,0.01,,,
NETHERLANDANTIL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,
NETHERLAND,0.15,0.45,0.16,0.02,0.03,0.0,0.0,,0.0,0.01,,0.0,0.0,,0.03,0.03,1.0,0.07,0.05,0.1,,,0.08,,,
KYRGHYZSTAN,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
KOREA RP,0.0,0.01,0.05,0.09,0.21,0.03,,0.0,0.0,0.01,0.01,,0.02,,,,,,,,,,,,,
KUWAIT,0.21,0.25,0.18,0.21,0.26,0.19,0.11,0.13,0.08,0.07,0.27,0.03,0.03,0.01,0.02,0.0,0.03,0.0,,0.0,,,0.11,,0.02,
LIBERIA,0.03,,,0.0,0.01,,0.01,0.01,,0.01,0.0,,,,,,0.0,0.0,,,,,,,0.0,
LIBYA,,0.05,,,,,,0.02,,,,,,,,,,,,,,,,,,
MADAGASCAR,,,0.05,0.0,,0.0,,,0.03,,,0.01,,,,,,,,,,,,,,
MALAWI,0.0,0.01,0.0,0.02,0.0,0.0,0.0,0.0,0.01,0.0,0.0,,,,,,,,0.0,,,,,,,
MALAYSIA,0.15,0.29,0.19,0.18,1.44,0.07,0.05,0.13,0.06,0.04,0.09,0.02,0.03,0.05,0.04,0.02,0.0,0.01,0.02,0.01,,,,,,
MALDIVES,0.96,0.85,0.88,0.6,0.49,0.43,0.3,0.13,0.14,0.23,0.4,0.15,0.12,0.27,0.14,0.04,0.03,0.1,0.04,0.06,0.13,0.16,0.02,,,
MAURITIUS,0.02,0.03,0.06,0.12,0.05,0.03,0.03,0.04,0.21,0.05,0.04,0.02,0.03,0.03,0.05,,0.03,0.04,0.01,,,,,,,0.0
MYANMAR,,0.04,0.01,0.01,0.02,0.03,0.04,0.02,0.05,0.02,0.01,,,,,,,,,0.03,,,,,,0.03
MOROCCO,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
MOZAMBIQUE,0.01,0.0,0.35,0.0,0.02,0.01,0.01,0.01,0.03,0.0,0.0,0.0,,,0.01,,,0.01,0.0,,,,,,,
NEPAL,4.67,2.84,2.29,4.43,5.5,5.64,2.78,3.01,1.56,1.86,0.95,0.36,0.38,0.24,0.36,0.2,0.27,0.28,0.23,0.08,0.2,0.08,0.12,0.0,0.0,0.04
SOUTH AFRICA,0.13,0.33,0.36,0.33,0.34,0.22,0.18,0.18,0.1,0.09,0.13,0.02,0.02,0.05,0.03,0.02,0.0,0.14,0.11,0.01,,,,,,
COLOMBIA,,,,,,,,,,,,,,,,,0.02,,,,,,,,,
%Share,0.0102,0.0108,0.0079,0.0068,0.0073,0.0063,0.0052,0.0051,0.0042,0.0037,0.0032,0.0024,0.0027,0.0032,0.0025,0.0017,0.0033,0.0028,0.0039,0.003,0.0025,0.0016,0.0013,0.0008,0.0007,0.0019
India's Total,298285.79,422004.4,291808.48,313361.04,330078.09,303526.16,275852.43,262291.09,310338.48,314405.3,300400.58,305963.92,249815.55,178751.43,185295.36,163132.18,126414.05,103090.53,83535.94,63842.55,52719.43,43826.72,44560.29,36822.49,33218.72,34784.98
Total,30.51,45.71,23.12,21.16,24.08,18.97,14.48,13.43,12.99,11.59,9.68,7.33,6.69,5.74,4.72,2.72,4.21,2.9,3.25,1.9,1.3,0.71,0.57,0.29,0.24,0.64
