countries,2022-2023(Apr-Nov),2021-2022,2020-2021,2019-2020,2018-2019,2017-2018,2016-2017,2015-2016,2014-2015,2013-2014,2012-2013,2011-2012,2010-2011,2009-2010,2008-2009,2007-2008,2006-2007,2005-2006,2004-2005,2003-2004,2002-2003,2001-2002,2000-2001,1999-2000,1998-1999,1997-1998
BAHARAIN IS,0.21,0.36,0.33,0.3,0.43,0.62,0.62,0.49,0.42,0.38,0.31,0.39,0.16,0.12,0.04,0.02,0.03,0.05,0.02,0.01,0.0,0.01,0.0,0.0,,0.0
BANGLADESH PR,6.05,6.18,6.81,4.66,4.16,3.0,1.84,1.29,0.59,0.34,0.19,0.07,0.06,0.0,0.0,0.0,0.0,0.03,0.0,0.0,,,0.01,,0.0,
BELGIUM,0.03,0.02,0.01,0.01,0.0,0.02,0.05,0.15,0.09,0.01,0.01,0.08,0.02,,0.01,0.0,0.01,0.0,0.02,0.05,,,0.06,0.01,,
MAYOTTE,0.01,,0.0,,,,,,,,,,,,,,,,,,,,,,,
NEW CALEDONIA,0.01,0.01,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
BENIN,0.0,0.01,0.0,0.05,0.0,0.0,0.0,0.02,,0.0,0.0,0.0,0.01,0.09,0.0,,,0.0,,0.0,,,,,,
BOTSWANA,0.01,0.02,0.0,0.0,,0.0,,0.0,0.01,,,,0.0,,0.0,0.0,0.0,,,,,,,,,
BRAZIL,,0.0,,0.06,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
BRUNEI,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,,,,,,,0.0,,,,,,,,
BULGARIA,0.02,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,
BELARUS,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,
CAMBODIA,0.07,0.07,0.06,0.11,0.12,0.09,0.01,,,,,,,,,0.0,,,,,0.0,,,,,
CAMEROON,0.06,0.0,0.01,0.0,0.01,0.0,0.0,0.0,,,0.0,,0.0,,0.01,0.0,0.0,0.0,,,,,,,,
CANADA,2.65,2.23,2.99,2.12,1.65,1.46,1.07,1.0,0.98,1.14,0.99,0.61,0.63,0.97,0.51,0.24,0.44,0.35,0.25,0.22,0.19,0.07,0.02,0.02,0.02,0.02
BHUTAN,0.44,0.39,0.33,0.12,0.09,0.05,0.02,0.12,0.02,0.07,,0.01,,,0.01,,,,,,,,,,,
GERMANY,0.96,1.28,1.51,0.58,0.46,0.39,0.46,0.27,0.18,0.26,0.16,0.26,0.18,0.16,0.23,0.16,0.1,0.17,0.04,0.03,0.02,0.03,0.03,0.04,0.01,
GEORGIA,0.01,0.01,0.01,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
GREECE,0.07,,0.02,0.05,0.03,0.03,0.02,0.01,0.0,,0.0,0.0,,,0.0,0.01,0.01,0.0,,,,0.0,,,,
LEBANON,0.06,0.07,0.14,0.12,0.1,0.14,0.2,0.17,0.1,0.14,0.1,0.1,0.04,0.0,,,0.0,0.0,,,,,,,,
LIBERIA,0.01,0.0,0.01,0.02,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,0.0,,,,,,
LIBYA,,0.03,0.03,0.01,,,,0.01,,0.0,,,0.0,,,,,,,,,,,,,
LITHUANIA,0.03,,,0.0,,,,,0.0,,,,,0.01,,,,,,,,,,,,
MADAGASCAR,0.03,0.05,0.06,0.02,0.04,0.0,0.16,,0.0,0.0,0.0,,,,,,,,,,,,,,,
MALAWI,0.0,0.01,0.02,0.01,0.02,0.01,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,
MALAYSIA,1.39,1.32,0.92,0.56,0.17,0.31,0.89,0.76,0.96,1.03,0.65,0.31,0.07,0.07,0.02,0.07,0.03,0.27,0.0,,0.02,0.03,0.0,0.1,0.07,0.05
MALDIVES,0.07,0.08,0.05,0.11,0.08,0.05,0.04,0.04,0.04,0.01,0.01,0.01,0.01,0.01,0.0,0.0,,,,,0.0,0.0,0.0,,,
MALI,0.0,0.0,0.0,0.0,0.01,,0.0,,,,,,0.0,,,,,,,,,,,,,
MALTA,0.01,0.0,,,,,,,,,,0.0,,,0.0,,,0.02,,0.0,,,,,,
MAURITANIA,0.0,0.0,0.0,0.0,,,,,,,,,,0.05,,,,,,,,,,,,
MAURITIUS,0.25,0.29,0.36,0.3,0.33,0.32,0.22,0.22,0.15,0.12,0.07,0.01,0.01,0.01,0.02,0.06,0.01,0.01,0.02,0.01,,,,0.0,0.0,0.01
MEXICO,0.01,,0.01,,0.0,0.0,,,,,,0.0,,,0.01,,,,,,,,,,,
MONGOLIA,0.01,0.01,0.0,,,,,0.01,,0.0,,,,,,,,,,,,,,,,
MONTSERRAT,,,,,,,,,,,,,,,,,,,,,,,,,,
MOROCCO,0.1,0.09,0.06,0.04,0.06,0.05,0.13,0.08,0.08,,,0.0,,,,,,,,,,,,,,
MOZAMBIQUE,0.01,0.01,0.01,0.0,0.0,0.01,0.0,0.02,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,0.0,,,,
NEPAL,2.13,3.61,3.7,2.31,2.2,2.44,2.98,2.71,2.18,1.31,0.97,1.52,4.73,0.45,0.26,0.2,0.11,0.19,0.28,0.22,0.05,,0.04,0.03,0.0,0.0
NETHERLAND,1.13,1.93,1.69,0.77,0.83,0.68,0.13,0.28,0.07,0.13,0.12,0.08,0.02,0.03,0.07,0.12,0.01,0.07,0.01,0.0,,,0.0,0.01,,0.0
LATVIA,,0.01,0.02,0.01,0.01,0.02,0.0,,0.05,,,,,,,,,,,,,,,,,
KUWAIT,1.18,1.57,1.59,1.35,1.22,1.48,1.63,1.44,1.17,0.8,0.78,0.83,0.28,0.33,0.1,0.1,0.08,0.05,0.05,0.02,0.02,0.01,,,0.06,0.02
KOREA RP,0.03,0.23,0.47,0.03,0.18,0.07,0.0,0.0,0.16,0.01,0.12,0.01,0.02,0.04,,,0.0,,0.0,0.45,0.23,,,,,
KYRGHYZSTAN,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,0.0,,,,,,,,,,,
GUINEA,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.02,0.0,,0.02,0.0,0.01,0.0,0.0,0.0,0.0,,,,
GUINEA BISSAU,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,
HONG KONG,0.16,0.29,0.25,0.25,0.3,0.26,0.27,0.16,0.52,0.22,0.71,0.64,0.54,0.41,0.39,0.45,0.29,0.38,0.27,0.07,0.03,,0.1,0.12,0.01,0.0
HUNGARY,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,
INDONESIA,0.15,0.24,0.16,0.22,0.14,0.23,0.19,0.02,0.07,0.16,0.34,0.4,0.08,0.72,0.0,,,0.05,,,,,,,,
IRAN,,0.01,,,0.01,,,0.02,,,,0.02,0.28,,,,,,0.0,0.0,0.0,,,,,
GHANA,0.2,0.14,0.21,0.07,0.12,0.1,0.19,0.06,0.06,0.02,0.04,0.09,0.09,0.1,0.02,0.0,,,,,,,,,,
IRELAND,0.2,0.21,0.03,0.01,0.02,0.04,0.11,0.07,0.15,0.1,0.1,0.09,0.02,0.05,0.0,0.0,,,0.0,,,,,,,
IRAQ,0.24,0.69,0.61,0.24,0.37,0.03,0.05,0.04,0.08,,,0.01,0.16,,0.0,,,,,,,,,,,
ITALY,0.13,0.06,0.02,0.02,0.04,0.04,0.04,0.04,0.03,0.05,0.03,0.03,0.05,0.03,0.1,0.03,0.0,0.0,0.01,,0.0,,0.0,,,
COTE D' IVOIRE,0.05,0.05,0.04,0.04,0.03,0.01,0.0,0.02,0.0,,,,0.0,0.02,,0.0,,,,,,,,,,
JAMAICA,0.0,,0.0,0.0,0.0,,,0.0,,,,0.0,,,0.0,,,,,,,,,,,
JAPAN,0.15,0.15,0.29,0.11,0.12,0.1,0.17,0.22,0.17,0.14,0.12,0.02,0.04,0.03,0.08,0.03,0.08,0.12,0.04,0.3,0.1,0.07,0.14,0.07,0.07,0.09
JORDAN,0.92,0.83,1.05,1.21,0.59,0.27,0.36,0.38,0.31,0.44,0.19,0.19,0.09,0.05,0.03,0.05,0.0,,,,,0.0,0.01,,,
KAZAKHSTAN,0.0,,,,,,,0.0,0.0,,,,0.0,0.04,,,,,,,,,,,,
KENYA,0.12,0.18,0.16,0.15,0.3,0.24,0.12,0.06,0.08,0.05,0.04,0.03,0.02,0.02,0.03,0.01,0.01,0.0,0.0,0.01,,0.0,,0.0,0.0,
KIRIBATI REP,0.0,0.0,,,0.01,,,,,,,,,,,,,,,,,,,,,
ISRAEL,0.13,0.16,0.11,0.29,0.3,0.17,0.11,0.24,0.01,,0.01,0.0,0.02,,0.0,0.0,0.01,,,,0.01,,,,,
MARTINIQUE,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
%Share,0.0214,0.0188,0.0281,0.0225,0.0191,0.0187,0.02,0.017,0.0127,0.0115,0.0079,0.0072,0.0077,0.0087,0.0055,0.0066,0.0052,0.0059,0.0038,0.0044,0.0039,0.0028,0.0039,0.0037,0.0027,0.0031
India's Total,298285.79,422004.4,291808.48,313361.04,330078.09,303526.16,275852.43,262291.09,310338.48,314405.3,300400.58,305963.92,249815.55,178751.43,185295.36,163132.18,126414.05,103090.53,83535.94,63842.55,52719.43,43826.72,44560.29,36822.49,33218.72,34784.98
Total,63.72,79.19,82.0,70.45,63.11,56.71,55.07,44.48,39.39,36.02,23.78,21.91,19.12,15.49,10.17,10.69,6.64,6.13,3.14,2.84,2.08,1.22,1.74,1.37,0.89,1.08
