countries,2022-2023(Apr-Nov),2021-2022,2020-2021,2019-2020,2018-2019,2017-2018,2016-2017,2015-2016,2014-2015,2013-2014,2012-2013,2011-2012,2010-2011,2009-2010,2008-2009,2007-2008,2006-2007,2005-2006,2004-2005,2003-2004,2002-2003,2001-2002,2000-2001,1999-2000,1998-1999,1997-1998
BENIN,0.0,0.02,0.03,0.01,0.0,0.01,0.0,0.02,0.0,0.05,0.0,0.01,0.01,0.0,0.1,0.09,,,,,,,0.0,0.0,,
BERMUDA,,0.0,,,0.0,,,,,0.01,,,,,0.0,0.03,0.08,0.0,0.0,,,,,,,
BHUTAN,2.86,3.84,2.06,1.84,2.14,0.71,0.39,0.23,0.31,0.33,0.11,0.31,0.17,0.25,0.13,0.01,0.02,0.06,0.11,0.21,,,,0.0,0.01,0.01
BOLIVIA,0.0,0.0,0.01,,0.0,,0.01,0.01,0.0,0.01,0.01,0.01,,0.01,,0.01,,,0.0,,,,,,,
BOTSWANA,0.02,0.01,0.01,0.12,0.21,0.03,0.08,0.0,0.02,0.19,0.17,0.29,0.1,0.01,0.02,0.02,0.01,0.12,0.0,,,0.0,,,,
BRAZIL,0.31,0.36,0.26,0.67,0.41,0.57,0.39,0.56,0.67,0.74,0.74,0.94,1.18,0.6,0.5,0.4,0.22,0.14,0.15,0.03,0.0,0.02,0.03,0.0,0.01,0.0
BRUNEI,0.02,0.02,0.04,0.01,0.03,0.03,0.03,0.07,0.09,0.17,0.22,0.04,0.02,0.02,0.01,0.09,0.03,0.08,0.0,,,0.0,,,,0.0
BULGARIA,0.07,0.16,0.08,0.31,0.11,0.01,0.03,0.02,,0.1,0.02,0.01,0.05,0.08,0.01,0.07,0.03,0.03,,0.01,0.0,,,,0.01,
BURUNDI,,0.0,0.0,0.01,0.0,0.0,0.02,0.0,0.01,0.02,,0.01,,0.01,0.08,0.0,0.01,,0.0,,,,,,,
FINLAND,0.17,0.96,1.01,0.6,0.49,0.6,0.72,0.74,1.13,2.01,2.48,2.75,3.54,3.65,4.34,5.63,2.82,1.27,0.87,0.49,0.08,0.11,0.0,0.0,,
EQUTL GUINEA,0.06,0.05,0.04,0.11,0.13,0.19,0.03,0.11,0.16,0.14,0.17,0.03,0.03,0.01,,0.09,,,,0.0,,0.02,,,,
FRANCE,40.29,79.72,62.55,62.42,60.48,48.52,45.96,36.94,37.83,32.72,37.55,34.5,36.69,24.29,28.85,38.16,26.8,16.61,17.56,8.75,3.94,2.92,1.64,1.35,0.96,0.37
JAPAN,1.11,2.32,1.72,2.2,2.02,1.77,1.57,2.12,1.79,2.95,5.61,2.29,1.8,1.29,0.93,0.96,0.68,0.53,0.5,0.41,0.2,0.29,0.3,0.04,0.05,0.06
JORDAN,0.05,0.07,0.01,0.28,0.3,0.02,0.07,0.09,0.08,0.31,0.12,0.1,0.11,0.11,0.08,0.14,0.27,0.18,0.07,0.04,0.02,,0.02,,,
KAZAKHSTAN,0.01,0.02,0.0,0.01,0.0,0.06,0.1,0.09,0.15,0.47,0.33,0.37,0.12,0.07,0.01,0.05,0.0,0.02,0.01,0.01,0.0,0.0,,,,
KENYA,0.8,1.47,0.77,0.8,1.0,0.84,0.96,1.25,1.44,1.18,1.0,1.18,0.95,0.65,0.59,1.01,0.23,0.18,0.67,0.15,0.12,0.04,0.01,0.06,0.1,0.07
KIRIBATI REP,,0.0,,,,,,,,,,,,,0.05,,,,,,,,,,,
KYRGHYZSTAN,,,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.06,0.02,0.0,0.0,0.0,0.0,0.01,,,,,
KOREA RP,0.93,1.74,1.31,1.42,1.97,2.42,2.26,1.93,1.45,1.77,1.63,0.54,0.55,0.41,0.33,0.31,0.18,0.37,13.15,0.09,0.05,0.0,0.2,,0.01,
KUWAIT,2.07,2.52,2.37,2.09,2.14,3.84,3.09,2.68,2.65,2.63,0.93,1.04,1.52,1.14,1.14,1.05,1.51,1.38,0.98,1.17,0.22,0.24,0.2,0.31,0.25,0.2
LAO PD RP,,0.0,,,,,0.0,,,,,,,0.0,0.0,,0.01,0.02,,,,,,,,
LATVIA,0.1,0.14,0.15,0.09,0.22,0.21,0.1,0.19,0.17,0.26,0.22,0.15,1.34,0.12,0.12,0.08,0.08,0.04,0.01,,0.0,,,,,
LEBANON,0.07,0.19,0.06,0.1,0.41,0.33,0.34,0.36,0.3,0.38,0.34,0.41,0.62,0.41,0.6,0.33,0.25,0.19,0.22,0.1,0.04,0.05,0.01,,0.0,0.0
LIBERIA,0.09,0.06,0.13,0.05,0.04,0.02,0.02,0.02,0.03,0.07,0.09,0.0,0.0,0.05,0.05,0.06,0.05,0.08,0.03,0.01,0.0,0.01,0.05,0.01,,
JAMAICA,0.24,0.35,0.37,0.47,0.37,0.37,0.49,0.41,0.38,0.36,0.32,0.28,0.39,0.36,0.91,0.23,0.2,0.12,0.15,0.13,0.04,0.05,0.02,,0.01,
LIBYA,0.12,0.03,0.06,0.03,0.09,0.04,0.04,0.05,0.2,0.1,0.08,,0.06,0.2,0.21,0.06,0.09,0.01,0.03,0.04,0.02,,,,,
LUXEMBOURG,0.01,0.02,0.02,0.03,0.1,0.05,0.12,0.14,0.06,0.01,0.09,0.09,0.14,0.26,0.17,0.08,0.04,0.01,0.05,0.01,0.01,,,,,
MACAO,1.76,0.02,,,0.01,0.01,0.2,0.05,,,0.0,,,,,0.03,0.02,,0.0,,,,,,0.0,
MACEDONIA,0.0,0.0,0.02,,0.0,0.07,,,,,,,,,,,,,,,,,,,,
MADAGASCAR,0.02,0.05,0.09,0.09,0.05,0.27,0.21,0.18,0.02,0.23,0.62,0.72,0.44,0.37,0.25,0.05,0.01,0.01,0.05,0.08,0.01,0.0,,,0.0,
MALAWI,0.12,0.12,0.06,0.1,0.1,0.12,0.08,0.12,0.07,0.11,0.03,0.1,0.01,0.07,0.0,0.02,0.05,0.04,0.01,0.0,0.02,,0.14,,,0.03
MALAYSIA,1.72,4.48,0.84,2.63,3.32,1.13,2.42,2.63,2.51,2.87,1.51,1.07,1.03,1.03,0.59,0.84,0.43,0.21,0.24,0.15,0.03,0.07,0.08,0.01,0.08,0.01
MALDIVES,1.25,1.16,2.95,0.71,0.64,0.19,0.42,0.41,0.65,0.48,0.06,0.11,0.07,0.15,0.07,0.11,0.05,0.07,0.06,0.05,0.07,0.02,0.04,0.0,0.02,0.01
MALI,0.01,0.01,0.04,0.04,0.03,0.01,,,0.0,0.04,0.0,,0.0,0.0,,0.01,,0.01,,,,,0.02,0.02,0.0,
MALTA,0.09,0.33,0.13,0.2,0.26,0.3,0.22,0.3,0.16,0.22,0.15,0.19,0.32,0.14,0.51,0.57,0.3,0.25,0.46,0.18,0.06,0.02,0.02,,,0.01
MARTINIQUE,0.12,0.01,,0.03,0.03,0.0,0.0,0.01,,,0.0,0.06,0.06,0.02,0.11,0.12,0.03,0.04,0.02,,0.01,0.04,,,,
MAURITANIA,0.09,0.04,0.06,0.08,0.02,0.04,0.01,0.02,0.07,0.01,,0.03,0.04,,0.0,0.05,0.0,,,,,,,,,
MICRONESIA,0.0,0.01,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
LITHUANIA,0.09,0.29,0.07,0.06,0.03,0.01,0.01,0.05,0.09,0.14,0.1,0.06,0.03,0.03,0.03,0.09,0.02,0.06,0.02,,,,,,,
COTE D' IVOIRE,0.04,0.06,0.1,0.09,0.06,0.01,0.01,0.01,0.04,0.05,0.02,0.01,,0.05,0.0,0.02,,,0.01,,,0.01,,0.01,,
ITALY,7.57,14.12,10.02,9.2,9.86,6.78,7.53,7.77,8.1,7.12,5.63,9.98,14.86,11.68,14.82,22.08,19.45,15.77,16.49,7.44,2.56,2.48,1.34,0.65,0.6,0.16
ISRAEL,2.36,3.99,3.09,2.22,2.42,2.31,2.01,1.53,1.37,1.4,0.74,1.52,1.4,1.23,1.22,1.38,1.17,1.36,1.65,1.66,0.89,0.95,0.68,0.2,0.06,0.0
FR GUIANA,0.01,0.01,0.01,0.03,0.01,0.02,0.0,,0.0,,0.02,0.02,0.04,0.02,0.03,0.04,,,0.02,,,,,,,
FR POLYNESIA,,0.02,0.0,0.0,0.0,0.02,0.0,,,,,,0.0,,,,0.01,0.17,,,,0.01,,,,
GABON,0.01,0.02,0.05,0.06,0.07,0.02,0.2,,0.3,0.01,0.03,0.0,0.02,0.0,0.01,,0.0,0.01,0.01,,,,,,,
GAMBIA,0.45,0.52,0.15,0.27,0.24,0.12,0.06,0.11,0.35,0.04,0.08,0.03,0.03,0.04,0.02,0.05,0.01,,,,,,,0.01,,
GEORGIA,0.07,0.06,0.03,0.1,0.33,0.92,0.04,0.09,0.04,0.16,0.05,0.0,0.02,0.07,0.06,0.0,0.03,0.03,0.03,0.0,,,,,,
GERMANY,61.61,125.05,102.59,78.44,71.21,63.53,55.14,53.58,51.8,52.58,44.51,44.87,52.23,33.68,32.48,27.79,13.16,8.92,9.73,3.63,1.56,1.41,0.89,0.6,0.34,0.26
GHANA,1.22,1.41,0.51,0.68,0.55,0.44,0.15,0.74,0.29,0.1,0.11,0.07,0.2,0.14,0.04,0.12,0.01,0.05,0.05,0.02,0.01,0.0,0.01,0.01,0.01,0.02
GREECE,1.27,2.62,1.54,2.35,2.11,1.54,1.05,1.03,0.95,0.91,0.99,1.41,2.28,2.18,3.37,4.61,4.38,3.08,3.62,1.81,0.65,0.42,0.19,0.16,0.01,0.06
GRENADA,0.02,,,0.0,0.02,0.0,,,,0.0,,,0.02,,,,,0.01,,,,,,,,
GUADELOUPE,0.01,0.03,0.01,0.06,0.02,0.01,0.02,0.01,,0.0,0.0,0.08,0.04,0.07,0.12,0.07,0.02,0.03,0.01,,,0.02,,,,
GUAM,,0.01,,0.0,,0.13,,,,,0.0,0.06,0.05,,,,,,,,,,0.0,,,
GUATEMALA,0.28,0.61,0.41,0.52,0.56,0.58,0.67,0.34,0.47,0.24,0.13,0.26,0.15,0.02,0.31,0.06,0.03,0.09,0.09,0.03,,,,,,
GUINEA,0.01,0.08,0.12,0.04,0.03,0.03,0.0,0.01,0.07,0.02,0.01,0.01,0.1,0.0,0.02,0.08,,0.02,0.01,,0.0,,0.0,,,0.0
GUINEA BISSAU,,0.12,0.04,0.01,0.01,0.0,,,0.19,,0.01,,,0.0,0.0,,,,,,,,0.0,,,
GUYANA,0.02,0.02,0.02,0.02,0.08,0.03,0.09,0.04,0.03,0.05,0.02,0.05,0.06,0.04,0.0,0.09,0.04,0.02,0.0,0.01,0.0,,,,,
HAITI,0.09,0.33,0.46,0.51,0.7,0.56,0.38,0.64,0.39,0.64,0.53,0.67,1.25,0.28,0.31,0.18,0.08,0.02,0.01,0.03,0.02,0.03,0.06,,,
HONDURAS,0.1,0.16,0.12,0.15,0.13,0.24,0.32,0.34,0.56,0.29,0.4,0.31,0.14,0.06,0.07,,0.0,,,,,,,,,
HONG KONG,0.15,0.58,0.55,0.59,0.37,0.37,0.59,0.48,0.77,0.8,1.06,1.36,0.72,0.41,0.47,0.54,0.51,0.29,0.44,0.2,0.2,0.2,0.13,0.03,0.13,0.01
HUNGARY,0.08,0.05,0.12,0.01,0.01,0.01,0.03,0.03,0.01,0.03,0.09,0.03,0.38,0.16,0.14,0.37,0.21,0.06,0.09,0.07,0.01,,0.0,0.01,,
ICELAND,0.01,0.02,0.0,0.0,0.03,0.02,0.0,0.01,0.0,0.07,0.05,0.04,0.12,0.07,0.09,0.16,0.16,0.08,0.21,0.06,0.07,0.03,0.02,0.01,,
INDONESIA,0.2,0.17,0.2,0.29,0.21,0.15,0.15,0.11,0.24,0.18,0.1,0.06,0.09,0.22,0.09,0.79,0.01,0.03,0.18,0.01,0.0,0.02,0.03,,0.0,0.0
IRAN,0.0,0.0,0.01,0.13,0.08,0.24,0.46,0.2,0.19,0.66,0.68,0.63,0.77,0.73,0.37,0.17,0.11,0.38,0.01,0.02,0.05,,,,,0.0
IRAQ,0.18,0.16,0.18,0.25,0.21,0.23,0.16,0.06,0.58,0.3,0.07,0.04,0.09,0.22,0.09,,,0.01,0.02,,0.0,,0.07,0.0,,
IRELAND,1.15,2.27,1.29,0.94,0.76,0.54,0.48,0.56,0.69,0.57,0.61,0.34,0.91,0.44,1.27,3.09,2.72,1.37,1.18,0.87,0.3,0.21,0.07,0.0,0.0,
FIJI IS,0.03,0.04,0.07,0.13,0.21,0.15,0.15,0.08,0.16,0.11,0.1,0.1,0.05,0.06,0.07,0.03,0.05,0.05,0.06,0.0,0.0,,0.01,0.01,0.04,
GREENLAND,,,,,,,,,,,,,,,,,,,0.0,,,,,,,
Total,795.18,1419.29,1038.47,897.4,806.94,686.42,576.4,557.11,499.75,478.71,421.8,397.93,414.58,262.54,305.79,351.52,286.98,217.13,216.54,109.94,56.31,45.38,36.23,23.75,16.15,11.9
India's Total,298285.79,422004.4,291808.48,313361.04,330078.09,303526.16,275852.43,262291.09,310338.48,314405.3,300400.58,305963.92,249815.55,178751.43,185295.36,163132.18,126414.05,103090.53,83535.94,63842.55,52719.43,43826.72,44560.29,36822.49,33218.72,34784.98
%Share,0.2666,0.3363,0.3559,0.2864,0.2445,0.2261,0.209,0.2124,0.161,0.1523,0.1404,0.1301,0.166,0.1469,0.165,0.2155,0.227,0.2106,0.2592,0.1722,0.1068,0.1035,0.0813,0.0645,0.0486,0.0342
