Region,Market,Market_HSN,Chart,Name,Unit,Source,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027
Timor-Leste,"Toys, Hobby & DIY",950,Users by Segment,Hobby & Stationery,million users,Statista,0.029,0.044,0.063,0.085,0.108,0.129,0.16,0.183,0.207,0.23,0.253
Timor-Leste,"Toys, Hobby & DIY",950,Users by Segment,Sports & Outdoor,million users,Statista,0.023,0.035,0.05,0.069,0.087,0.106,0.127,0.149,0.172,0.191,0.21
Timor-Leste,"Toys, Hobby & DIY",950,Users by Segment,Toys & Baby,million users,Statista,0.023,0.032,0.043,0.055,0.065,0.075,0.088,0.101,0.115,0.125,0.137
Timor-Leste,"Toys, Hobby & DIY",950,Penetration Rate by Segment,"DIY, Garden & Pets",percent,Statista,2.757,3.9,5.301,6.766,8.172,9.533,11.186,12.717,14.247,15.429,16.631
Timor-Leste,"Toys, Hobby & DIY",950,Penetration Rate by Segment,Hobby & Stationery,percent,Statista,2.355,3.445,4.861,6.454,8,9.419,11.482,12.911,14.339,15.616,16.869
Timor-Leste,"Toys, Hobby & DIY",950,Penetration Rate by Segment,Sports & Outdoor,percent,Statista,1.867,2.75,3.895,5.205,6.497,7.723,9.123,10.516,11.908,12.942,14.005
Timor-Leste,"Toys, Hobby & DIY",950,Penetration Rate by Segment,"Toys, Hobby & DIY",percent,Statista,4.046,5.793,7.98,10.409,12.689,14.808,17.507,19.868,22.229,24.114,26.014
Timor-Leste,"Toys, Hobby & DIY",950,Penetration Rate by Segment,Toys & Baby,percent,Statista,1.887,2.548,3.316,4.164,4.864,5.495,6.279,7.1,7.921,8.514,9.123
Timor-Leste,Toys & Baby,9503,Top Company Revenues (Worldwide & Consolidated),Alibaba Group Holding Ltd.,billion USD (US$),Statista Company DB,37.03,56.96,73.78,103.9,,,,,,,
Timor-Leste,Toys & Baby,9503,Top Company Revenues (Worldwide & Consolidated),"Amazon.com, Inc.",billion USD (US$),Statista Company DB,177.9,232.9,280.5,386.1,469.8,,,,,,
Timor-Leste,Toys & Baby,9503,Top Company Revenues (Worldwide & Consolidated),BANDAI NAMCO Holdings Inc.,billion USD (US$),Statista Company DB,6.047,6.632,6.642,6.939,,,,,,,
Timor-Leste,Toys & Baby,9503,Top Company Revenues (Worldwide & Consolidated),"Build-A-Bear Workshop, Inc.",billion USD (US$),Statista Company DB,0.358,0.337,0.339,0.255,,,,,,,
Timor-Leste,Toys & Baby,9503,Top Company Revenues (Worldwide & Consolidated),"Carter'S, Inc.",billion USD (US$),Statista Company DB,3.444,3.501,3.554,3.051,3.523,,,,,,
Timor-Leste,Toys & Baby,9503,Top Company Revenues (Worldwide & Consolidated),Costco Wholesale Corp.,billion USD (US$),Statista Company DB,129,141.6,152.7,166.8,195.9,,,,,,
Timor-Leste,Toys & Baby,9503,Top Company Revenues (Worldwide & Consolidated),"Coupang, Inc.",billion USD (US$),Statista Company DB,,,6.273,11.97,18.41,,,,,,
Timor-Leste,Toys & Baby,9503,Top Company Revenues (Worldwide & Consolidated),"JD.com, Inc.",billion USD (US$),Statista Company DB,53.61,69.83,84.07,108.1,,,,,,,
Timor-Leste,Toys & Baby,9503,Top Company Revenues (Worldwide & Consolidated),Target Corp.,billion USD (US$),Statista Company DB,71.88,75.36,78.11,93.56,106,,,,,,
Timor-Leste,Toys & Baby,9503,Top Company Revenues (Worldwide & Consolidated),"Walmart, Inc.",billion USD (US$),Statista Company DB,500.3,514.4,524,559.2,572.8,,,,,,
Timor-Leste,Toys & Baby,9503,Revenue,Total,million USD (US$),Statista,0.416,0.441,0.488,0.64,0.745,0.787,0.933,1.049,1.19,1.284,1.388
Timor-Leste,Toys & Baby,9503,Revenue,Baby,million USD (US$),Statista,0.113,0.131,0.149,0.203,0.225,0.248,0.302,0.342,0.394,0.427,0.464
Timor-Leste,Toys & Baby,9503,Revenue,Other Toys & Baby,million USD (US$),Statista,0,0,0,0,0,0,0,0,0,0,0
Timor-Leste,Toys & Baby,9503,Revenue,Toys,million USD (US$),Statista,0.303,0.311,0.338,0.436,0.519,0.538,0.631,0.707,0.797,0.857,0.923
Timor-Leste,Toys & Baby,9503,Revenue Change,Total,percent,Statista,,6.005,10.514,31.167,16.398,5.654,18.66,12.373,13.441,7.899,8.1
Timor-Leste,Toys & Baby,9503,Revenue Change,Baby,percent,Statista,,15.283,14.483,36.145,10.816,10.204,21.618,13.34,14.924,8.539,8.686
Timor-Leste,Toys & Baby,9503,Revenue Change,Other Toys & Baby,percent,Statista,,�,�,�,�,�,�,�,�,�,�
Timor-Leste,Toys & Baby,9503,Revenue Change,Toys,percent,Statista,,2.54,8.848,28.968,19.001,3.679,17.295,11.91,12.78,7.542,7.748
Timor-Leste,Toys & Baby,9503,Average Revenue per User,Total,USD (US$),Statista,17.74,13.66,11.37,11.65,11.39,10.46,10.66,10.4,10.39,10.24,10.15
Timor-Leste,Toys & Baby,9503,Average Revenue per User,Baby,USD (US$),Statista,8.042,6.732,5.807,6.175,5.747,5.502,5.748,5.658,5.724,5.68,5.664
Timor-Leste,Toys & Baby,9503,Average Revenue per User,Other Toys & Baby,USD (US$),Statista,0,0,0,0,0,0,0,0,0,0,0
Timor-Leste,Toys & Baby,9503,Average Revenue per User,Toys,USD (US$),Statista,16.15,12.02,9.863,9.934,9.929,8.942,9.009,8.755,8.693,8.547,8.448
Timor-Leste,Toys & Baby,9503,Comparable Estimates - eCommerce (Southeast Asia),*Statista,billion USD (US$),,28.85,40.7,56.22,84.2,124.6,126.4,158.5,183.2,212.5,230.3,249.7
Timor-Leste,Toys & Baby,9503,Comparable Estimates - eCommerce (Southeast Asia),"Google, Temasek and Bain & Company",billion USD (US$),,,,,74,120,,,,,,
Timor-Leste,Toys & Baby,9503,Online & Offline Split,Offline,percent,Statista,96.043,95.844,95.442,94.098,93.265,92.399,91.711,90.847,89.782,,
Timor-Leste,Toys & Baby,9503,Online & Offline Split,Online,percent,Statista,3.957,4.156,4.558,5.902,6.735,7.601,8.289,9.153,10.218,,
Timor-Leste,Toys & Baby,9503,Mobile/Desktop Split,Desktop,percent,Statista,56.224,54.08,52.878,52.214,51.89,51.742,51.682,51.666,51.666,,
Timor-Leste,Toys & Baby,9503,Mobile/Desktop Split,Mobile,percent,Statista,43.776,45.92,47.122,47.786,48.11,48.258,48.318,48.334,48.334,,
Timor-Leste,Toys & Baby,9503,Users,Total,million users,Statista,0.023,0.032,0.043,0.055,0.065,0.075,0.088,0.101,0.115,0.125,0.137
Timor-Leste,Toys & Baby,9503,Users,Baby,million users,Statista,0.014,0.019,0.026,0.033,0.039,0.045,0.053,0.061,0.069,0.075,0.082
Timor-Leste,Toys & Baby,9503,Users,Other Toys & Baby,million users,Statista,0.004,0.006,0.008,0.01,0.012,0.014,0.016,0.018,0.021,0.023,0.025
Timor-Leste,Toys & Baby,9503,Users,Toys,million users,Statista,0.019,0.026,0.034,0.044,0.052,0.06,0.07,0.081,0.092,0.1,0.109
Timor-Leste,Toys & Baby,9503,Penetration Rate,Baby,percent,Statista,1.132,1.529,1.99,2.498,2.919,3.297,3.767,4.26,4.753,5.107,5.472
Timor-Leste,Toys & Baby,9503,Penetration Rate,Other Toys & Baby,percent,Statista,0.34,0.459,0.597,0.749,0.876,0.989,1.13,1.278,1.426,1.533,1.642
Timor-Leste,Toys & Baby,9503,Penetration Rate,Toys,percent,Statista,1.51,2.038,2.653,3.331,3.891,4.396,5.023,5.68,6.337,6.81,7.297
Timor-Leste,Toys & Baby,9503,Penetration Rate,Toys & Baby,percent,Statista,1.887,2.548,3.316,4.164,4.864,5.495,6.279,7.1,7.921,8.514,9.123
Timor-Leste,Sports & Outdoor,9506,Top Company Revenues (Worldwide & Consolidated),Adidas Ag,billion USD (US$),Statista Company DB,,26.09,26.7,22.79,25.49,,,,,,
Timor-Leste,Sports & Outdoor,9506,Top Company Revenues (Worldwide & Consolidated),"Amazon.com, Inc.",billion USD (US$),Statista Company DB,177.9,232.9,280.5,386.1,469.8,,,,,,
Timor-Leste,Sports & Outdoor,9506,Top Company Revenues (Worldwide & Consolidated),Anta Sports Products Ltd.,billion USD (US$),Statista Company DB,2.535,3.758,5.059,5.348,,,,,,,
Timor-Leste,Sports & Outdoor,9506,Top Company Revenues (Worldwide & Consolidated),"Dick'S Sporting Goods, Inc.",billion USD (US$),Statista Company DB,8.59,8.437,8.751,9.584,12.29,,,,,,
Timor-Leste,Sports & Outdoor,9506,Top Company Revenues (Worldwide & Consolidated),Fila Holdings Corp.,billion USD (US$),Statista Company DB,2.24,2.697,2.972,2.662,3.35,,,,,,
Timor-Leste,Sports & Outdoor,9506,Top Company Revenues (Worldwide & Consolidated),Fitbit,billion USD (US$),Statista Company DB,1.616,1.512,1.435,,,,,,,,
Timor-Leste,Sports & Outdoor,9506,Top Company Revenues (Worldwide & Consolidated),"JD.com, Inc.",billion USD (US$),Statista Company DB,53.61,69.83,84.07,108.1,,,,,,,
Timor-Leste,Sports & Outdoor,9506,Top Company Revenues (Worldwide & Consolidated),"Lululemon Athletica, Inc.",billion USD (US$),Statista Company DB,2.649,3.288,3.979,4.402,,,,,,,
Timor-Leste,Sports & Outdoor,9506,Top Company Revenues (Worldwide & Consolidated),"Nike, Inc.",billion USD (US$),Statista Company DB,36.4,39.12,37.4,44.54,,,,,,,
Timor-Leste,Sports & Outdoor,9506,Top Company Revenues (Worldwide & Consolidated),"Under Armour, Inc.",billion USD (US$),Statista Company DB,4.977,5.193,5.267,4.475,5.685,,,,,,
Timor-Leste,Sports & Outdoor,9506,Revenue,Total,thousand USD (US$),Statista,207.4,224.9,254.9,402.5,475.1,445.2,499.8,541.2,591.5,627.7,665.3
Timor-Leste,Sports & Outdoor,9506,Revenue,Athletic Footwear,thousand USD (US$),Statista,51.19,62.9,77.5,142.1,161.7,128.2,137.4,146.2,157,159.6,162.9
Timor-Leste,Sports & Outdoor,9506,Revenue,Fishing Articles & Equipment,thousand USD (US$),Statista,30.45,31.01,33.56,51.08,61.08,60.47,68.08,73.14,79.28,85.23,91.09
Timor-Leste,Sports & Outdoor,9506,Revenue,Other Sports & Outdoor,thousand USD (US$),Statista,59.61,61.25,66.81,91.55,108.9,109.7,125.4,136.8,150.6,161.6,173
Timor-Leste,Sports & Outdoor,9506,Revenue,Sports & Swimwear,thousand USD (US$),Statista,13.65,16,18.25,25.2,30.94,34.74,42.05,47.92,55.14,60.07,65.44
Timor-Leste,Sports & Outdoor,9506,Revenue,Summer Sports Equipment,thousand USD (US$),Statista,44.45,45.52,49.74,77.06,93.51,93.33,105.8,114.5,124.9,134.7,144.4
Timor-Leste,Sports & Outdoor,9506,Revenue,Winter Sports Equipment,thousand USD (US$),Statista,8.089,8.27,9.055,15.47,18.98,18.75,21.09,22.64,24.55,26.56,28.5
Timor-Leste,Sports & Outdoor,9506,Revenue Change,Total,percent,Statista,,8.438,13.339,57.905,18.037,-6.293,12.264,8.283,9.294,6.12,5.99
Timor-Leste,Sports & Outdoor,9506,Revenue Change,Athletic Footwear,percent,Statista,,22.876,23.211,83.355,13.793,-20.717,7.176,6.405,7.387,1.656,2.068
Timor-Leste,Sports & Outdoor,9506,Revenue Change,Fishing Articles & Equipment,percent,Statista,,1.839,8.223,52.205,19.577,-0.999,12.585,7.432,8.395,7.505,6.876
Timor-Leste,Sports & Outdoor,9506,Revenue Change,Other Sports & Outdoor,percent,Statista,,2.751,9.078,37.03,18.951,0.735,14.312,9.091,10.088,7.304,7.054
Timor-Leste,Sports & Outdoor,9506,Revenue Change,Sports & Swimwear,percent,Statista,,17.216,14.062,38.082,22.778,12.282,21.042,13.96,15.067,8.941,8.94
Timor-Leste,Sports & Outdoor,9506,Revenue Change,Summer Sports Equipment,percent,Statista,,2.407,9.271,54.926,21.347,-0.192,13.361,8.223,9.083,7.846,7.201
Timor-Leste,Sports & Outdoor,9506,Revenue Change,Winter Sports Equipment,percent,Statista,,2.238,9.492,70.845,22.689,-1.212,12.48,7.349,8.436,8.187,7.304
Timor-Leste,Sports & Outdoor,9506,Average Revenue per User,Total,USD (US$),Statista,8.938,6.451,5.061,5.866,5.441,4.209,3.927,3.622,3.434,3.295,3.172
Timor-Leste,Sports & Outdoor,9506,Average Revenue per User,Athletic Footwear,USD (US$),Statista,3.676,3.006,2.564,3.453,3.087,2.02,1.799,1.631,1.519,1.396,1.294
Timor-Leste,Sports & Outdoor,9506,Average Revenue per User,Fishing Articles & Equipment,USD (US$),Statista,6.559,4.446,3.331,3.722,3.498,2.859,2.675,2.448,2.301,2.242,2.18
Timor-Leste,Sports & Outdoor,9506,Average Revenue per User,Other Sports & Outdoor,USD (US$),Statista,13.52,9.245,6.981,7.022,6.562,5.46,5.184,4.819,4.601,4.473,4.358
Timor-Leste,Sports & Outdoor,9506,Average Revenue per User,Sports & Swimwear,USD (US$),Statista,1.47,1.148,0.906,0.918,0.886,0.821,0.826,0.802,0.8,0.79,0.783
Timor-Leste,Sports & Outdoor,9506,Average Revenue per User,Summer Sports Equipment,USD (US$),Statista,3.831,2.611,1.975,2.246,2.142,1.765,1.663,1.532,1.45,1.417,1.382
Timor-Leste,Sports & Outdoor,9506,Average Revenue per User,Winter Sports Equipment,USD (US$),Statista,0.871,0.593,0.449,0.564,0.543,0.443,0.414,0.379,0.356,0.349,0.341
Timor-Leste,Sports & Outdoor,9506,Comparable Estimates - eCommerce (Southeast Asia),*Statista,billion USD (US$),,28.85,40.7,56.22,84.2,124.6,126.4,158.5,183.2,212.5,230.3,249.7
Timor-Leste,Sports & Outdoor,9506,Comparable Estimates - eCommerce (Southeast Asia),"Google, Temasek and Bain & Company",billion USD (US$),,,,,74,120,,,,,,
Timor-Leste,Sports & Outdoor,9506,Online & Offline Split,Offline,percent,Statista,93.469,93.117,92.405,87.339,84.651,86.194,85.946,85.167,84.181,,
Timor-Leste,Sports & Outdoor,9506,Online & Offline Split,Online,percent,Statista,6.531,6.883,7.595,12.661,15.349,13.806,14.054,14.833,15.819,,
Timor-Leste,Sports & Outdoor,9506,Mobile/Desktop Split,Desktop,percent,Statista,68.765,66.546,65.194,63.05,62.882,63.601,63.768,63.851,63.939,,
Timor-Leste,Sports & Outdoor,9506,Mobile/Desktop Split,Mobile,percent,Statista,31.235,33.454,34.806,36.95,37.118,36.399,36.232,36.149,36.061,,
Timor-Leste,Sports & Outdoor,9506,Users,Total,million users,Statista,0.023,0.035,0.05,0.069,0.087,0.106,0.127,0.149,0.172,0.191,0.21
Timor-Leste,Sports & Outdoor,9506,Users,Athletic Footwear,million users,Statista,0.014,0.021,0.03,0.041,0.052,0.063,0.076,0.09,0.103,0.114,0.126
Timor-Leste,Sports & Outdoor,9506,Users,Fishing Articles & Equipment,million users,Statista,0.005,0.007,0.01,0.014,0.017,0.021,0.025,0.03,0.034,0.038,0.042
Timor-Leste,Sports & Outdoor,9506,Users,Other Sports & Outdoor,million users,Statista,0.004,0.007,0.01,0.013,0.017,0.02,0.024,0.028,0.033,0.036,0.04
Timor-Leste,Sports & Outdoor,9506,Users,Sports & Swimwear,million users,Statista,0.009,0.014,0.02,0.027,0.035,0.042,0.051,0.06,0.069,0.076,0.084
Timor-Leste,Sports & Outdoor,9506,Users,Summer Sports Equipment,million users,Statista,0.012,0.017,0.025,0.034,0.044,0.053,0.064,0.075,0.086,0.095,0.104
Timor-Leste,Sports & Outdoor,9506,Users,Winter Sports Equipment,million users,Statista,0.009,0.014,0.02,0.027,0.035,0.042,0.051,0.06,0.069,0.076,0.084
Timor-Leste,Sports & Outdoor,9506,Penetration Rate,Athletic Footwear,percent,Statista,1.12,1.65,2.337,3.123,3.898,4.634,5.474,6.309,7.145,7.764,8.401
Timor-Leste,Sports & Outdoor,9506,Penetration Rate,Fishing Articles & Equipment,percent,Statista,0.373,0.55,0.779,1.041,1.299,1.545,1.825,2.103,2.382,2.582,2.789
Timor-Leste,Sports & Outdoor,9506,Penetration Rate,Other Sports & Outdoor,percent,Statista,0.355,0.522,0.74,0.989,1.234,1.467,1.733,1.998,2.263,2.453,2.65
Timor-Leste,Sports & Outdoor,9506,Penetration Rate,Sports & Outdoor,percent,Statista,1.867,2.75,3.895,5.205,6.497,7.723,9.123,10.516,11.908,12.942,14.005
Timor-Leste,Sports & Outdoor,9506,Penetration Rate,Sports & Swimwear,percent,Statista,0.747,1.1,1.558,2.082,2.599,3.089,3.649,4.206,4.763,5.165,5.58
Timor-Leste,Sports & Outdoor,9506,Penetration Rate,Summer Sports Equipment,percent,Statista,0.933,1.375,1.948,2.602,3.249,3.861,4.561,5.258,5.954,6.458,6.976
Timor-Leste,Sports & Outdoor,9506,Penetration Rate,Winter Sports Equipment,percent,Statista,0.747,1.1,1.558,2.082,2.599,3.089,3.649,4.206,4.763,5.165,5.58
Timor-Leste,"DIY, Garden & Pets",4419,Top Company Revenues (Worldwide & Consolidated),"Amazon.com, Inc.",billion USD (US$),Statista Company DB,177.9,232.9,280.5,386.1,469.8,,,,,,
Timor-Leste,"DIY, Garden & Pets",4419,Top Company Revenues (Worldwide & Consolidated),"Carmax, Inc.",billion USD (US$),Statista Company DB,17.54,18.61,20.78,19.51,,,,,,,
Timor-Leste,"DIY, Garden & Pets",4419,Top Company Revenues (Worldwide & Consolidated),Carvana Co.,billion USD (US$),Statista Company DB,0.859,1.955,3.94,5.587,12.81,,,,,,
Timor-Leste,"DIY, Garden & Pets",4419,Top Company Revenues (Worldwide & Consolidated),"Chewy, Inc.",billion USD (US$),Statista Company DB,2.104,3.533,4.847,7.146,,,,,,,
Timor-Leste,"DIY, Garden & Pets",4419,Top Company Revenues (Worldwide & Consolidated),Costco Wholesale Corp.,billion USD (US$),Statista Company DB,129,141.6,152.7,166.8,195.9,,,,,,
Timor-Leste,"DIY, Garden & Pets",4419,Top Company Revenues (Worldwide & Consolidated),"JD.com, Inc.",billion USD (US$),Statista Company DB,53.61,69.83,84.07,108.1,,,,,,,
Timor-Leste,"DIY, Garden & Pets",4419,Top Company Revenues (Worldwide & Consolidated),"Lowe'S Cos., Inc.",billion USD (US$),Statista Company DB,68.62,71.31,72.15,89.6,96.25,,,,,,
Timor-Leste,"DIY, Garden & Pets",4419,Top Company Revenues (Worldwide & Consolidated),"The Home Depot, Inc.",billion USD (US$),Statista Company DB,100.9,108.2,110.2,132.1,151.2,,,,,,
Timor-Leste,"DIY, Garden & Pets",4419,Top Company Revenues (Worldwide & Consolidated),Vroom,billion USD (US$),Statista Company DB,,0.855,1.192,1.358,3.184,,,,,,
Timor-Leste,"DIY, Garden & Pets",4419,Top Company Revenues (Worldwide & Consolidated),"W.W. Grainger, Inc.",billion USD (US$),Statista Company DB,10.42,11.22,11.49,11.8,13.02,,,,,,
Timor-Leste,"DIY, Garden & Pets",4419,Revenue,Total,thousand USD (US$),Statista,121.5,191.9,275.6,488.1,569.1,551.6,685.5,776.1,866.5,944.7,"1,022"
Timor-Leste,"DIY, Garden & Pets",4419,Revenue,DIY & Garden,thousand USD (US$),Statista,118,187.5,270.4,478.7,557,538.2,670.7,760.6,848.4,924.9,"1,001"
Timor-Leste,"DIY, Garden & Pets",4419,Revenue,"Other DIY, Garden & Pets",thousand USD (US$),Statista,0,0,0,0,0,0,0,0,0,0,0
Timor-Leste,"DIY, Garden & Pets",4419,Revenue,Pet Food,thousand USD (US$),Statista,3.502,4.379,5.21,9.412,12.1,13.34,14.76,15.59,18.15,19.75,21.48
Timor-Leste,"DIY, Garden & Pets",4419,Revenue Change,Total,percent,Statista,,57.942,43.616,77.104,16.595,-3.075,24.275,13.217,11.648,9.025,8.182
Timor-Leste,"DIY, Garden & Pets",4419,Revenue Change,DIY & Garden,percent,Statista,,58.898,44.213,77.034,16.357,-3.375,24.619,13.404,11.544,9.017,8.228
Timor-Leste,"DIY, Garden & Pets",4419,Revenue Change,"Other DIY, Garden & Pets",percent,Statista,,�,�,�,�,�,�,�,�,�,�
Timor-Leste,"DIY, Garden & Pets",4419,Revenue Change,Pet Food,percent,Statista,,25.043,18.977,80.653,28.559,10.248,10.645,5.623,16.421,8.815,8.759
Timor-Leste,"DIY, Garden & Pets",4419,Average Revenue per User,Total,USD (US$),Statista,3.543,3.88,4.02,5.472,5.181,4.225,4.393,4.296,4.205,4.159,4.104
Timor-Leste,"DIY, Garden & Pets",4419,Average Revenue per User,DIY & Garden,USD (US$),Statista,4.916,5.417,5.634,7.666,7.245,5.889,6.14,6.014,5.881,5.817,5.741
Timor-Leste,"DIY, Garden & Pets",4419,Average Revenue per User,"Other DIY, Garden & Pets",USD (US$),Statista,0,0,0,0,0,0,0,0,0,0,0
Timor-Leste,"DIY, Garden & Pets",4419,Average Revenue per User,Pet Food,USD (US$),Statista,0.146,0.127,0.109,0.151,0.157,0.146,0.135,0.123,0.126,0.124,0.123
