Node ID,Node Path,Query,Refinement Link
23642808011,Toys & Games/Dolls & Accessories/Doll Accessories/Vehicles/Cars,item_type_keyword:doll-cars,See all available refinements
23642805011,Toys & Games/Dolls & Accessories/Doll Accessories/Vehicles/Motorcycles,item_type_keyword:doll-motorcycles,See all available refinements
23642807011,Toys & Games/Dolls & Accessories/Doll Accessories/Vehicles/Scooters,item_type_keyword:doll-scooters,See all available refinements
23642804011,Toys & Games/Dolls & Accessories/Doll Accessories/Vehicles/Trucks,item_type_keyword:doll-trucks,See all available refinements
3245220011,Toys & Games/Dolls & Accessories/Dollhouse Accessories,item_type_keyword:dollhouse-accessories,See all available refinements
166145011,Toys & Games/Dolls & Accessories/Dollhouse Accessories/Décor,item_type_keyword:dollhouse-decor,See all available refinements
166146011,Toys & Games/Dolls & Accessories/Dollhouse Accessories/Furniture,item_type_keyword:dollhouse-furniture,See all available refinements
166147011,Toys & Games/Dolls & Accessories/Dollhouses,item_type_keyword:dollhouses,See all available refinements
3245219011,Toys & Games/Dolls & Accessories/Dolls,item_type_keyword:dolls,See all available refinements
2522101011,Toys & Games/Dolls & Accessories/Paper & Magnetic Dolls,,See all available refinements
2522103011,Toys & Games/Dolls & Accessories/Paper & Magnetic Dolls/Magnetic Dress-up Dolls,item_type_keyword:magnetic-dress-up-dolls,See all available refinements
2522102011,Toys & Games/Dolls & Accessories/Paper & Magnetic Dolls/Paper Dolls,item_type_keyword:toy-paper-dolls,See all available refinements
2491296011,Toys & Games/Dolls & Accessories/Playsets,item_type_keyword:doll-playsets,See all available refinements
166316011,Toys & Games/Dress Up & Pretend Play,,See all available refinements
14702634011,Toys & Games/Dress Up & Pretend Play/Costumes,item_type_keyword:childrens-costumes,See all available refinements
23744271011,Toys & Games/Dress Up & Pretend Play/Dress-Up Accessories,,See all available refinements
23744272011,Toys & Games/Dress Up & Pretend Play/Dress-Up Accessories/Hair Decoration,item_type_keyword:childrens-pretend-play-hair-decorations,See all available refinements
69060092011,Toys & Games/Dress Up & Pretend Play/Dress-Up Accessories/Headwear,,See all available refinements
69060096011,Toys & Games/Dress Up & Pretend Play/Dress-Up Accessories/Headwear/Circlets,,See all available refinements
14702635011,Toys & Games/Dress Up & Pretend Play/Dress-Up Accessories/Headwear/Hats,item_type_keyword:childrens-costume-headwear-and-hats,See all available refinements
69060097011,Toys & Games/Dress Up & Pretend Play/Dress-Up Accessories/Headwear/Headbands,,See all available refinements
69060094011,Toys & Games/Dress Up & Pretend Play/Dress-Up Accessories/Headwear/Helmets,,See all available refinements
166312011,Toys & Games/Dress Up & Pretend Play/Dress-Up Accessories/Jewelry,item_type_keyword:toy-jewelry,See all available refinements
2522081011,Toys & Games/Dress Up & Pretend Play/Dress-Up Accessories/Jewelry/Bracelets,item_type_keyword:childrens-pretend-play-bracelets,See all available refinements
23744276011,Toys & Games/Dress Up & Pretend Play/Dress-Up Accessories/Jewelry/Buttons & Badges,item_type_keyword:childrens-pretend-play-buttons-and-badges,See all available refinements
2522082011,Toys & Games/Dress Up & Pretend Play/Dress-Up Accessories/Jewelry/Earrings,item_type_keyword:childrens-pretend-play-earrings,See all available refinements
23744275011,Toys & Games/Dress Up & Pretend Play/Dress-Up Accessories/Jewelry/Jewelry Sets,item_type_keyword:childrens-pretend-play-jewelry-sets,See all available refinements
2522083011,Toys & Games/Dress Up & Pretend Play/Dress-Up Accessories/Jewelry/Necklaces,item_type_keyword:childrens-pretend-play-necklaces,See all available refinements
2522084011,Toys & Games/Dress Up & Pretend Play/Dress-Up Accessories/Jewelry/Rings,item_type_keyword:childrens-pretend-play-jewelry-rings,See all available refinements
166314011,Toys & Games/Dress Up & Pretend Play/Dress-Up Accessories/Makeup,item_type_keyword:childrens-play-makeup,See all available refinements
23744274011,Toys & Games/Dress Up & Pretend Play/Dress-Up Accessories/Makeup & Jewelry Sets,item_type_keyword:childrens-pretend-play-makeup-and-jewelry-sets,See all available refinements
2489974011,Toys & Games/Dress Up & Pretend Play/Dress-Up Accessories/Makeup Heads & Hair Dressing Heads,item_type_keyword:fashion-doll-styling-busts,See all available refinements
14702636011,Toys & Games/Dress Up & Pretend Play/Dress-Up Accessories/Masks,item_type_keyword:childrens-costume-masks,See all available refinements
23744273011,Toys & Games/Dress Up & Pretend Play/Dress-Up Accessories/Wands,item_type_keyword:childrens-pretend-play-wands,See all available refinements
14702637011,Toys & Games/Dress Up & Pretend Play/Dress-Up Accessories/Wigs,item_type_keyword:childrens-costume-wigs,See all available refinements
166354011,Toys & Games/Dress Up & Pretend Play/Housekeeping,item_type_keyword:toy-home-cleaning-products,See all available refinements
676769011,Toys & Games/Dress Up & Pretend Play/Housekeeping/Irons & Ironing Boards,,See all available refinements
2528090011,Toys & Games/Dress Up & Pretend Play/Housekeeping/Irons & Ironing Boards/Ironing Boards,item_type_keyword:toy-ironing-boards,See all available refinements
2528089011,Toys & Games/Dress Up & Pretend Play/Housekeeping/Irons & Ironing Boards/Irons,item_type_keyword:toy-irons,See all available refinements
676770011,Toys & Games/Dress Up & Pretend Play/Housekeeping/Sewing Machines,item_type_keyword:toy-sewing-machines,See all available refinements
676771011,Toys & Games/Dress Up & Pretend Play/Housekeeping/Washing Machines,item_type_keyword:toy-washing-machines,See all available refinements
19431297011,Toys & Games/Dress Up & Pretend Play/Jewelry Boxes,item_type_keyword:children-jewelry-boxes,See all available refinements
166343011,Toys & Games/Dress Up & Pretend Play/Kitchen Toys,item_type_keyword:toy-kitchen-products,See all available refinements
166345011,Toys & Games/Dress Up & Pretend Play/Kitchen Toys/Cooking & Baking Kits,item_type_keyword:childrens-cooking-kits,See all available refinements
166349011,Toys & Games/Dress Up & Pretend Play/Kitchen Toys/Cookware,item_type_keyword:toy-cookware,See all available refinements
2528091011,Toys & Games/Dress Up & Pretend Play/Kitchen Toys/Dishes,item_type_keyword:toy-dishes,See all available refinements
166347011,Toys & Games/Dress Up & Pretend Play/Kitchen Toys/Kitchen Playsets,item_type_keyword:toy-kitchen-sets,See all available refinements
166348011,Toys & Games/Dress Up & Pretend Play/Kitchen Toys/Play Food,item_type_keyword:toy-foods,See all available refinements
166350011,Toys & Games/Dress Up & Pretend Play/Kitchen Toys/Real-Food Appliances,item_type_keyword:childrens-cooking-appliances,See all available refinements
2528092011,Toys & Games/Dress Up & Pretend Play/Kitchen Toys/Tea Sets,item_type_keyword:toy-tea-sets,See all available refinements
166356011,Toys & Games/Dress Up & Pretend Play/Magnetic & Felt Playboards,item_type_keyword:toy-playboards,See all available refinements
2522100011,Toys & Games/Dress Up & Pretend Play/Medical Kits,item_type_keyword:toy-medical-kits,See all available refinements
166357011,Toys & Games/Dress Up & Pretend Play/Money & Banking,item_type_keyword:toy-money-and-banking-products,See all available refinements
166342011,Toys & Games/Dress Up & Pretend Play/Play Tools,item_type_keyword:toy-tools,See all available refinements
